country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,2,0.231,0,4.316
Albania,2,0,0,4.17
Algeria,2,0.137,0,3.626
Andorra,2,0,0,0
Angola,2,0,0,0
Antigua and Barbuda,2,0,0,0
Argentina,2,0.199,0,4.16
Armenia,1,0,0,55.007
Australia,2,0,0,0.745
Austria,2,0.222,10.77,3.775
Azerbaijan,2,0.197,0,6.608
Bahamas,2,0,0,7.629
Bahrain,1,0,0,125.765
Bangladesh,2,0.018,0,4.797
Barbados,2,0,0,0
Belarus,1,0.529,0,95.774
Belgium,2,27.87,46.766,23.469
Belize,2,0,0,0
Benin,2,0,0,0
Bhutan,2,0,0,0
Bolivia,2,0.428,0,7.196
Bosnia and Herzegovina,2,2.134,0,12.497
Botswana,2,0,0,0
Brazil,1,3.058,0,52.484
Brunei,2,0,0,2.286
Bulgaria,2,0.576,5.613,10.65
Burkina Faso,2,0,0,1.961
Burundi,2,0,0,0
Cambodia,2,0,0,0
Cameroon,2,1.658,0,6.065
Canada,2,4.663,0,39.187
Cape Verde,2,0,0,8.993
Central African Republic,2,0,0,1.863
Chad,2,0,0,0
Chile,1,0.314,0,53.986
China,2,0,0,0.001
Colombia,2,0.373,0,6.8
Comoros,2,1.15,0,5.75
Congo,2,0,0,5.074
Costa Rica,2,0,0,1.178
Cote d'Ivoire,2,0,0,1.971
Croatia,2,0.487,0,1.705
Cuba,2,0,0,1.589
Cyprus,2,0,0,5.708
Czechia,2,0.467,4.109,7.284
Democratic Republic of Congo,2,0.011,0,1.027
Denmark,2,0.518,7.942,20.2
Djibouti,2,1.012,0,4.049
Dominica,2,0,0,0
Dominican Republic,2,0.737,0,30.144
Ecuador,2,2.777,0,0
Egypt,2,0.166,0,3.782
El Salvador,2,0.154,0,7.092
Equatorial Guinea,1,0.713,0,88.383
Eritrea,2,0,0,0
Estonia,2,0,6.031,1.508
Eswatini,2,0.862,0,3.448
Ethiopia,2,0,0,0.148
