country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,1,0.051,0,15.002
Albania,1,0.347,0,3.127
Algeria,1,0.182,0,4.401
Andorra,1,0,0,0
Angola,1,0,0,0.243
Antigua and Barbuda,1,0,0,0
Argentina,1,0.155,0,15.997
Armenia,0,1.35,0,121.151
Australia,1,0,0,0
Austria,1,0.111,3.22,1.888
Azerbaijan,1,0,0,13.808
Bahamas,1,0,0,0
Bahrain,2,0.588,0,197.463
Bangladesh,1,0.17,0,9.302
Barbados,1,0,0,0
Belarus,0,0.529,0,100.96
Belgium,1,3.71,21.657,24.332
Belize,1,0,0,0
Benin,1,0,0,4.619
Bhutan,1,0,0,0
Bolivia,1,0.857,0,29.812
Bosnia and Herzegovina,1,0.914,0,3.048
Botswana,1,0,0,2.126
Brazil,0,3.072,0,74.393
Brunei,1,0,0,0
Bulgaria,1,0.576,3.166,2.734
Burkina Faso,1,0,0,0
Burundi,1,0,0,0
Cambodia,1,0,0,0
Cameroon,1,0.226,0,18.459
Canada,1,1.802,0,25.303
Cape Verde,1,0,0,16.187
Central African Republic,1,0,0,10.767
Chad,1,0,0,1.644
Chile,2,2.354,0,194.024
China,1,0,0,0.008
Colombia,1,0.432,0,19.614
Comoros,1,0,0,10.35
Congo,1,0,0,0
Costa Rica,1,0,0,2.356
Cote d'Ivoire,1,0,0,0.379
Croatia,1,0,0,0.244
Cuba,1,0.088,0,0.883
Cyprus,1,0,0,9.133
Czechia,1,0.093,2.054,6.07
Democratic Republic of Congo,1,0,0,1.295
Denmark,1,0.173,3.626,12.431
Djibouti,1,0,0,0
Dominica,1,0,0,0
Dominican Republic,1,0,0,34.938
Ecuador,1,0.68,0,28.226
Egypt,1,0.283,0,7.348
El Salvador,1,0.308,0,14.801
Equatorial Guinea,1,0,0,0
Eritrea,1,0,0,0
Estonia,1,0,3.769,1.508
Eswatini,1,0,0,10.343
Ethiopia,1,0,0,0.765
Fiji,1,0,0,0
Finland,1,0.18,3.429,1.985
France,1,0.536,24.788,0.23
