country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Afghanistan,0,2.106,0.051,1.21
Albania,5,104.594,1.39,1.27
Algeria,1,4.857,0.182,1.24
Andorra,1,0,0,1.28
Angola,1,6.694,0.091,1.11
Antigua and Barbuda,0,0,0,0.3
Argentina,7,361.472,8.496,1.01
Armenia,7,416.437,3.375,1.44
Australia,3,1.49,0,0.99
Austria,6,169.213,1.11,1.4
Azerbaijan,1,57.598,0.493,1.62
Bahamas,7,381.439,2.543,1.08
Bahrain,5,181.596,1.763,0.89
Bangladesh,1,8.379,0.109,1.02
Barbados,0,0,0,0.85
Belarus,1,65.507,0.423,1.23
Belgium,8,835.144,3.969,1.45
Belize,5,133.293,0,1.15
Benin,0,0,0,0.94
Bhutan,1,1.296,0,0.83
Bolivia,1,12.593,2.056,0.79
Bosnia and Herzegovina,5,221.896,6.096,1.17
Botswana,1,0,0,0.75
Brazil,5,109.273,3.11,0.99
Brunei,0,0,0,0
Bulgaria,4,192.273,1.583,1.55
Burkina Faso,0,0.909,0,0.99
Burundi,0,0.084,0,0.78
Cambodia,0,0.06,0,0.72
Cameroon,0,2.411,0.038,0.91
Canada,1,59.297,0.45,1.15
Cape Verde,5,181.659,0,1.06
Central African Republic,0,0.414,0,0.6
Chad,1,0.548,0,0.99
Chile,1,61.362,1.36,0.96
China,1,0.011,0,1.06
Colombia,5,162.255,3.341,1.05
Comoros,0,2.3,0,0.64
Congo,0,0,0,0.58
Costa Rica,5,166.27,3.533,1
Cote d'Ivoire,0,0.682,0,0.93
Croatia,4,216.795,1.949,1.64
Cuba,2,4.15,0,1.24
Cyprus,5,173.536,0,1.61
Czechia,8,1119.061,9.898,1.43
Democratic Republic of Congo,0,0.156,0,1.1
Denmark,5,91.848,0.345,1.19
Djibouti,1,30.364,0,1.7
Dominica,0,0,0,0
Dominican Republic,1,28.208,0.092,0.97
Ecuador,1,39.222,0.51,1.06
Egypt,1,1.544,0.117,1.11
El Salvador,1,47.64,0.463,1.11
Equatorial Guinea,0,2.851,0,0.51
Eritrea,1,0,0,0.41
Estonia,1,31.661,2.262,1.18
Eswatini,0,10.343,0,0.88
Ethiopia,1,5.48,0.052,0.89
Fiji,0,0,0,0
Finland,1,53.062,0,1.14
France,4,316.744,4.305,1.31
Gabon,1,0,0,1.08
Gambia,1,2.483,0,0.68
Georgia,7,299.31,3.76,1.56
Germany,5,101.726,0.477,1.47
Ghana,0,2.864,0.064,1.12
Greece,1,63.993,0.768,1.33
Grenada,0,0,0,0
Guatemala,1,34.607,0.279,1
Guinea,0,1.523,0,1.09
Guinea-Bissau,0,0,0,0.4
Guyana,1,39.412,3.814,0.99
Haiti,0,0,0,0.89
Honduras,1,85.92,0.606,1.02
Hong Kong,0,0,0,0
Hungary,6,102.377,3.934,1.27
Iceland,4,269.597,0,0.96
India,1,39.162,0.52,0.89
Indonesia,1,13.169,0.428,0.97
International,0,0,0,0
Iran,1,59.993,3.834,1.19
Iraq,5,97.458,1.218,1.01
Ireland,4,255.782,2.633,1.16
Israel,5,137.831,2.311,0.52
Italy,4,179.799,1.472,1.64
Jamaica,1,17.898,0.338,0.89
Japan,0,3.851,0.024,1.04
Jordan,5,199.448,3.332,1.31
Kazakhstan,1,6.923,0.266,1.32
Kenya,1,10.619,0.056,1.37
Kosovo,1,67.261,0.517,1.43
Kuwait,5,207.467,0.937,1.14
Kyrgyzstan,1,58.858,0.307,1.26
Laos,0,0,0,0
Latvia,1,60.969,1.59,1.39
Lebanon,5,203.943,0.733,1.11
Lesotho,1,39.678,0.467,0.82
Liberia,1,0.593,0,1.01
Libya,5,139.275,2.037,1.07
Liechtenstein,7,288.434,0,1.74
