country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Afghanistan,7,3.545,0.308,1.23
Albania,3,182.431,4.17,1.28
Algeria,8,14.64,0.319,1.47
Andorra,4,698.893,0,1.08
Angola,8,7.515,0.03,1.06
Antigua and Barbuda,7,0,0,0.32
Argentina,3,184.022,7.678,0.91
Armenia,3,351.643,7.087,0.98
Australia,2,0.157,0,0.86
Austria,4,621.003,4.774,1.28
Azerbaijan,0,62.628,1.184,1.2
Bahamas,7,43.23,5.086,0.77
Bahrain,0,103.433,0,0.88
Bangladesh,8,10.219,0.152,1.06
Barbados,1,3.48,0,0.85
Belarus,0,104.029,0.423,1.14
Belgium,4,206.478,13.892,0.72
Belize,0,135.808,2.515,1.15
Benin,1,2.97,0,0.95
Bhutan,8,6.48,0,0.93
Bolivia,8,7.367,0.6,0.87
Bosnia and Herzegovina,3,303.583,22.251,1.16
Botswana,8,0,0,0.73
Brazil,0,51.36,1.087,1.1
Brunei,1,0,0,0
Bulgaria,4,549.188,15.255,1.27
Burkina Faso,1,0.574,0,1
Burundi,7,0.168,0,0.8
Cambodia,1,0.179,0,0.92
Cameroon,1,0,0,0.93
Canada,0,129.06,1.192,1.19
Cape Verde,0,89.93,0,1.05
Central African Republic,1,0.207,0,0.64
Chad,8,0.244,0,0.95
Chile,0,69.104,2.354,0.99
China,8,0.019,0,1
Colombia,0,101.743,3.596,0.98
Comoros,7,0,0,0.64
Congo,1,0,0,0.56
Costa Rica,3,240.277,5.3,1.02
Cote d'Ivoire,6,0.114,0,0.95
Croatia,4,372.448,9.256,1.07
Cuba,6,4.591,0,0.92
Cyprus,0,126.727,0,1.16
Czechia,4,219.722,15.875,0.79
Democratic Republic of Congo,1,0.19,0,1.11
Denmark,0,133.11,0.691,1.13
Djibouti,1,19.231,0,1.04
Dominica,1,0,0,0
Dominican Republic,8,38.809,0.184,1.09
Ecuador,8,20.518,0.51,0.93
Egypt,8,2.16,0.117,1.16
El Salvador,8,0,0.617,1.13
Equatorial Guinea,7,0,0,0.48
Eritrea,8,0,0,0.41
Estonia,0,94.23,0.754,1.45
Eswatini,1,8.619,0,1.1
Ethiopia,8,2.67,0.061,0.88
Fiji,1,0,0,0
Finland,6,16.243,0.18,1.13
France,4,319.272,8.549,1.04
Gabon,8,3.145,0.899,1.1
Gambia,8,4.966,0.414,0.65
Georgia,4,733.736,6.016,1.3
Germany,0,77.843,0.43,1.16
Ghana,1,3.218,0,1.16
Greece,0,142.856,3.934,1.27
Grenada,7,0,0,0
Guatemala,1,5.47,0.112,1.02
Guinea,1,3.427,0,1.08
Guinea-Bissau,7,2.541,0.508,0.38
Guyana,8,12.714,1.271,1.04
Haiti,1,0.877,0,0.87
Honduras,0,53.712,2.019,0.99
Hungary,4,534.349,5.693,1.25
Iceland,0,67.399,8.791,0.6
India,8,27.589,0.325,0.94
Indonesia,8,10.431,0.274,1.05
International,7,0,0,0
Iran,0,124.57,5.453,1.25
Iraq,0,79.16,1.318,0.94
Ireland,0,53.668,0.203,0.77
Israel,0,83.068,0.693,0.87
Italy,4,417.933,5.888,1.17
Jamaica,8,12.157,0,0.94
Japan,1,6.302,0.103,1.33
Jordan,3,555.221,6.077,1.23
Kazakhstan,8,34.937,0,1.36
Kenya,8,14.06,0.353,1.13
Kosovo,4,961.313,18.626,1.54
Kuwait,3,172.108,1.171,1
Kyrgyzstan,0,87.52,0.766,1.05
Laos,1,0,0,0
Latvia,8,48.775,1.06,1.3
Lebanon,0,163.945,1.319,1.09
Lesotho,1,0,0,0.8
Liberia,8,1.977,0,1.04
Libya,0,134.327,2.183,1.02
Liechtenstein,3,340.876,26.221,1.07
Lithuania,3,387.909,1.102,1.39
Luxembourg,4,2270.055,20.768,1.22
Madagascar,1,0,0,0.4
Malawi,6,0.105,0.052,0.86
Malaysia,8,30.032,0.247,1.11
Maldives,7,42.55,1.85,1.03
Mali,1,0.296,0,1.15
Malta,3,231.01,4.53,1.03
Marshall Islands,7,0,0,0
Mauritania,7,2.796,0,1.42
Mauritius,7,0,0,0.72
Mexico,8,38.47,1.536,1.03
Moldova,0,82.053,4.71,1.13
Monaco,0,101.926,0,1.08
Mongolia,1,1.83,0,1.31
Montenegro,4,1278.536,7.961,1.29
Morocco,0,85.883,2.276,1.11
Mozambique,8,1.76,0,1.06
Myanmar,8,10.991,0.312,1.03
Namibia,1,11.413,0,1.01
Nepal,0,88.239,0.618,0.91
Netherlands,3,274.119,2.334,0.82
New Zealand,5,0.207,0,0.88
Nicaragua,7,0,0,0.57
Niger,1,0.124,0,1.41
Nigeria,8,0.456,0.019,1.09
North Macedonia,3,247.194,9.6,1.17
Norway,0,109.385,0,1.23
Oman,0,71.084,1.762,1
Pakistan,8,7.411,0.104,1.31
Palestine,0,133.296,1.176,1.11
Panama,3,186.337,2.318,1.15
Papua New Guinea,1,0,0,0.7
Paraguay,8,50.333,1.682,1.01
Peru,0,70.454,1.759,0.96
Philippines,8,18.744,0.986,0.95
Poland,4,573.711,4.571,1.19
Portugal,4,401.698,6.178,1.22
Qatar,0,79.832,0,1.02
Romania,3,168.419,6.758,1.17
Russia,0,147.854,1.741,1.11
Rwanda,6,1.544,0.154,1.37
Saint Kitts and Nevis,7,0,0,0
Saint Lucia,7,54.458,0,0.76
Saint Vincent and the Grenadines,7,0,0,0
Samoa,7,0,0,0
San Marino,4,2092.05,0,1.3
Sao Tome and Principe,7,0,0,0.81
Saudi Arabia,6,11.26,0.546,0.95
Senegal,6,0.179,0,0.94
Serbia,3,193.693,1.617,1.54
Seychelles,1,0,0,0.17
Sierra Leone,1,0.501,0,0.94
Singapore,2,1.367,0,1.12
Slovakia,0,105.685,2.747,1.02
Slovenia,4,223.192,11.544,1.04
Solomon Islands,1,4.368,0,0
Somalia,1,4.53,0,0.72
South Africa,1,21.026,0.607,1.04
South Korea,6,1.95,0.098,1.04
South Sudan,6,1.519,0,1.08
Spain,4,1120.442,10.951,1.08
Sri Lanka,8,16.625,0.047,1.13
Sudan,1,1.482,0.023,1.38
Suriname,8,3.409,0,0.83
Sweden,8,0,0,1.51
Switzerland,4,1999.973,15.021,1.17
Syria,1,3.943,0.229,1.1
Taiwan,6,0.042,0,1.2
Tajikistan,1,4.194,0,1
Tanzania,7,0,0,0
Thailand,5,0.057,0,1.01
Timor,1,0,0,0
Togo,8,0.846,0,1.05
Trinidad and Tobago,8,0,0,1.05
Tunisia,8,38.076,3.977,1.08
Turkey,6,30.543,1.008,1.1
Uganda,1,3.738,0.022,1.16
Ukraine,3,203.687,2.675,1.16
United Arab Emirates,0,115.87,0.101,0.97
United Kingdom,3,315.19,2.872,0.96
United States,3,366.19,2.076,1.26
Uruguay,6,13.242,0,1.2
Uzbekistan,1,8.874,0.09,0.92
Vanuatu,1,0,0,0
Vatican,7,0,0,0
Venezuela,8,9.354,0.141,0.91
Vietnam,1,0.021,0,1.37
Yemen,1,0.034,0.101,0.9
Zambia,6,0.925,0,0.9
Zimbabwe,8,2.018,0.067,1.23
