country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Afghanistan,8,2.466,0.103,1.2
Albania,3,58.378,1.39,1.16
Algeria,2,3.01,0.137,1.03
Andorra,2,0,0,1.4
Angola,2,3.651,0,1.12
Antigua and Barbuda,8,0,0,0.27
Argentina,0,228.428,6.35,1.03
Armenia,0,241.29,1.35,1.42
Australia,6,0.863,0,0.98
Austria,5,99.485,-0.111,1.23
Azerbaijan,2,22.684,0.099,1.51
Bahamas,0,139.861,2.543,1.22
Bahrain,0,192.174,1.175,0.91
Bangladesh,2,7.244,0.146,0.99
Barbados,8,6.96,0,0.93
Belarus,3,112.495,1.164,1.28
Belgium,7,459.636,1.381,1.57
Belize,0,261.556,5.03,1.16
Benin,2,0,0,0.94
Bhutan,2,3.888,0,0.8
Bolivia,2,9.509,1.371,0.77
Bosnia and Herzegovina,3,92.05,0.305,1.17
Botswana,2,0,0,0.75
Brazil,3,58.064,1.364,0.95
Brunei,8,0,0,0
Bulgaria,5,11.945,0.144,1.5
Burkina Faso,8,0,0,0.99
Burundi,8,0.589,0,0.76
Cambodia,8,0,0,0.57
Cameroon,2,0,0,0.92
Canada,3,43.347,0.132,1.18
Cape Verde,7,285.977,1.799,1.07
Central African Republic,2,0,0,0.55
Chad,2,0.791,0,1.02
Chile,3,92.905,2.406,0.96
China,2,0.024,0,1.1
Colombia,0,168.406,3.42,1.03
Comoros,8,0,0,0.64
Congo,2,0,0,0.58
Costa Rica,2,0,0,1.01
Cote d'Ivoire,8,0.986,0,0.93
Croatia,5,123.743,1.705,1.48
Cuba,1,2.649,0,0.78
Cyprus,4,22.834,0,1.63
Czechia,7,289.944,3.642,1.46
Democratic Republic of Congo,2,0.112,0,1.09
Denmark,4,58.7,0.345,1.12
Djibouti,2,0,0,1.24
Dominica,8,0,0,0
Dominican Republic,3,42.681,0.553,0.97
Ecuador,2,11.619,0.17,0.95
Egypt,2,1.261,0.117,1.03
El Salvador,3,37.772,0.463,1.1
Equatorial Guinea,8,0,0,0.52
Eritrea,2,0,0,0.42
Estonia,4,14.323,0,0.99
Eswatini,2,7.758,0,0.86
Ethiopia,2,7.533,0.087,1.03
Fiji,2,0,0,0
Finland,4,26.892,0,1.25
France,5,0,0,1.3
Gabon,2,0,0,1.07
Gambia,2,1.655,0,0.68
Georgia,3,131.105,1.755,1.27
Germany,4,33.968,0.072,1.43
Ghana,4,0,0,1.07
Greece,2,26.864,1.247,1.19
Grenada,8,0,0,0
