country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Afghanistan,5,0.026,0,0
Albania,0,0,0,0
Algeria,0,0.046,0,0
Andorra,1,0,0,0
Angola,0,0,0,0
Antigua and Barbuda,1,0,0,0
Argentina,2,0.089,0.022,0
Armenia,1,0,0,0
Australia,3,0.51,0.039,0
Austria,2,2.776,0,0
Azerbaijan,5,0,0,0
Bahamas,1,0,0,0
Bahrain,5,0,0,0
Bangladesh,2,0.018,0,0
Barbados,3,0,0,0
Belarus,1,0,0,0
Belgium,2,2.675,0,2.42
Belize,2,0,0,0
Benin,2,0,0,0
Bhutan,5,0,0,0
Bolivia,6,0,0,0
Bosnia and Herzegovina,2,0,0,0
Botswana,2,0,0,0
Brazil,2,0.033,0,0
Brunei,3,0,0,0
Bulgaria,3,0.576,0,0
Burkina Faso,1,0,0,0
Burundi,2,0,0,0
Cambodia,3,0.06,0,0
Cameroon,1,0.038,0,0
Canada,1,0.265,0,0
Cape Verde,3,0,0,0
Central African Republic,1,0,0,0
Chad,3,0,0,0
Chile,1,0.366,0,0
China,6,0.037,0.019,0.22
Colombia,2,0,0,0
Comoros,1,0,0,0
Congo,0,0,0,0
Costa Rica,2,0.785,0,0
Cote d'Ivoire,1,0,0,0
Croatia,2,0,0,0
Cuba,2,0,0,0
Cyprus,2,0,0,0
Czechia,3,1.121,0,0
Democratic Republic of Congo,0,0,0,0
Denmark,5,2.244,0,0
Djibouti,1,0,0,0
Dominica,1,0,0,0
Dominican Republic,2,0.277,0,0
Ecuador,0,0.057,0,0
Egypt,1,0.332,0.01,0
El Salvador,3,0,0,0
Equatorial Guinea,1,0,0,0
Eritrea,1,0,0,0
Estonia,1,0,0,0
Eswatini,2,0,0,0
Ethiopia,0,0,0,0
Fiji,3,0,0,0
Finland,3,1.444,0,0
France,6,2.712,0.123,2.52
Gabon,2,0,0,0
Gambia,2,0,0,0
Georgia,6,2.256,0,0
Germany,7,2.876,0,2.91
Ghana,0,0,0,0
Greece,5,2.59,0,0
Grenada,1,0,0,0
Guatemala,5,0,0,0
Guinea,2,0,0,0
Guinea-Bissau,1,0,0,0
Guyana,2,0,0,0
Haiti,0,0,0,0
Honduras,2,0,0,0
Hungary,2,0.311,0,0
Iceland,3,0,0,0
India,5,0.004,0,0
Indonesia,5,0.007,0,0
International,1,0,0,0
Iran,6,8.846,0.583,1.54
Iraq,6,0.149,0.05,0
Ireland,2,0.203,0,0
Israel,7,1.04,0,0
Italy,6,24.677,2.2,2.49
Jamaica,3,0,0,0
Japan,6,0.261,0.008,1.49
Jordan,2,0,0,0
Kazakhstan,0,0,0,0
Kenya,2,0,0,0
Kosovo,0,0,0,0
Kuwait,5,0.702,0,0
Kyrgyzstan,3,0,0,0
Laos,1,0,0,0
Latvia,7,0.53,0,0
Lebanon,6,1.465,0,0
Lesotho,2,0,0,0
Liberia,0,0,0,0
Libya,0,0,0,0
Liechtenstein,1,0,0,0
Lithuania,2,0,0,0
Luxembourg,2,1.598,0,0
Madagascar,1,0,0,0
Malawi,2,0,0,0
Malaysia,3,0.185,0,0
Maldives,4,7.4,0,0
Mali,1,0,0,0
Malta,7,0,0,0
Marshall Islands,1,0,0,0
Mauritania,0,0,0,0
Mauritius,1,0,0,0
Mexico,8,0.008,0,0
Moldova,2,0.248,0,0
Monaco,5,0,0,0
Mongolia,6,0,0,0
Montenegro,1,0,0,0
Morocco,0,0,0,0
Mozambique,0,0,0,0
Myanmar,0,0,0,0
Namibia,0,0,0,0
Nepal,3,0,0,0
Netherlands,4,4.494,0.117,2.6
New Zealand,7,0,0,0
Nicaragua,0,0,0,0
Niger,1,0,0,0
Nigeria,2,0,0,0
North Macedonia,1,0,0,0
Norway,2,5.349,0,2.6
Oman,3,0,0,0
Pakistan,5,0,0,0
Palestine,6,0,0,0
Panama,0,0,0,0
Papua New Guinea,2,0,0,0
Paraguay,0,0.14,0,0
Peru,2,0.152,0,0
Philippines,5,0.037,0,0
Poland,2,0.159,0,0
Portugal,2,0.981,0,0
Qatar,2,2.43,0,0
Romania,5,0.312,0,0
Russia,3,0.027,0,0
Rwanda,5,0,0,0
Saint Kitts and Nevis,1,0,0,0
Saint Lucia,1,0,0,0
Saint Vincent and the Grenadines,1,0,0,0
Samoa,1,0,0,0
San Marino,6,383.051,0,0
Sao Tome and Principe,1,0,0,0
Saudi Arabia,3,0.172,0,0
Senegal,1,0,0,0
Serbia,7,0,0,0
Seychelles,3,0,0,0
Sierra Leone,1,0,0,0
Singapore,5,2.051,0,0.99
Slovakia,3,0.366,0,0
Slovenia,3,4.329,0,0
Solomon Islands,0,0,0,0
Somalia,1,0,0,0
South Africa,7,0.034,0,0
South Korea,6,5.325,0.117,0.63
South Sudan,0,0,0,0
Spain,2,3.7,0.15,2.54
Sri Lanka,2,0,0,0
Sudan,0,0,0,0
Suriname,1,0,0,0
Sweden,4,4.555,0,1.55
Switzerland,5,7.973,0.116,2.77
Syria,2,0,0,0
Taiwan,8,0,0,0
Tajikistan,2,0,0,0
Tanzania,0,0,0,0
Thailand,8,0,0,0
Timor,2,0,0,0
Togo,1,0,0,0
Trinidad and Tobago,3,0,0,0
Tunisia,2,0.085,0,0
Turkey,3,0,0,0
Uganda,3,0,0,0
Ukraine,2,0,0,0
United Arab Emirates,8,0,0,0
United Kingdom,2,0.795,0,1.89
United States,3,0.35,0.012,3.41
Uruguay,1,0,0,0
Uzbekistan,3,0,0,0
Vanuatu,1,0,0,0
Vatican,1,0,0,0
Venezuela,2,0,0,0
Vietnam,7,0.123,0,0
Yemen,1,0,0,0
Zambia,3,0,0,0
Zimbabwe,0,0,0,0
