country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Afghanistan,8,19.549,0.18,0.98
Albania,8,23.977,0,1.66
Algeria,8,2.554,0.228,0.98
Andorra,8,0,0,0.35
Angola,8,0.061,0,1.09
Antigua and Barbuda,6,0,0,0
Argentina,8,26.728,0.465,1.3
Armenia,3,133.975,5.4,1.11
Australia,4,0.471,0,1.46
Austria,1,2.887,0.111,1.05
Azerbaijan,5,36.196,0.296,1.17
Bahamas,6,0,0,0.23
Bahrain,2,461.923,2.351,1.12
Bangladesh,8,18.817,0.231,1.16
Barbados,8,3.48,0,0
Belarus,3,74.82,0.423,0.86
Belgium,1,6.126,0.518,0.81
Belize,8,2.515,0,0
Benin,8,3.382,0.247,0.97
Bhutan,8,1.296,0,0
Bolivia,5,52.6,1.799,1.23
Bosnia and Herzegovina,5,44.806,0.61,1.18
Botswana,8,0,0,0
Brazil,5,97.135,2.95,1.15
Brunei,8,0,0,0
Bulgaria,8,7.34,0.288,1.36
Burkina Faso,8,0,0,0.95
Burundi,6,0,0,0
Cambodia,6,0,0,0.09
Cameroon,5,44.564,2.411,1.11
Canada,1,9.512,0.265,0.77
Cape Verde,8,17.986,1.799,1.1
Central African Republic,5,34.163,0,0.96
Chad,8,0,0,0.74
Chile,2,269.039,2.04,1
China,8,0.03,0,1.99
Colombia,5,41.743,1.16,1.28
Comoros,6,0,0,0.72
Congo,8,28.089,0.544,0.73
Costa Rica,8,5.693,0,1.44
Cote d'Ivoire,8,13.458,0.038,1.21
Croatia,1,0.487,0,2.19
Cuba,7,1.236,0,0.79
Cyprus,7,2.283,0,0.78
Czechia,8,3.735,0.093,1.11
Democratic Republic of Congo,8,0.659,0.056,1.09
Denmark,7,4.144,0.173,0.95
Djibouti,5,36.437,0,0.55
Dominica,8,0,0,0
Dominican Republic,8,28.485,1.198,1.15
Ecuador,5,32.364,1.87,1.11
Egypt,8,16.524,0.948,1.11
El Salvador,8,16.342,0,1.16
Equatorial Guinea,6,0,0,0.29
Eritrea,8,3.666,0,0
Estonia,1,0.754,0,0.59
Eswatini,8,13.791,0,1.34
Ethiopia,8,1.531,0.026,1.14
Fiji,8,0,0,0
Finland,1,0.722,0,0.69
France,1,2.329,0.444,1.05
Gabon,2,256.096,1.797,1.09
Gambia,8,0.828,0,0
Georgia,8,3.76,0,1.21
Germany,8,1.957,0.072,1.08
Ghana,8,0,0,1.2
Greece,7,1.247,0.096,1.2
Grenada,6,0,0,0
Guatemala,8,23.834,0.837,1.25
Guinea,8,3.046,0.076,1.1
Guinea-Bissau,6,16.26,0,0.8
Guyana,8,0,0,0.68
Haiti,8,24.205,0.526,1.1
Honduras,5,32.308,1.01,1.26
Hungary,7,0.725,0.104,0.54
Iceland,1,2.93,0,0.93
India,8,7.73,0.275,1.21
Indonesia,8,3.718,0.234,1.17
International,6,0,0,0
Iran,8,29.157,1.345,1.03
Iraq,8,27.497,1.119,1.37
