country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Afghanistan,8,1.978,0.051,1.2
Albania,1,58.03,0.695,1.14
Algeria,5,3.329,0.137,0.94
Andorra,6,1656.636,12.942,1.42
Angola,5,2.221,0.122,1.12
Antigua and Barbuda,8,0,0,0.27
Argentina,3,334.08,11.395,1.04
Armenia,3,207.206,2.025,1.41
Australia,7,0.706,0,0.96
Austria,4,125.577,0.444,1.25
Azerbaijan,5,21.205,0.197,1.47
Bahamas,8,0,0,1.21
Bahrain,3,257.407,4.114,0.91
Bangladesh,5,7.76,0.103,0.97
Barbados,8,3.48,0,0.91
Belarus,0,51.75,0.529,1.26
Belgium,3,464.64,2.157,1.58
Belize,4,135.808,2.515,1.16
Benin,5,0,0,0.93
Bhutan,5,2.592,0,0.79
Bolivia,1,22.017,2.913,0.77
Bosnia and Herzegovina,4,118.568,3.962,1.16
Botswana,5,0,0,0.75
Brazil,4,129.112,3.209,0.96
Brunei,5,0,0,0
Bulgaria,3,88.077,1.007,1.5
Burkina Faso,5,0.622,0,0.99
Burundi,8,0,0,0.75
Cambodia,5,0.12,0,0.57
Cameroon,5,0,0,0.92
Canada,1,76.705,0.768,1.21
Cape Verde,4,165.471,3.597,1.07
Central African Republic,5,0,0,0.55
Chad,5,0.731,0.061,1.02
Chile,1,91.702,2.773,0.97
China,5,0.016,0,1.12
Colombia,4,159.602,6.191,1.04
Comoros,8,0,0,0.64
Congo,5,5.255,0.181,0.58
Costa Rica,3,240.474,2.945,1.02
Cote d'Ivoire,5,2.047,0,0.93
Croatia,4,111.32,0.731,1.54
Cuba,2,2.295,0,0.71
Cyprus,0,37.676,1.142,1.56
Czechia,6,804.652,3.362,1.55
Democratic Republic of Congo,5,0.145,0,1.08
Denmark,0,83.388,0,1.12
Djibouti,5,0,0,1.04
Dominica,8,13.891,0,0
Dominican Republic,1,53.927,0.184,0.99
Ecuador,1,45.514,1.927,0.97
Egypt,5,1.036,0.117,1.01
El Salvador,5,16.805,0.617,1.09
