country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Afghanistan,1,5.395,0.437,0.81
Albania,1,23.629,0.695,1.13
Algeria,1,10.695,0.228,1.3
Andorra,6,0,0,0.52
Angola,1,0,0,1.16
Antigua and Barbuda,8,0,0,0
Argentina,5,79.742,1.106,1.22
Armenia,7,180.546,6.074,0.93
Australia,4,6.667,0,1.72
Austria,2,10.215,0,1.23
Azerbaijan,5,53.456,0.888,1.02
Bahamas,8,5.086,0,1.26
Bahrain,7,358.49,0,1.03
Bangladesh,1,21.185,0.279,0.94
Barbados,1,0,0,0
Belarus,2,23.388,0.741,0.71
Belgium,2,5.608,0.173,1.13
Belize,1,0,0,0
Benin,6,0,0,0.96
Bhutan,1,0,0,0
Bolivia,5,123.276,4.026,1.14
Bosnia and Herzegovina,5,75.591,0.61,1.18
Botswana,1,0,0,0.87
Brazil,7,209.687,5.754,1.07
Brunei,6,0,0,0
Bulgaria,6,34.54,0.72,1.27
Burkina Faso,6,0,0,0.98
Burundi,8,0,0,0.64
Cambodia,6,0,0,0.27
Cameroon,1,0,0,0.99
Canada,2,8.24,0.556,0.98
Cape Verde,5,77.34,0,1.09
Central African Republic,1,7.868,0,0.76
Chad,1,0,0,0.78
Chile,5,107.971,7.271,0.84
China,1,0.023,0,1.35
Colombia,5,81.442,3.302,1.24
Comoros,8,2.3,0,0.7
Congo,5,47.843,0.544,0.74
Costa Rica,5,68.707,0.393,1.43
Cote d'Ivoire,1,11.752,0.076,1.03
Croatia,6,12.91,0.244,1.26
Cuba,4,0.353,0,1.08
Cyprus,0,3.425,0,1.36
Czechia,6,12.046,0,0.94
Democratic Republic of Congo,1,0,0,1.07
Denmark,0,2.072,0,1.06
Djibouti,1,11.134,0,1.02
Dominica,6,0,0,0
Dominican Republic,5,106.749,0.737,1.19
Ecuador,1,0,0,1.1
Egypt,1,10.016,0.733,0.84
El Salvador,5,39.931,0.925,1.13
Equatorial Guinea,8,0,0,0.24
Eritrea,1,0,0,0.33
Estonia,4,6.031,0,0.94
Eswatini,5,70.68,0,1.34
Ethiopia,1,8.072,0.148,0.58
Fiji,2,0,0,0
Finland,0,0.541,0,0.95
France,2,0,0,1.13
Gabon,5,57.509,0,1.07
Gambia,1,0,0,0
Georgia,1,1.253,0,1.19
Germany,6,4.249,0.167,0.95
Ghana,6,27.484,0,1.14
Greece,4,3.166,0,1.26
Grenada,8,0,0,0
Guatemala,1,34.83,2.735,1.18
Guinea,1,4.645,0,1.1
Guinea-Bissau,8,0,0,0.74
Guyana,1,0,0,1
Haiti,1,4.736,0.526,0.93
Honduras,5,55.53,1.716,1.13
Hungary,4,0.518,0,1.15
Iceland,4,0,0,0.75
India,1,18.028,0.353,1.22
Indonesia,6,6.775,0.183,1.17
International,8,0,0,0
Iran,6,32.038,1.822,1
Iraq,5,68.146,2.337,1.12
Ireland,0,0.81,-0.81,1.12
Israel,7,153.312,0.578,1.5
Italy,4,3.192,0.248,0.95
Jamaica,2,2.026,0,1.09
Japan,6,1.629,0.008,1.57
Jordan,6,0,0,0.7
Kazakhstan,1,0,0,0.89
Kenya,1,5.17,0.037,1.27
Kosovo,5,94.683,1.552,1.31
Kuwait,7,178.431,0.468,1.01
Kyrgyzstan,5,87.061,1.379,1.26
Laos,8,0,0,0
Latvia,0,3.711,0,1.34
Lebanon,1,5.714,0,1.32
Lesotho,6,0,0,0
Liberia,1,1.779,0,0.97
Libya,1,12.516,0.146,1.28
Liechtenstein,8,0,0,0
Lithuania,0,3.673,0,1.22
Luxembourg,4,75.083,0,1.54
Madagascar,1,3.647,0,1.45
Malawi,1,2.405,0.261,1.19
Malaysia,3,0.093,0,0.89
Maldives,2,29.6,1.85,1.18
Mali,6,0.494,0.049,1.02
Malta,3,0,0,0.51
Marshall Islands,8,0,0,0
Mauritania,6,13.549,0.86,0.82
Mauritius,8,0,0,0.05
Mexico,5,54.253,6.065,1.08
Moldova,5,81.805,2.727,0.98
Monaco,8,0,0,0.22
Mongolia,1,0,0,0.47
Montenegro,8,84.387,0,1.47
Morocco,2,4.443,0.054,1.08
Mozambique,1,0.992,0,1.12
Myanmar,0,0.018,0,0.95
Namibia,6,21.252,0,1.41
Nepal,1,8.752,0,0.73
Netherlands,6,3.035,0.175,0.9
New Zealand,3,0.622,0,1.1
Nicaragua,8,0,0,0.26
Niger,6,0.124,0,0.71
Nigeria,1,2.231,0.073,1
North Macedonia,8,77.758,3.84,1.04
Norway,0,0.553,0,0.86
Oman,7,236.947,1.762,1.08
Pakistan,1,15.207,0.276,0.84
Palestine,5,74.881,0.392,1.23
Panama,7,222.492,4.635,1.11
Papua New Guinea,6,0,0,0
Paraguay,1,7.291,0,1.23
Peru,5,110.185,5.49,1.05
Philippines,1,22.686,0.046,1.32
Poland,2,7.319,0.37,0.97
Portugal,2,43.445,0.196,1.04
Qatar,7,211.033,1.388,0.74
Romania,6,28.85,0.936,1.26
Russia,5,44.774,1.179,0.96
Rwanda,2,1.699,0,1.16
Saint Kitts and Nevis,8,0,0,0
Saint Lucia,8,0,0,0
Saint Vincent and the Grenadines,8,0,0,0
Samoa,8,0,0,0
San Marino,6,0,0,0.16
Sao Tome and Principe,8,0,0,0.55
Saudi Arabia,5,87.207,1.206,0.93
Senegal,6,6.57,0.239,0.98
Serbia,6,52.465,1.617,1.27
Seychelles,5,101.688,0,0
Sierra Leone,6,1.504,0,0.96
Singapore,2,27.007,0,0.92
