country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Afghanistan,5,1.952,0.257,0.89
Albania,3,48.996,1.042,1.12
Algeria,5,11.288,0.251,0.92
Andorra,1,181.195,12.942,1.3
Angola,5,0.822,0,1.12
Antigua and Barbuda,0,0,0,0
Argentina,1,169.551,4.624,1.12
Armenia,4,67.831,1.012,0.85
Australia,8,9.059,0.353,0.81
Austria,6,21.54,0.111,1.35
Azerbaijan,5,9.172,0.197,0.57
Bahamas,4,119.517,0,1.28
Bahrain,1,270.337,0.588,1.01
Bangladesh,5,18.186,0.255,1.06
Barbados,2,3.48,0,0.71
Belarus,6,10.265,0.317,0.94
Belgium,3,55.136,1.294,1.12
Belize,3,82.994,0,1.19
Benin,2,1.072,0,0.94
Bhutan,5,0,0,0.69
Bolivia,1,149.319,5.654,0.96
Bosnia and Herzegovina,3,77.115,1.829,1.16
Botswana,5,0,0,0.79
Brazil,1,259.48,5.528,1.01
Brunei,2,0,0,0
Bulgaria,2,24.61,1.583,0.89
Burkina Faso,2,0.096,0,1
Burundi,0,0.084,0,0.7
Cambodia,2,0.239,0,0.33
Cameroon,5,1.884,0.113,1.01
Canada,6,8.32,0.371,1.01
Cape Verde,1,143.888,0,1.08
Central African Republic,5,1.449,0,0.6
Chad,5,0.183,0,0.92
Chile,3,81.188,1.412,0.94
China,5,0.06,0.003,0.73
Colombia,1,237.133,7.114,1.08
Comoros,0,0,0,0.66
Congo,5,0,0,0.62
Costa Rica,3,107.771,1.57,1.14
Cote d'Ivoire,2,0,0,0.89
Croatia,2,31.667,0,1.67
Cuba,6,3.09,0,1.36
Cyprus,8,15.984,0,1.19
Czechia,2,27.267,0,1.14
Democratic Republic of Congo,5,0.435,0,1.05
Denmark,8,22.789,0,1.31
Djibouti,5,10.121,0,0.51
Dominica,2,0,0,0
Dominican Republic,3,104.168,2.305,0.88
Ecuador,3,87.683,1.87,1.05
Egypt,5,1.261,0.254,0.67
El Salvador,3,57.815,1.079,1.05
Equatorial Guinea,0,0,0,0.34
Eritrea,5,0,0,0.25
Estonia,6,5.277,0,1.2
Eswatini,3,99.124,0,1.04
Ethiopia,5,8.203,0.2,1.36
Fiji,5,0,0,0
Finland,8,3.429,0,1.27
France,3,72.51,0.72,1.32
Gabon,5,31.9,0,1.05
Gambia,3,54.207,0.414,1.31
Georgia,5,3.509,0,1.33
Germany,5,15.743,0.06,1.24
