country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Monaco,0,0,0,0
Mongolia,6,0.305,0,0
Montenegro,5,3.184,0,0
Morocco,2,1.544,0.054,1.75
Mozambique,6,0.032,0,0
Myanmar,6,0,0,0
Namibia,6,0,0,0
Nepal,4,0.034,0,0
Netherlands,3,68.399,5.428,1.68
New Zealand,2,17.212,0,1.88
Nicaragua,5,0.302,0,0
Niger,6,0,0,0
Nigeria,6,0.092,0,0
North Macedonia,5,10.56,0.48,1.28
Norway,3,47.959,0.738,1.28
Oman,0,4.112,0,1.28
Pakistan,2,0.462,0.009,1.7
Palestine,2,1.372,0,0
Panama,0,25.957,1.159,1.86
Papua New Guinea,0,0,0,0
Paraguay,2,0.561,0,0
Peru,2,1.092,0.152,1.9
Philippines,2,2.482,0.128,2.22
Poland,6,6.579,0.053,1.87
Portugal,3,88.46,2.354,2.03
Qatar,4,9.719,0.347,1.63
Romania,0,8.317,0.572,1.97
Russia,4,1.562,0,2.48
Rwanda,2,0.463,0,0
Saint Kitts and Nevis,5,0,0,0
Saint Lucia,5,0,0,0
Saint Vincent and the Grenadines,5,0,0,0
Samoa,5,0,0,0
San Marino,0,29.465,29.465,0.98
Sao Tome and Principe,5,0,0,0
Saudi Arabia,4,2.844,0.029,1.75
Senegal,0,0.657,0,0.91
Serbia,2,29.686,1.323,2.11
Seychelles,6,10.169,0,0
Sierra Leone,6,0,0,0
Singapore,6,11.965,0,1.42
Slovakia,4,4.213,0,1.22
Slovenia,0,25.013,0,1.18
Solomon Islands,6,0,0,0
Somalia,6,0,0,0
South Africa,2,0.287,0,1.42
South Korea,4,2.848,0.098,1.04
South Sudan,6,0,0,0
Spain,3,160.754,18.052,1.67
Sri Lanka,2,0.327,0.047,0.85
Sudan,0,0.046,0,0
Suriname,0,0,0,0
Sweden,6,29.705,3.763,1.42
Switzerland,3,132.646,3.813,1.49
Syria,0,0,0,0
Taiwan,4,0.672,0,0.69
Tajikistan,5,0,0,0
Tanzania,6,0.017,0,0
Thailand,6,1.562,0.014,1.33
Timor,0,0,0,0
Togo,6,0,0,0
Trinidad and Tobago,6,5.716,0.715,0
Tunisia,2,4.315,0.169,1.18
Turkey,0,20.204,0.19,3.14
Uganda,6,0.153,0,0
Ukraine,2,1.052,0.091,2.28
United Arab Emirates,8,6.37,0,2
United Kingdom,3,41.879,4.301,1.61
United States,3,59.235,1.912,2.19
Uruguay,6,8.348,0.288,1
Uzbekistan,2,0.478,0.03,0
Vanuatu,0,0,0,0
Vatican,7,2472.188,0,0
Venezuela,0,0.422,0.035,0.58
Vietnam,8,0.113,0,0.7
Yemen,6,0,0,0
Zambia,6,0.326,0,0
Zimbabwe,6,0.135,0,0
