country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Afghanistan,7,22.246,0.077,1.18
Albania,7,7.992,0,1.33
Algeria,7,3.033,0.182,0.79
Andorra,7,0,0,0.48
Angola,7,0.091,0,0
Antigua and Barbuda,5,0,0,0
Argentina,7,17.59,0.177,1.33
Armenia,2,84.705,2.362,1.27
Australia,1,0.314,0,0.96
Austria,4,3.331,0,0.83
Azerbaijan,7,25.347,0.296,1.45
Bahamas,5,0,0,0.05
Bahrain,6,202.165,1.175,1.19
Bangladesh,7,10.711,0.17,1.3
Barbados,7,0,0,0
Belarus,2,94.61,0.529,0.98
Belgium,3,10.786,1.985,0.71
Belize,7,0,0,0
Benin,7,0,0,0.97
Bhutan,7,2.592,0,0
Bolivia,2,73.76,0.857,1.33
Bosnia and Herzegovina,7,2.743,0,1.17
Botswana,7,0,0,0
Brazil,2,156.54,4.498,1.27
Brunei,7,0,0,0
Bulgaria,8,2.015,0.432,1
Burkina Faso,7,0,0,0.94
Burundi,5,1.766,0,0
Cambodia,7,0.06,0,0.05
Cameroon,7,17.63,0.527,1.18
Canada,7,20.455,2.544,0.81
Cape Verde,7,28.778,0,1.09
Central African Republic,7,18.22,0,1.01
Chad,7,0,0,0.82
Chile,6,689.886,2.773,1.29
China,7,0.003,0,1.27
Colombia,7,30.423,0.727,1.3
Comoros,5,21.849,0,0
Congo,7,0,0,0.8
Costa Rica,7,4.908,0,1.41
Cote d'Ivoire,7,1.858,0.038,1.22
Croatia,1,0.244,0,0.2
Cuba,8,1.766,0.088,1.21
Cyprus,0,2.283,0,0.9
Czechia,8,3.175,0,0.92
Democratic Republic of Congo,7,1.485,0,1.12
Denmark,4,6.906,0.518,0.85
Djibouti,6,283.4,2.024,1.32
Dominica,7,0,0,0
Dominican Republic,7,34.753,0.922,1.08
Ecuador,7,0,0,0.97
Egypt,7,13.358,0.332,1.36
El Salvador,7,18.038,0.617,1.16
Equatorial Guinea,5,0,0,0.44
Eritrea,7,0,0,0
Estonia,4,4.523,0,0.98
Eswatini,7,3.448,0,1.09
Ethiopia,8,0.826,0,1.82
Fiji,7,0,0,0
Finland,8,9.024,0.361,0.74
France,3,28.021,0.873,1.17
Gabon,7,18.87,0.899,1.11
Gambia,7,0,0,0
Georgia,7,2.757,0,1.53
Germany,7,3.187,0.31,0.78
Ghana,7,4.892,0.032,1.24
Greece,0,0.576,0,1.01
Grenada,5,0,0,0
Guatemala,7,7.368,0.67,1.31
Guinea,7,3.807,0.076,1.11
Guinea-Bissau,5,0,0,0.81
Guyana,7,2.543,1.271,0.6
Haiti,7,24.644,0.526,1.35
Honduras,7,34.529,0.505,1.28
Hungary,4,2.691,0.725,0.74
Iceland,0,2.93,0,0.7
India,7,6.041,0.149,1.27
Indonesia,7,2.036,0.194,1.09
International,5,0,0,0
Iran,7,27.169,0.679,1.15
Iraq,7,7.608,0.249,1.71
Ireland,8,10.734,1.215,0.55
Israel,8,3.35,0,1.73
Italy,3,6.88,1.836,0.66
Jamaica,8,2.026,0,0.9
Japan,8,0.34,0.055,0.93
Jordan,7,0.392,0,0.91
Kazakhstan,8,23.966,0.053,1.18
Kenya,7,2.659,0.019,1.42
Kosovo,7,6.209,0,1.22
Kuwait,6,236.034,2.576,1.04
Kyrgyzstan,7,9.197,0,1.23
Laos,7,0,0,0
Latvia,0,0.53,0,0.81
Lebanon,7,2.784,0,1.14
Lesotho,7,0,0,0
Liberia,7,1.384,0,1.02
Libya,7,1.746,0,1.21
Liechtenstein,5,0,0,0
Lithuania,0,2.939,0.735,0.84
Luxembourg,4,6.39,0,0.75
Madagascar,7,2.167,0.036,1.37
Malawi,7,0.314,0,1.31
Malaysia,8,0.927,0,1.03
Maldives,2,149.85,0,1.06
Mali,7,1.185,0.148,1.06
Malta,0,4.53,0,0.5
Marshall Islands,5,0,0,0
Mauritania,7,12.904,0,1.51
Mauritius,7,0,0,0.05
Mexico,7,22.376,2.823,1.2
Moldova,2,50.075,0.744,1.14
Monaco,7,25.482,0,0
Mongolia,7,0,0,0.61
Montenegro,5,0,0,0.01
Morocco,4,1.788,0.054,0.84
Mozambique,7,0.32,0,1.12
Myanmar,4,0.312,0,0.72
Namibia,4,0,0,0
Nepal,7,6.487,0,1.85
Netherlands,7,7.704,1.167,0.86
New Zealand,7,0,0,0.12
Nicaragua,5,0,0,0.24
Niger,5,0.041,0,0.69
Nigeria,7,2.683,0.058,1.2
North Macedonia,5,16.8,2.4,1.56
Norway,4,2.767,0,0.82
Oman,2,118.082,0.392,1.26
Pakistan,7,13.758,0.398,1.31
Palestine,7,0.196,0,0.7
Panama,2,112.868,0.927,1.32
Papua New Guinea,7,0,0,0
Paraguay,8,6.59,0,1.28
Peru,6,224.009,4.276,1.17
Philippines,7,5.384,0.073,1.49
Poland,3,10.992,0.264,0.98
Portugal,3,25.204,1.275,1.08
Qatar,6,817.407,0,1.19
Romania,8,7.849,0.572,0.91
Russia,2,61.343,1.24,0.98
Rwanda,4,0.309,0.077,1.31
Saint Kitts and Nevis,5,0,0,0
Saint Lucia,5,0,0,0
Saint Vincent and the Grenadines,5,0,0,0
Samoa,5,0,0,0
San Marino,7,0,0,0.61
Sao Tome and Principe,5,73.006,0,0.43
Saudi Arabia,2,46.476,0.632,1.07
Senegal,7,6.331,0.06,1.08
Serbia,8,3.968,0,0.79
Seychelles,7,0,0,0
Sierra Leone,7,2.883,0.125,0.98
Singapore,2,86.491,0,0.93
Slovakia,0,0.183,0,0.77
Slovenia,0,0,0,0.96
Solomon Islands,5,0,0,0
Somalia,7,5.537,0.063,0.84
South Africa,7,29.119,0.54,1.43
South Korea,4,0.527,0.02,1.01
South Sudan,7,0,0,0.82
Spain,8,14.202,0.086,0.83
Sri Lanka,7,2.895,0,1.1
Sudan,7,6.363,0.661,1.18
Suriname,7,3.409,0,0
Sweden,7,42.775,4.456,1.11
Switzerland,4,1.964,0,0.73
