country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Afghanistan,5,0.668,0.077,1
Albania,1,51.081,0.695,1.09
Algeria,2,6.499,0.205,0.85
Andorra,2,0,0,1.48
Angola,2,1.582,0.122,1.13
Antigua and Barbuda,5,0,0,0
Argentina,0,266.109,6.107,1.09
Armenia,5,36.447,1.012,1.05
Australia,7,3.608,0.431,0.6
Austria,1,57.737,0.111,1.37
Azerbaijan,2,13.709,0.099,0.97
Bahamas,3,99.174,2.543,1.09
Bahrain,0,412.557,1.175,1.05
Bangladesh,2,11.488,0.219,0.89
Barbados,2,3.48,0,0.7
Belarus,5,18.732,0.529,1.11
Belgium,2,32.098,0.259,1.22
Belize,1,135.808,0,1.16
Benin,2,0,0,0.94
Bhutan,2,1.296,0,0.76
Bolivia,1,60.31,3.684,0.86
Bosnia and Herzegovina,1,91.745,1.524,1.16
Botswana,2,0,0,0.78
Brazil,1,67.177,2.371,0.93
Brunei,5,0,0,0
Bulgaria,6,24.034,2.159,1.02
Burkina Faso,2,0.144,0,1
Burundi,5,0,0,0.73
Cambodia,5,0,0,0.22
Cameroon,2,9.192,0,1
Canada,4,38.737,0.185,1.25
Cape Verde,1,75.541,0,1.08
Central African Republic,2,1.242,0,0.62
Chad,2,0.304,0,1.03
Chile,1,66.279,1.569,0.98
China,2,0.006,0.001,0.75
Colombia,1,150.64,3.97,0.91
Comoros,5,4.6,0,0.65
Congo,2,0,2.175,0.57
Costa Rica,0,219.273,4.122,1.12
Cote d'Ivoire,2,2.919,0,0.94
Croatia,6,49.692,0.487,0.95
Cuba,4,2.207,0.177,1.05
Cyprus,7,1.142,0,0.84
Czechia,3,108.414,0.374,1.62
Democratic Republic of Congo,2,0.659,0,1.06
Denmark,4,42.126,0,1.32
Djibouti,2,0,0,0.95
Dominica,5,0,0,0
Dominican Republic,2,21.479,2.305,1.01
Ecuador,2,37.692,2.891,1.18
Egypt,2,1.827,0.186,0.96
El Salvador,2,15.109,0.154,1.03
Equatorial Guinea,5,0,0,0.47
Eritrea,2,3.102,0,0.25
Estonia,4,24.123,0,1.28
Eswatini,2,17.239,1.724,0.84
Ethiopia,2,9.881,0.139,0.83
Fiji,7,0,0,0
Finland,7,1.805,0,1.29
France,6,100.255,0.582,1.3
Gabon,2,0,0,1.04
Gambia,2,32.276,0,0.79
Georgia,2,11.281,0,1.91
Germany,2,15.886,0.06,1.1
Ghana,2,4.602,0,0.99
Greece,4,16.214,0.096,1.12
Grenada,5,0,0,0
Guatemala,1,49.845,1.563,0.98
Guinea,2,2.437,0.076,1.08
Guinea-Bissau,5,0,0,0.53
Guyana,1,67.382,1.271,1.19
Haiti,5,0,0,0.93
Honduras,2,40.789,1.111,1.02
Hong Kong,2,0,0,0
Hungary,2,35.299,0.104,1.73
Iceland,4,20.513,0,1.08
India,1,65.004,0.808,1.08
Indonesia,2,11.136,0.366,1.13
International,5,0,0,0
Iran,2,27.407,1.572,1.12
Iraq,1,121.673,1.691,1.05
Ireland,1,61.971,0.203,1.29
Israel,0,403.094,2.311,1.39
Italy,4,22.642,0.165,1.11
Jamaica,1,47.279,0.675,1.24
Japan,5,4.04,0.166,0.82
Jordan,2,10.095,0.196,1.52
Kazakhstan,2,4.261,0.053,0.65
Kenya,2,2.808,0,0.78
Kosovo,1,50.187,0,0.84
Kuwait,0,200.676,0.468,1.11
Kyrgyzstan,2,4.445,0,0.81
Laos,5,0,0,0
Latvia,7,1.59,0,1.21
Lebanon,1,72.962,1.026,1.15
Lesotho,2,0,0,0.97
Liberia,2,0,0,0.94
Libya,1,109.004,2.62,1.17
Liechtenstein,5,0,0,0.28
Lithuania,4,11.387,0,1.18
Luxembourg,4,22.365,0,1.17
Madagascar,2,2.997,0.144,0.84
Malawi,2,0.47,0,0.81
Malaysia,4,3.09,0,2.01
Maldives,3,136.9,0,0.93
Mali,2,0.593,0,1.09
