country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Afghanistan,8,0.103,0.026,0
Albania,0,4.517,0,0
Algeria,8,1.414,0.046,2.14
Andorra,2,323.562,12.942,0
Angola,4,0,0,0
Antigua and Barbuda,4,0,0,0
Argentina,0,2.39,0,1.83
Armenia,4,11.474,0,1.42
Australia,8,18.745,0,2.34
Austria,5,85.273,0.888,2.25
Azerbaijan,1,1.184,0,0
Bahamas,4,0,0,0
Bahrain,3,17.043,0.588,1.3
Bangladesh,0,0.012,0,0
Barbados,8,27.839,0,0
Belarus,7,0,0,0
Belgium,5,50.563,0.69,2.2
Belize,1,0,0,0
Benin,4,0,0,0
Bhutan,8,0,0,0
Bolivia,0,0.428,0,0
Bosnia and Herzegovina,0,10.058,0,0
Botswana,1,0,0,0
Brazil,1,2.47,0.047,2.35
Brunei,8,11.429,0,0
Bulgaria,1,3.454,0,1.18
Burkina Faso,1,0.526,0.096,0
Burundi,4,0,0,0
Cambodia,8,1.854,0,0
Cameroon,1,0.49,0,0
Canada,3,5.087,0.053,2.48
Cape Verde,8,0,0,0
Central African Republic,4,0,0,0
Chad,4,0,0,0
Chile,8,4.97,0.052,2.3
China,0,0.09,0.01,0.77
Colombia,8,0.688,0.039,1.87
Comoros,4,0,0,0
Congo,4,0,0,0
Costa Rica,1,3.337,0,1.08
Cote d'Ivoire,1,0,0,0
Croatia,0,11.692,0,2.29
Cuba,8,1.236,0,0
Cyprus,8,12.559,1.142,0
Czechia,0,11.672,0.093,1.97
Democratic Republic of Congo,1,0.078,0,0
Denmark,5,16.229,0,1.37
Djibouti,8,0,0,0
Dominica,4,13.891,0,0
Dominican Republic,0,8.297,0.092,2.25
Ecuador,0,16.04,0.397,2.7
Egypt,8,0.322,0.039,1.47
El Salvador,0,0,0,0
Equatorial Guinea,4,0,0,0
Eritrea,4,0,0,0
Estonia,8,15.077,0,1.35
Eswatini,1,2.586,0,0
Ethiopia,8,0.017,0,0
Fiji,3,1.116,0,0
Finland,1,18.59,0,1.49
France,5,27.27,1.731,2.04
Gabon,1,0.449,0,0
Gambia,1,0,0,0
Georgia,0,1.253,0,0
Germany,5,31.748,0.119,2.12
Ghana,8,0.129,0,0
Greece,0,9.018,0.192,1.3
Grenada,4,8.887,0,0
Guatemala,0,0.112,0,0
Guinea,4,0,0,0
Guinea-Bissau,4,0,0,0
Guyana,8,15.256,0,0
Haiti,0,0,0,0
Honduras,0,0.202,0,0
Hungary,3,2.898,0.207,1.71
Iceland,2,278.388,0,1.63
India,0,0.048,0.002,2.04
Indonesia,8,0.234,0.037,1.88
International,4,0,0,0
