country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Afghanistan,4,8.888,0.051,0.92
Albania,4,17.374,1.042,1.32
Algeria,0,2.714,0.319,1.08
Andorra,0,0,0,0.35
Angola,4,0.183,0,1.1
Antigua and Barbuda,2,0,0,0
Argentina,3,45.579,0.686,1.3
Armenia,6,154.898,3.375,1.08
Australia,1,0.078,0,1.55
Austria,5,5.33,0,1.16
Azerbaijan,3,43.199,0.395,1.22
Bahamas,2,0,0,0.14
Bahrain,7,285.616,1.175,1.1
Bangladesh,4,19.692,0.273,1.11
Barbados,0,0,0,0
Belarus,6,71.54,0.635,0.82
Belgium,5,11.044,1.035,0.87
Belize,4,0,0,0
Benin,0,4.372,0,0.97
Bhutan,4,1.296,0,0
Bolivia,3,83.697,1.542,1.22
Bosnia and Herzegovina,0,30.175,0.305,1.18
Botswana,0,4.252,0,0
Brazil,7,257.674,5.674,1.15
Brunei,0,0,0,0
Bulgaria,0,11.657,0.432,1.33
Burkina Faso,0,0.048,0,0.96
Burundi,2,0,0,0.64
Cambodia,0,0,0,0.12
Cameroon,0,29.157,0.226,1.09
Canada,5,11.579,1.245,0.8
Cape Verde,3,44.965,1.799,1.1
Central African Republic,0,0,0,0.93
Chad,4,0.244,0,0.74
Chile,7,329.04,13.183,0.95
China,4,0,0,1.45
Colombia,3,60.118,1.867,1.29
Comoros,2,0,0,0.72
Congo,4,0,0,0.72
Costa Rica,4,23.36,0,1.46
Cote d'Ivoire,0,16.301,0,1.17
Croatia,4,2.679,0,3.13
Cuba,5,0.883,0,0.7
Cyprus,8,0,0,0.75
Czechia,0,11.766,0.093,1.32
Democratic Republic of Congo,4,2.166,0.056,1.09
Denmark,5,8.114,0,0.98
Djibouti,0,8.097,2.024,0.52
Dominica,4,0,0,0
Dominican Republic,3,38.994,1.106,1.19
Ecuador,4,35.935,3.911,1.1
Egypt,4,17.335,0.772,1.06
El Salvador,4,19.888,0.617,1.16
Equatorial Guinea,2,0,0,0.27
Eritrea,4,0,0,0.42
Estonia,8,1.508,0,0.54
Eswatini,4,31.892,0,1.27
