country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Afghanistan,2,0.899,0.103,1.42
Albania,6,9.382,0.347,1.17
Algeria,6,4.219,0.433,1.78
Andorra,1,142.367,12.942,0.88
Angola,6,0,0,0
Antigua and Barbuda,5,61.27,0,0
Argentina,6,2.921,0.066,1.47
Armenia,0,24.635,0,1.27
Australia,7,8.392,0.157,0.93
Austria,1,43.858,1.11,0.83
Azerbaijan,6,4.241,0,1.61
Bahamas,0,0,0,0
Bahrain,7,17.043,0,1.34
Bangladesh,8,0.03,0,0
Barbados,6,17.399,0,0
Belarus,0,4.974,0,2.35
Belgium,4,122.696,11.39,1.5
Belize,6,2.515,0,0
Benin,2,0.247,0,0
Bhutan,6,0,0,0
Bolivia,6,0.771,0.086,1.28
Bosnia and Herzegovina,6,14.021,0.305,1.17
Botswana,6,0,0,0
Brazil,6,4.761,0.165,1.9
Brunei,2,2.286,0,0.19
Bulgaria,6,4.03,0.576,1.11
Burkina Faso,6,0.67,0,0.96
Burundi,0,0,0,0
Cambodia,2,0.239,0,0.13
Cameroon,2,7.647,0.038,1.3
Canada,6,30.549,1.06,1.74
Cape Verde,6,0,0,0
Central African Republic,2,1.035,0,0
Chad,2,0,0,0
Chile,6,17.42,0.209,1.67
China,2,0.055,0.003,0.85
Colombia,6,2.083,0.118,1.58
Comoros,0,0,0,0
Congo,6,0,0,0
Costa Rica,6,3.926,0,0.97
Cote d'Ivoire,6,0.91,0,1.3
Croatia,6,16.564,0.244,1.08
Cuba,7,3.178,0,1.37
Cyprus,6,45.667,1.142,1.2
Czechia,7,21.757,0.84,1.21
Democratic Republic of Congo,6,0,0,1.12
Denmark,1,64.397,2.762,1.27
Djibouti,6,9.109,0,0
Dominica,6,0,0,0
Dominican Republic,6,9.956,0.737,1.62
Ecuador,6,11.619,1.417,1.71
Egypt,6,1.173,0.078,1.58
El Salvador,6,0.771,0,0
Equatorial Guinea,0,0.713,0,0
Eritrea,6,0,0,0
Estonia,1,77.646,0.754,1.2
Eswatini,6,0,0,0
Ethiopia,7,0.052,0,0
Fiji,7,0,0,0
Finland,2,17.507,0.18,1.32
France,4,80.783,17.189,1.59
Gabon,2,0,0,0
Gambia,6,0,0,0
Georgia,6,5.264,0,0.99
Germany,6,75.969,2.005,1.24
Ghana,8,0.032,0,1.39
Greece,6,6.62,0.959,1.07
Grenada,0,17.775,0,0
Guatemala,6,0.167,0,0
Guinea,6,1.599,0,0
Guinea-Bissau,0,3.049,0,0
Guyana,6,5.085,0,0
Haiti,6,0.175,0,0
Honduras,6,0.303,0.101,1.26
Hungary,7,3.934,0.518,1.39
Iceland,1,131.868,0,0.98
India,7,0.017,0,2.05
Indonesia,2,0.717,0.04,1.5
International,0,0,0,0
Iran,2,32.324,1.595,1.1
Iraq,6,1.193,0,1.3
Ireland,1,85.868,4.455,1.62
Israel,6,68.973,0.578,1.28
Italy,4,75.833,12.669,0.95
Jamaica,6,0,0,0
Japan,2,2.657,0.047,1.89
Jordan,6,1.078,0,0.81
Kazakhstan,8,1.544,0.16,1.54
Kenya,7,0.223,0.019,0.81
Kosovo,6,0.517,0,1.08
Kuwait,6,17.562,0,2.45
Kyrgyzstan,6,2.146,0.153,1.22
Laos,6,0,0,0
Latvia,7,18.556,0.53,1
Lebanon,6,2.051,0.147,1.01
Lesotho,6,0,0,0
Liberia,6,0.198,0,0
Libya,6,0,0,0
Liechtenstein,5,26.221,0,0
Lithuania,7,17.265,0,1.15
Luxembourg,4,199.688,1.598,1.1
Madagascar,6,0.397,0,0
Malawi,2,0,0,0
Malaysia,6,6.705,0.093,1.17
Maldives,8,0,0,0
Mali,6,0.148,0,0
Malta,3,13.589,0,1.1
Marshall Islands,0,0,0,0
Mauritania,6,0,0,0
Mauritius,6,13.367,0,0.69
Mexico,6,1.381,0.078,1.74
Moldova,6,21.319,0.496,1.71
Monaco,1,101.926,0,0
Mongolia,2,0,0,0
Montenegro,5,47.766,0,1.15
Morocco,6,2.249,0.108,1.55
Mozambique,2,0,0,0
Myanmar,2,0,0,0
Namibia,2,0,0,0
Nepal,8,0,0,0
Netherlands,6,60.286,8.696,1.29
New Zealand,7,14.723,0,1.32
Nicaragua,0,0,0,0
Niger,2,0.909,0,0
Nigeria,6,0.126,0.01,1.22
North Macedonia,0,22.08,0.48,1.38
Norway,1,41.134,1.66,0.99
Oman,6,4.112,0,1.29
Pakistan,6,0.598,0.005,1.61
Palestine,6,6.469,0,1.39
Panama,6,36.618,1.159,1.6
Papua New Guinea,6,0,0,0
Paraguay,6,2.103,0,0
Peru,6,5.49,0.182,1.9
Philippines,6,3.513,0.265,1.59
Poland,6,11.547,0.37,1.63
Portugal,1,83.556,3.629,1.44
Qatar,7,43.734,0,2.81
Romania,6,23.132,0.936,1.63
Russia,8,4.118,0.027,2.23
Rwanda,6,0.386,0,0
Saint Kitts and Nevis,0,0,0,0
Saint Lucia,0,0,0,0
Saint Vincent and the Grenadines,0,9.013,0,0
Samoa,0,0,0,0
San Marino,6,0,0,1.05
Sao Tome and Principe,0,0,0,0
Saudi Arabia,7,4.424,0.115,1.65
Senegal,6,0.717,0,0.87
Serbia,6,44.823,1.176,1.91
Seychelles,2,0,0,0
Sierra Leone,2,0,0,0
Singapore,2,11.11,0.171,1.49
Slovakia,7,4.396,0,1.2
Slovenia,7,17.798,1.443,0.99
Solomon Islands,2,0,0,0
Somalia,2,0.126,0,0
South Africa,7,0.725,0.067,0.86
South Korea,8,1.677,0.098,0.81
South Sudan,6,0,0,0
Spain,1,152.583,18.18,1.38
Sri Lanka,7,0.374,0,0.94
Sudan,6,0.046,0,0
Suriname,2,0,1.705,0
Sweden,2,59.509,6.931,1.37
Switzerland,1,90.01,6.355,1.13
Syria,6,0,0,0
Taiwan,3,0.378,0,0.61
Tajikistan,0,0,0,0
Tanzania,2,0,0,0
Thailand,7,1.476,0.057,1.1
Timor,6,0,0,0
Togo,7,0.121,0.121,0
Trinidad and Tobago,6,2.858,0.715,0
Tunisia,6,3.384,0.338,1.06
Turkey,6,33.033,0.818,1.79
Uganda,6,0.066,0,0
Ukraine,6,4.001,0.114,1.83
United Arab Emirates,8,24.266,0.101,2.17
United Kingdom,1,73.373,10.856,1.45
United States,1,96.585,4.208,1.65
Uruguay,6,4.894,0,0.98
Uzbekistan,6,0.657,0,1.65
Vanuatu,6,0,0,0
Vatican,0,0,0,0
Venezuela,6,0.246,0.07,0.61
Vietnam,8,0.041,0,0.56
Yemen,2,0,0,0
Zambia,7,0,0,0
Zimbabwe,6,0,0,0
