country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Afghanistan,4,14.283,0.128,1
Albania,4,16.679,0,1.65
Algeria,4,2.554,0.205,0.95
Andorra,8,0,0,0.36
Angola,4,0.243,0.03,1.09
Antigua and Barbuda,2,0,0,0
Argentina,4,33.875,0.664,1.31
Armenia,1,243.99,2.025,1.14
Australia,0,1.02,0,1.4
Austria,3,1.554,0.222,0.97
Azerbaijan,4,34.717,0.197,1.19
Bahamas,2,0,0,0.14
Bahrain,1,260.933,0.588,1.13
Bangladesh,4,17.342,0.267,1.17
Barbados,4,0,0,0
Belarus,1,76.302,0.529,0.88
Belgium,6,8.542,0.345,0.8
Belize,4,0,0,0
Benin,8,1.98,0.082,0.97
Bhutan,4,5.184,0,0
Bolivia,1,78.214,2.227,1.24
Bosnia and Herzegovina,8,0,0,1.18
Botswana,4,5.103,0,0
Brazil,1,102.108,4.196,1.15
Brunei,8,0,0,0
Bulgaria,8,10.794,0,1.39
Burkina Faso,8,0,0,0.95
Burundi,2,0,0,0
Cambodia,8,0.12,0,0.08
Cameroon,8,0,0,1.12
Canada,6,11.87,1.537,0.76
Cape Verde,4,52.159,0,1.1
Central African Republic,8,2.692,0,0.96
Chad,4,0,0,0.74
Chile,5,428.014,12.084,1.04
China,4,0.04,0,2.21
Colombia,4,37.105,0.924,1.27
Comoros,2,14.949,0,0.72
Congo,4,0,0,0.74
Costa Rica,4,9.815,0,1.45
Cote d'Ivoire,8,6.217,0,1.22
Croatia,3,0.487,0,1.88
Cuba,3,0.441,0,0.76
Cyprus,7,0,0,0.84
Czechia,6,4.949,-0.093,1.08
Democratic Republic of Congo,4,0.971,0.056,1.1
Denmark,7,6.906,0.518,0.94
Djibouti,8,8.097,3.036,0.57
Dominica,4,0,0,0
Dominican Republic,4,51.992,0.83,1.16
Ecuador,4,32.761,2.607,1.13
Egypt,4,16.387,0.606,1.14
El Salvador,4,18.809,0.617,1.16
Equatorial Guinea,2,0,0,0.3
Eritrea,4,6.767,0,0
Estonia,3,2.262,0,0.67
Eswatini,4,12.067,0,1.4
Ethiopia,4,2.183,0.07,1.37
Fiji,4,0,0,0
Finland,6,2.527,0,0.69
France,6,8.058,0.368,1.06
Gabon,4,0,0,1.09
Gambia,4,0,0,0
Georgia,4,2.005,0.251,1.31
Germany,8,0.489,0.119,0.98
Ghana,8,8.432,0,1.21
Greece,3,0.384,0,1.2
Grenada,2,0,0,0
Guatemala,4,28.411,0.893,1.26
Guinea,4,4.416,0.076,1.1
Guinea-Bissau,2,0,0,0.8
Guyana,4,0,0,0.66
Haiti,4,19.645,0.526,1.12
Honduras,4,32.611,0.404,1.26
Hungary,3,1.139,0.414,0.59
Iceland,3,2.93,0,0.72
India,4,8.644,0.225,1.21
Indonesia,4,3.707,0.157,1.19
International,2,0,0,0
Iran,8,28.931,0.845,1.01
Iraq,4,29.337,1.318,1.41
Ireland,3,9.113,0,0.6
Israel,6,17.214,0.116,1.43
Italy,3,5.723,1.29,0.88
Jamaica,6,0.338,0,1.07
Japan,6,0.34,0.024,1.18
Jordan,8,3.724,0,1.24
Kazakhstan,6,19.492,0.16,1.14
Kenya,4,2.827,0.074,1.22
Kosovo,4,30.009,0,1.57
Kuwait,1,120.359,0.937,0.83
Kyrgyzstan,4,6.284,0.153,1.44
Laos,8,0,0,0
Latvia,7,0.53,0.53,0.86
Lebanon,4,2.93,0.147,1.14
Lesotho,8,0,0,0
Liberia,4,4.943,0,1.03
Libya,4,1.31,0.291,1.21
Liechtenstein,2,0,0,0
Lithuania,7,2.571,0.367,0.89
Luxembourg,7,12.78,0,1.23
Madagascar,4,0.433,0,1.18
Malawi,8,2.509,0.052,1.26
Malaysia,3,1.329,0.031,0.66
Maldives,2,18.5,0,0.97
Mali,8,1.185,0.148,1.04
Malta,3,2.265,0,1.04
Marshall Islands,2,0,0,0
Mauritania,4,23.658,0.43,1.37
Mauritius,8,0,0,0.06
Mexico,4,27.099,3.289,1.15
Moldova,1,90.73,3.223,1.2
Monaco,2,0,0,0
Mongolia,4,0,0,0.63
Montenegro,2,0,0,0.41
Morocco,3,2.222,0,1.29
Mozambique,8,1.408,0,1.12
Myanmar,7,0,0,0.72
Namibia,3,0.394,0,0
Nepal,4,9.37,0.069,1.4
Netherlands,4,10.447,0.233,0.91
New Zealand,8,0,0,0.54
Nicaragua,2,0,0,0.23
Niger,8,0.083,0.041,0.72
Nigeria,4,2.43,0.039,1.19
North Macedonia,1,93.118,3.84,1.35
Norway,3,1.476,0,0.96
Oman,1,196.999,0.587,1.18
Pakistan,4,29.299,0.398,1.2
Palestine,4,0,0,1.44
Panama,1,196.534,1.854,1.29
Papua New Guinea,8,0,0,0
Paraguay,6,0.981,0,1.15
Peru,1,180.791,6.672,1.05
Philippines,4,5.521,0.201,1.08
Poland,6,11.626,0.396,1
Portugal,4,27.754,0.686,1.04
Qatar,5,634.489,0,0.94
Romania,6,14.295,0.728,1.19
Russia,4,59.595,0.781,0.98
Rwanda,6,2.393,0,1.48
Saint Kitts and Nevis,2,0,0,0
Saint Lucia,2,0,0,0
Saint Vincent and the Grenadines,2,0,0,0
Samoa,2,0,0,0
San Marino,8,0,0,0.48
Sao Tome and Principe,1,91.257,0,0.47
Saudi Arabia,1,96.686,1.12,1.17
Senegal,8,8.66,0.239,1.07
Serbia,6,11.169,0.147,1.15
Seychelles,2,0,0,0
Sierra Leone,8,3.635,0,0.97
Singapore,4,59.313,0.171,0.82
Slovakia,3,0.549,0,1.18
Slovenia,7,0.962,0,1.51
Solomon Islands,8,0,0,0
Somalia,8,4.153,0.126,0.81
South Africa,1,64.223,1.163,1.41
South Korea,3,0.663,0,0.87
South Sudan,4,2.055,0.268,0.79
