country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Afghanistan,7,2.44,0.077,1.2
Albania,6,132.393,1.737,1.23
Algeria,0,9.236,0,1.44
Andorra,6,284.734,0,1.12
Angola,0,10.619,0.061,1.07
Antigua and Barbuda,7,0,0,0.33
Argentina,6,268.72,9.492,0.92
Armenia,1,448.159,7.424,1.1
Australia,5,0.471,0,0.81
Austria,1,464.336,3.664,1.45
Azerbaijan,6,122.495,1.479,1.32
Bahamas,6,139.861,7.629,0.7
Bahrain,6,135.168,1.175,0.88
Bangladesh,0,10.074,0.103,1.06
Barbados,4,0,0,0.82
Belarus,6,98.314,0.317,1.16
Belgium,2,447.47,23.124,0.91
Belize,1,417.483,5.03,1.16
Benin,4,0,0,0.95
Bhutan,0,2.592,0,0.89
Bolivia,0,5.911,0.857,0.84
Bosnia and Herzegovina,1,473.358,11.278,1.16
Botswana,4,0,0,0.73
Brazil,0,55.716,1.143,1.01
Brunei,4,0,0,0
Bulgaria,2,581.569,9.067,1.41
Burkina Faso,7,0.622,0,1
Burundi,7,0.673,0,0.79
Cambodia,4,0,0,0.86
Cameroon,4,0,0,0.92
Canada,6,125.536,1.908,1.18
Cape Verde,6,111.513,0,1.06
Central African Republic,4,0,0,0.58
Chad,0,0.852,0,0.96
Chile,0,55.555,0.889,0.97
China,4,0.018,0,1.1
Colombia,6,120.591,3.813,1.02
Comoros,7,0,0,0.64
Congo,4,10.511,0,0.58
Costa Rica,6,169.411,2.945,1
Cote d'Ivoire,4,0.455,0,0.94
Croatia,1,347.602,8.282,1.16
Cuba,3,5.739,0,1.11
Cyprus,6,198.653,0,1.28
Czechia,2,1128.865,24.185,1
Democratic Republic of Congo,7,0.357,0.078,1.11
Denmark,6,233.59,0.691,1.17
Djibouti,4,2.024,0,1.06
Dominica,4,0,0,0
Dominican Republic,0,23.691,0.184,1.03
Ecuador,0,31.06,0.34,0.93
Egypt,4,1.925,0.137,1.14
El Salvador,4,0,0.617,1.13
Equatorial Guinea,7,0,0,0.48
Eritrea,0,0,0,0.41
Estonia,0,59.553,0,1.49
Eswatini,4,11.205,0,1.01
Ethiopia,4,4.871,0.043,0.88
Fiji,8,0,0,0
Finland,3,42.774,0,1.11
France,2,561.223,6.588,1.14
Gabon,0,0,0,1.1
Gambia,4,2.897,0.414,0.74
Georgia,1,487.068,5.014,1.26
Germany,0,89.91,0.573,1.32
Ghana,4,0,0,1.17
Greece,6,207.809,1.247,1.37
Grenada,7,0,0,0
Guatemala,0,21.155,0.558,1.01
Guinea,4,0,0,1.09
Guinea-Bissau,7,0,0,0.38
Guyana,0,8.9,0,1.03
Haiti,4,0,0,0.84
Honduras,0,28.573,1.817,0.99
Hungary,2,412.925,8.695,1.4
Iceland,0,76.19,14.652,0.7
India,0,33.517,0.372,0.92
Indonesia,4,10.869,0.373,0.96
International,7,0,0,0
Iran,6,106.342,5.024,1.25
Iraq,0,89.378,1.268,0.97
Ireland,0,60.351,1.013,0.8
Israel,6,97.741,3.004,0.76
Italy,2,467.088,5.838,1.32
Jamaica,0,13.171,1.351,0.93
Japan,4,6.942,0.055,1.21
Jordan,1,473.678,5.292,1.34
Kazakhstan,0,24.392,1.811,1.47
Kenya,0,9.15,0.223,1.2
Kosovo,1,424.261,8.796,1.65
Kuwait,6,184.285,0.702,1.02
Kyrgyzstan,6,137.182,1.226,1.1
Laos,4,0,0,0
Latvia,6,90.658,1.06,1.32
Lebanon,6,221.524,2.198,1.1
Lesotho,4,0,0,0.8
Liberia,4,0,0,1.02
Libya,6,113.661,1.892,1.03
Liechtenstein,2,865.301,0,1.27
Lithuania,1,329.502,1.837,1.46
Luxembourg,2,851.47,11.183,1.4
Madagascar,4,0,0,0.29
Malawi,3,0.052,0,0.87
Malaysia,0,32.565,0.371,1.16
Maldives,6,109.15,0,1
Mali,4,0.543,0,1.14
Malta,6,240.069,-4.53,1.1
Marshall Islands,7,0,0,0
Mauritania,3,4.301,0.215,1.42
Mauritius,7,0,0,0.78
Mexico,0,40.719,3.824,1.02
Moldova,6,176.006,4.958,1.1
Monaco,1,560.595,0,1.43
Mongolia,4,0.61,0,1.01
Montenegro,2,1221.217,3.184,1.7
Morocco,6,121.781,2.005,1.15
Mozambique,4,2.304,0.032,1.06
Myanmar,0,22,0.459,1.02
Namibia,4,7.084,0,0.95
Nepal,6,106.875,0.686,0.97
Netherlands,1,453.87,6.595,0.93
New Zealand,8,0.622,0,0.84
Nicaragua,7,0,0,0.53
Niger,4,0,0,1.31
Nigeria,3,0.665,0.019,1.07
North Macedonia,1,437.27,11.52,1.32
Norway,6,113.812,0,1.39
Oman,0,73.63,1.567,1.02
Pakistan,0,5.944,0.081,1.28
Palestine,6,124.083,1.568,1.18
Panama,6,156.903,2.549,1.08
Papua New Guinea,4,0.782,0,0.69
Paraguay,0,66.176,1.682,0.98
Peru,0,0,0,0.96
Philippines,0,16.07,0.447,0.94
Poland,2,511.644,5.998,1.34
Portugal,6,254.592,4.413,1.29
Qatar,0,78.443,0,0.99
Romania,1,401.972,6.238,1.29
Russia,6,126.296,2.378,1.11
Rwanda,3,0.54,0,1.17
Saint Kitts and Nevis,7,0,0,0
Saint Lucia,7,70.795,0,0
Saint Vincent and the Grenadines,7,0,0,0
Samoa,7,0,0,0
San Marino,2,1944.723,0,1.27
Sao Tome and Principe,7,22.814,0,0.85
Saudi Arabia,3,13.587,0.546,0.98
Senegal,3,0.179,0.06,0.82
Serbia,6,275.99,1.617,1.7
Seychelles,4,40.675,0,0.17
Sierra Leone,4,0.251,0,0.94
Singapore,5,1.538,0,0.94
Slovakia,1,316.321,2.931,1.12
Slovenia,2,565.675,11.544,1.14
Solomon Islands,4,0,0,0
Somalia,4,18.121,0.189,0.71
South Africa,4,20.924,1.248,0.93
South Korea,3,2.302,0.039,1.09
South Sudan,3,1.251,0,1.07
Spain,1,399.296,5.09,1.15
Sri Lanka,0,19.1,0.093,1.18
Sudan,4,0.889,0,1.36
Suriname,4,10.228,0,0.81
Sweden,2,1007.697,0.198,1.53
Switzerland,1,707.83,7.742,1.39
Syria,4,2.571,0.171,1.09
Taiwan,3,0.168,0,1.22
Tajikistan,4,4.508,0.105,1.01
Tanzania,7,0,0,0
Thailand,8,0.1,0,1.02
Timor,4,0,0,0
Togo,3,2.053,0,1.05
Trinidad and Tobago,0,35.727,0.715,0.92
Tunisia,6,103.227,8.63,1.12
Turkey,3,27.781,0.937,1.08
Uganda,0,2.798,0.022,1.18
Ukraine,6,208.443,3.773,1.18
United Arab Emirates,3,101.917,0.607,0.96
United Kingdom,1,295.761,5.848,0.98
United States,1,376.29,4.746,1.27
Uruguay,3,8.924,0.288,1.18
Uzbekistan,4,8.934,0.09,0.89
Vanuatu,7,0,0,0
Vatican,7,0,0,0
Venezuela,0,13.891,0.141,0.9
Vietnam,4,0.103,0,1.32
Yemen,4,0,0,0.73
Zambia,3,6.419,0,0.9
Zimbabwe,3,1.413,0.067,1.16
