country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Afghanistan,8,0.848,0.026,0
Albania,3,7.992,0,1.21
Algeria,3,0.867,0.046,1.63
Andorra,1,310.619,0,0.99
Angola,8,0,0,0
Antigua and Barbuda,0,0,0,0
Argentina,6,0,0.044,1.73
Armenia,0,5.4,0,1.39
Australia,3,12.549,0,1.95
Austria,5,33.865,0.222,1.81
Azerbaijan,3,0.592,0.099,0
Bahamas,0,0,0,0
Bahrain,7,15.868,0.588,1.31
Bangladesh,6,0,0.006,0
Barbados,8,0,0,0
Belarus,4,0.529,0,0
Belgium,2,57.638,4.832,2.07
Belize,8,2.515,0,0
Benin,0,0,0,0
Bhutan,8,0,0,0
Bolivia,6,0.257,0,0
Bosnia and Herzegovina,6,3.048,0,1.17
Botswana,8,0,0,0
Brazil,3,1.444,0.061,2.18
Brunei,8,11.429,0,0.25
Bulgaria,3,3.454,0,1.16
Burkina Faso,3,1.531,0,0.96
Burundi,0,0,0,0
Cambodia,8,0.299,0,0
Cameroon,8,0.339,0.038,0
Canada,7,12.214,0.106,2.32
Cape Verde,8,1.799,0,0
Central African Republic,0,0,0,0
Chad,0,0,0,0
Chile,3,11.509,0.052,2.14
China,3,0.049,0.003,0.87
Colombia,6,1.808,0.02,1.82
Comoros,0,0,0,0
Congo,0,0,0,0
Costa Rica,3,4.711,0,1.08
Cote d'Ivoire,3,0.265,0,0
Croatia,6,14.615,0,1.85
Cuba,3,0.795,0,0
Cyprus,6,9.133,0,1.12
Czechia,5,24.279,0.28,1.86
Democratic Republic of Congo,3,0.033,0,0
Denmark,5,24.861,0.345,1.36
Djibouti,6,8.097,0,0
Dominica,5,69.453,0,0
Dominican Republic,6,7.375,0.369,2.1
Ecuador,6,5.158,0.057,2.25
Egypt,3,0.528,0.01,1.48
El Salvador,6,0.617,0,0
Equatorial Guinea,0,0,0,0
Eritrea,8,0.846,0,0
Estonia,5,26.384,0.754,1.45
Eswatini,8,0,0,0
Ethiopia,7,0,0,0
Fiji,6,1.116,0,0
Finland,5,15.882,0.361,1.44
France,2,45.623,3.539,1.92
Gabon,3,0,0,0
Gambia,8,0,0,0
Georgia,6,1.253,0,0
Germany,5,51.764,0.585,1.89
Ghana,8,1.287,0.064,0
Greece,6,7.483,0.192,1.26
Grenada,0,0,0,0
Guatemala,6,0.167,0,0
Guinea,0,0,0,0
Guinea-Bissau,0,1.016,0,0
Guyana,8,0,0,0
Haiti,3,0.088,0,0
Honduras,6,0.606,0,0
Hungary,7,4.037,0.104,1.65
Iceland,1,260.806,0,1.45
India,6,0.088,0.001,2.03
Indonesia,8,0.38,0.011,1.78
International,0,0,0,0
Iran,5,26.264,1.703,1.78
Iraq,6,0.746,0.05,1.67
Ireland,5,47.592,0.405,2.03
Israel,5,129.05,0.116,1.93
Italy,2,86.17,11.296,1.31
Jamaica,3,1.689,0,0
Japan,8,0.767,0.024,1.74
Jordan,6,1.764,0,1.08
Kazakhstan,4,0.479,0,0
Kenya,3,0.056,0,0
Kosovo,6,1.035,0,0
Kuwait,3,0.937,0,0.95
Kyrgyzstan,6,0.307,0,0
Laos,0,0.137,0,0
Latvia,7,12.724,0,1.11
Lebanon,6,2.198,0.293,1.1
Lesotho,3,0,0,0
Liberia,3,0,0,0
Libya,6,0,0,0
Liechtenstein,0,0,0,0
Lithuania,5,23.877,0.735,1.36
Luxembourg,1,373.816,0,1.81
Madagascar,6,0.072,0,0
Malawi,8,0,0,0
Malaysia,3,5.314,0.124,1.53
Maldives,0,0,0,0
Mali,3,0.099,0,0
Malta,0,43.031,0,0.76
Marshall Islands,0,0,0,0
Mauritania,3,0,0,0
Mauritius,3,4.718,0,0
Mexico,8,0.543,0.008,1.86
Moldova,6,5.949,0,1.6
Monaco,1,203.853,0,0
Mongolia,3,0,0,0
Montenegro,0,7.961,0,0
Morocco,6,1.49,0.027,1.82
Mozambique,8,0.064,0,0
Myanmar,8,0,0,0
Namibia,8,0,0,0
Nepal,7,0.034,0,0
Netherlands,5,50.073,4.669,1.89
New Zealand,7,10.369,0,2.1
Nicaragua,0,0,0,0
Niger,8,0.165,0.041,0
Nigeria,8,0.034,0,0
North Macedonia,0,13.92,0.48,1.28
Norway,5,40.766,0.369,1.44
Oman,3,2.937,0,0
Pakistan,6,0.625,0.005,1.8
Palestine,6,0,0,0
Panama,5,22.713,0.464,1.99
Papua New Guinea,3,0,0,0
Paraguay,6,1.402,0.14,0
Peru,6,1.941,0.061,1.89
Philippines,6,0.767,0.027,2.09
Poland,8,3.963,0.106,2.01
Portugal,5,62.079,0.981,2.34
Qatar,7,3.818,0,0.8
Romania,3,5.822,0.312,2.12
Russia,4,1.117,0.014,2.51
Rwanda,6,0.077,0,0
Saint Kitts and Nevis,0,37.6,0,0
Saint Lucia,0,0,0,0
Saint Vincent and the Grenadines,0,0,0,0
Samoa,0,0,0,0
San Marino,1,618.775,0,0.98
Sao Tome and Principe,0,0,0,0
Saudi Arabia,7,3.82,0.029,1.89
Senegal,3,0.776,0,0
Serbia,6,11.904,0.147,2.04
Seychelles,8,0,0,0
Sierra Leone,8,0,0,0
Singapore,8,12.478,0,1.64
Slovakia,3,2.198,0,1.19
Slovenia,5,23.089,0.481,1.24
Solomon Islands,8,0,0,0
Somalia,8,0,0,0
South Africa,7,2.613,0,2.56
South Korea,7,1.95,0.117,0.74
South Sudan,8,0,0,0
Spain,1,205.968,17.945,1.84
Sri Lanka,6,0,0,0.81
Sudan,3,0,0,0
Suriname,8,1.705,0,0
Sweden,5,31.091,3.07,1.44
Switzerland,5,117.856,3.582,1.73
Syria,3,0.229,0,0
Taiwan,7,0.84,0,0.73
Tajikistan,0,0,0,0
Tanzania,8,0,0,0
Thailand,8,1.533,0,1.45
Timor,0,0,0,0
Togo,3,0.362,0,0
Trinidad and Tobago,8,2.144,0.715,0
Tunisia,6,4.992,0.085,1.22
Turkey,3,6.652,0.178,3.21
Uganda,3,0.109,0,0
Ukraine,6,1.098,0.046,0
United Arab Emirates,4,8.594,0,1.99
United Kingdom,5,40.023,2.814,2.2
United States,5,36.48,0.985,2.58
Uruguay,8,8.061,0,1.02
Uzbekistan,3,0.299,0,0
Vanuatu,0,0,0,0
Vatican,0,0,0,0
Venezuela,3,0.246,0,0
Vietnam,4,0.072,0,0.7
Yemen,8,0,0,0
Zambia,0,0.49,0,0
Zimbabwe,8,0,0,0
