country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Afghanistan,8,1.747,0.128,1.43
Albania,8,4.865,0.347,0.92
Algeria,8,2.873,0.137,1.23
Andorra,2,0,0,0.56
Angola,8,0.03,0,0
Antigua and Barbuda,1,0,0,0
Argentina,8,2.478,0.155,1.24
Armenia,1,23.285,0,1.31
Australia,3,0.784,0.118,0.47
Austria,0,8.549,0.666,0.57
Azerbaijan,8,2.762,0,0.88
Bahamas,1,5.086,0,0
Bahrain,4,34.674,0,1.3
Bangladesh,8,2.538,0.03,1.44
Barbados,8,0,0,0
Belarus,4,92.388,0.529,1.46
Belgium,5,69.804,15.272,0.8
Belize,8,0,0,0
Benin,2,0.825,0,0
Bhutan,8,0,0,0
Bolivia,8,7.196,0.343,1.45
Bosnia and Herzegovina,8,9.144,0.61,1.16
Botswana,8,0,0,0
Brazil,8,17.764,1.077,1.51
Brunei,2,0,0,0.08
Bulgaria,2,7.628,0.144,1.2
Burkina Faso,8,0.144,0.048,0.95
Burundi,1,0,0,0
Cambodia,2,0,0,0.05
Cameroon,2,3.88,0.113,1.26
Canada,4,44.036,3.073,1.08
Cape Verde,4,28.778,0,0
Central African Republic,2,0.621,0,0
Chad,8,0,0,0
Chile,4,24.743,0.418,1.4
China,2,0.002,0.001,0.36
Colombia,8,4.658,0.216,1.33
Comoros,1,0,0,0
Congo,8,0,0,0.8
Costa Rica,8,0.393,0,0.85
Cote d'Ivoire,8,2.767,0,1.2
Croatia,0,3.41,0.244,0.5
Cuba,0,2.825,0.265,0.88
Cyprus,6,7.992,0,0.65
Czechia,0,4.856,0.187,0.65
Democratic Republic of Congo,8,0.29,0,1.13
Denmark,0,22.444,0.691,0.93
Djibouti,8,15.182,0,0.8
Dominica,8,0,0,0
Dominican Republic,8,19.266,0.461,1.15
Ecuador,8,0,0,0.86
Egypt,8,2.101,0.098,1.31
El Salvador,0,3.7,0,1.19
Equatorial Guinea,1,0,0,0.54
Eritrea,8,0,0,0
Estonia,0,6.031,2.262,0.66
Eswatini,8,2.586,0,0
Ethiopia,6,0.009,0,0.34
Fiji,6,0,0,0
Finland,2,18.229,0.722,0.97
France,5,8.824,3.707,1.02
Gabon,8,0,0,1.15
Gambia,8,0,0,0
Georgia,8,7.52,0.251,1.14
Germany,8,15.003,1.182,0.68
Ghana,0,8.721,0.032,1.41
Greece,0,1.055,0.384,0.82
Grenada,1,0,0,0
Guatemala,8,1.507,0.112,1.31
Guinea,8,0,0,1.13
Guinea-Bissau,1,0.508,0.508,0
Guyana,8,1.271,1.271,0
Haiti,8,0.175,0,0
Honduras,8,0,0,1.35
Hungary,8,5.9,1.035,0.92
Iceland,0,5.861,0,0.23
