country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Afghanistan,5,2.158,0.103,1.42
Albania,5,8.687,0.347,1.17
Algeria,5,2.258,0.228,1.06
Andorra,4,77.655,0,0.6
Angola,5,0.03,0,0
Antigua and Barbuda,8,10.212,0,0
Argentina,5,2.5,0.111,1.26
Armenia,8,24.298,0,1.29
Australia,3,0.275,0,0.39
Austria,7,5.774,2.11,0.48
Azerbaijan,5,3.748,0,0.83
Bahamas,8,0,0,0
Bahrain,7,31.735,0,1.31
Bangladesh,5,2.368,0.061,1.69
Barbados,5,0,0,0
Belarus,4,59.052,0.317,1.56
Belgium,0,80.503,22.779,0.89
Belize,2,0,0,0
Benin,2,0,0,0
Bhutan,5,0,0,0
Bolivia,5,0.942,0.257,1.44
Bosnia and Herzegovina,5,7.925,0.61,1.16
Botswana,5,0.85,0,0
Brazil,5,12.599,0.776,1.53
Brunei,2,0,0,0.14
Bulgaria,2,7.052,0.576,1.28
Burkina Faso,5,0.431,0.048,0.95
Burundi,8,0.505,0,0
Cambodia,2,0,0,0.06
Cameroon,2,0,0,1.27
Canada,4,59.906,4.451,1.15
Cape Verde,5,8.993,0,0
Central African Republic,2,0,0,0
Chad,5,0,0,0
Chile,5,24.273,0.68,1.35
China,2,0.01,0,0.51
Colombia,5,4.068,0.197,1.31
Comoros,8,0,0,0
Congo,5,3.806,0,0.8
Costa Rica,2,2.356,0,0.81
Cote d'Ivoire,5,1.365,0.038,1.22
Croatia,7,10.231,0,0.68
Cuba,7,4.591,0.177,1.02
Cyprus,6,6.85,1.142,0.64
Czechia,7,9.245,0.654,0.71
Democratic Republic of Congo,5,0.1,0,1.13
Denmark,7,37.464,2.417,0.96
Djibouti,5,29.352,0,1.01
Dominica,5,0,0,0
Dominican Republic,5,23.599,1.383,1.2
Ecuador,5,25.619,0.964,1.02
Egypt,5,1.651,0.117,1.3
El Salvador,7,1.85,0,1.18
Equatorial Guinea,8,0.713,0.713,0
Eritrea,5,0,0,0
Estonia,7,5.277,0.754,0.71
Eswatini,5,0,0,0
Ethiopia,6,0.017,0,0.23
Fiji,6,0,0,0
Finland,2,20.755,1.444,1.01
France,0,-33.52,8.334,1.09
Gabon,5,4.493,0,1.15
Gambia,5,0,0,0
Georgia,5,2.005,0.251,0.86
Germany,5,28.132,2.936,0.72
Ghana,7,3.604,0,1.41
Greece,7,0.672,0,0.9
Grenada,8,8.887,0,0
Guatemala,5,1.228,0.056,1.3
Guinea,5,5.559,0,1.14
Guinea-Bissau,8,0,0,0
Guyana,5,1.271,0,0
Haiti,5,0.438,0.088,0
Honduras,5,1.615,0,1.32
Hungary,5,7.246,1.242,1.07
Iceland,6,20.513,0,0.29
India,5,0.935,0.026,1.48
Indonesia,2,1.035,0.069,1.15
International,8,0,0,0
Iran,2,14.215,1.119,0.75
Iraq,7,0.721,0,1.03
Ireland,0,127.79,7.898,0.99
Israel,7,25.995,0.347,0.85
Italy,0,55.738,7.228,0.83
Jamaica,5,3.377,0,0.96
Japan,2,3.131,0.158,0.88
Jordan,5,0.686,0,0.75
Kazakhstan,7,7.456,0,1.37
Kenya,7,0.13,0,1.11
Kosovo,5,3.104,1.552,1.06
Kuwait,5,39.339,0.468,1.48
Kyrgyzstan,5,3.372,0,1.05
Laos,5,0,0,0
Latvia,7,6.892,1.06,0.9
Lebanon,5,0.733,0.147,1
Lesotho,5,0,0,0
Liberia,5,0,0,0.93
Libya,7,1.164,0,0
Liechtenstein,8,0,0,0
Lithuania,6,7.347,0,0.84
Luxembourg,0,57.51,3.195,0.62
Madagascar,2,0,0,0.66
Malawi,2,0.261,0.052,0
Malaysia,7,1.545,0.031,0.76
Maldives,8,5.55,0,0
Mali,2,1.728,0.148,1.09
Malta,6,2.265,0,0.52
Marshall Islands,8,0,0,0
Mauritania,5,0,0,0
Mauritius,5,0.786,0,0.31
Mexico,5,8.089,0.876,1.52
Moldova,5,40.655,0.744,1.17
Monaco,5,0,0,0
Mongolia,2,0.305,0,0
Montenegro,8,3.184,0,0.34
Morocco,5,6.421,0.108,1.19
Mozambique,7,0.064,0,0
Myanmar,7,0.037,0,0.44
Namibia,2,0,0,0
Nepal,7,0.069,0,0
Netherlands,4,41.728,8.112,0.82
New Zealand,3,1.244,0.207,0.39
Nicaragua,8,0,0,0
Niger,2,0.207,0.083,0.84
Nigeria,5,1.009,0.029,1.74
North Macedonia,8,13.44,0.48,0.83
Norway,7,27.116,0.922,0.73
Oman,5,20.757,0,1.28
Pakistan,5,4.885,0.113,1.47
Palestine,5,1.176,0,0.58
Panama,5,37.777,1.159,1.15
Papua New Guinea,5,0.112,0,0
Paraguay,7,0.701,0.14,1.06
Peru,5,42.855,1.395,1.59
Philippines,5,1.013,0.082,0.99
Poland,5,8.27,0.661,1.01
Portugal,4,59.137,2.256,0.87
Qatar,1,211.033,0.347,1.63
Romania,5,24.327,1.352,1.04
Russia,5,35.879,0.391,1.55
Rwanda,3,0.232,0,0.77
Saint Kitts and Nevis,8,0,0,0
Saint Lucia,8,0,0,0
Saint Vincent and the Grenadines,8,9.013,0,0
Samoa,8,0,0,0
San Marino,1,353.586,0,1
Sao Tome and Principe,8,0,0,0
