country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Afghanistan,0,1.516,0.103,1.21
Albania,1,97.644,1.042,1.31
Algeria,4,4.538,0.228,1.21
Andorra,6,0,0,1.3
Angola,4,4.868,0.183,1.12
Antigua and Barbuda,0,0,0,0.29
Argentina,8,233.672,3.54,1.01
Armenia,7,571.673,4.725,1.48
Australia,5,0.353,0.039,0.89
Austria,8,185.646,0.444,1.36
Azerbaijan,1,63.812,0.296,1.71
Bahamas,8,190.719,15.258,1.09
Bahrain,8,194.525,4.114,0.9
Bangladesh,4,7.736,0.085,1.01
Barbados,6,6.96,0,0.88
Belarus,1,67.201,0.423,1.24
Belgium,7,788.464,1.812,1.49
Belize,1,95.568,2.515,1.15
Benin,6,0,0,0.94
Bhutan,4,2.592,0,0.82
Bolivia,4,5.226,1.542,0.78
Bosnia and Herzegovina,1,167.946,0.914,1.17
Botswana,4,0,0,0.75
Brazil,4,0,0,0.97
Brunei,6,0,0,0
Bulgaria,8,56.847,2.591,1.52
Burkina Faso,0,1.818,0,0.99
Burundi,0,0.505,0,0.78
Cambodia,6,0,0,0.67
Cameroon,6,0,0,0.91
Canada,1,99.014,0.901,1.16
Cape Verde,8,205.04,1.799,1.06
Central African Republic,6,0,0,0.58
Chad,4,0.852,0,0.99
Chile,1,91.912,2.459,0.97
China,4,0.012,0,1.05
Colombia,1,141.521,3.282,1.04
Comoros,0,0,0,0.64
Congo,6,0,0,0.58
Costa Rica,6,0,0,1
Cote d'Ivoire,3,0.834,0,0.92
Croatia,8,199.5,1.949,1.62
Cuba,2,4.414,0,1.24
Cyprus,1,71.926,0,1.67
Czechia,7,472.314,6.537,1.41
Democratic Republic of Congo,6,0.067,0,1.09
Denmark,3,78.209,0.173,1.17
Djibouti,6,7.085,0,1.64
Dominica,6,0,0,0
Dominican Republic,4,38.902,0.369,0.96
Ecuador,4,49.141,0.68,1.03
Egypt,4,1.241,0.107,1.08
El Salvador,4,32.376,0.771,1.11
Equatorial Guinea,0,0,0,0.51
Eritrea,4,0,0,0.41
Estonia,3,19.6,0,1.1
Eswatini,4,12.929,0.862,0.88
Ethiopia,4,6.115,0.052,0.91
Fiji,6,0,0,0
Finland,3,23.643,0,1.14
France,6,0,0,1.31
Gabon,4,0,0,1.08
Gambia,4,0,0,0.67
Georgia,8,298.809,2.005,1.57
Germany,4,47.825,0.155,1.45
Ghana,4,2.51,0,1.11
Greece,4,42.022,0.863,1.29
Grenada,0,0,0,0
Guatemala,4,18.531,0.837,1
Guinea,6,3.046,0,1.09
Guinea-Bissau,0,0,0,0.4
Guyana,4,30.513,0,0.98
Haiti,6,0.702,0,0.9
