country,cluster,reproduction_rate,positive_rate,stringency_index
Afghanistan,1,0,0.83,78.7
Albania,3,0,1.13,68.52
Algeria,5,0,1.44,65.74
Andorra,4,0,0.47,31.48
Angola,7,0,1.15,75.93
Antigua and Barbuda,2,0,0,0
Argentina,0,0.314,1.22,92.59
Armenia,2,0,0.96,0
Australia,3,0.002,1.85,68.98
Austria,8,0.014,1.39,47.22
Azerbaijan,0,0,1.04,96.3
Bahamas,2,0,0.56,0
Bahrain,7,0.05,1.04,75
Bangladesh,7,0.213,0.93,74.54
Barbados,6,0,0,57.41
Belarus,4,0.023,0.71,16.67
Belgium,8,0.008,1.09,50
Belize,3,0,0,69.44
Benin,8,0,0.96,41.67
Bhutan,9,0,0,71.3
Bolivia,1,0.531,1.15,84.26
Bosnia and Herzegovina,6,0,1.18,56.48
Botswana,6,0,0.87,57.41
Brazil,1,0,1.07,81.02
Brunei,8,0,0,49.07
Bulgaria,4,0.05,1.25,36.11
Burkina Faso,8,0,0.98,45.37
Burundi,4,0,0.63,13.89
Cambodia,8,0,0.23,40.74
Cameroon,6,0,1,60.19
Canada,3,0.008,0.94,68.98
Cape Verde,1,0,1.09,79.17
Central African Republic,5,0,0.79,64.81
Chad,3,0,0.78,67.59
Chile,0,0.23,0.85,87.5
China,7,0,1.1,78.24
Colombia,0,0,1.22,87.04
Comoros,2,0,0.7,0
Congo,9,0,0.73,73.15
Costa Rica,9,0,1.46,73.61
Cote d'Ivoire,5,0.145,1.04,63.43
Croatia,6,0.058,1.36,54.63
Cuba,5,0.002,1.1,66.67
Cyprus,8,0.001,1.24,50
Czechia,4,0.034,0.95,34.72
Democratic Republic of Congo,1,0.134,1.07,80.56
Denmark,6,0.002,1.01,57.41
Djibouti,6,0,1.12,59.26
Dominica,8,0,0,44.44
Dominican Republic,7,0.278,1.2,75
Ecuador,1,0,1.11,79.63
Egypt,6,0,0.88,60.19
El Salvador,0,0.107,1.14,89.81
Equatorial Guinea,2,0,0.24,0
Eritrea,0,0,0.35,93.52
Estonia,4,0.001,0.84,25.93
Eswatini,1,0,1.32,84.26
Ethiopia,1,0.009,0.19,80.56
Fiji,6,0.002,0,58.33
Finland,4,0.003,0.9,35.19
France,6,0.011,1.11,51.85
Gabon,5,0,1.07,66.67
Gambia,3,0,0,68.98
Georgia,6,0,1.05,58.33
Germany,5,0.006,0.95,63.43
Ghana,6,0.149,1.15,52.78
Greece,8,0.004,1.23,46.3
Grenada,2,0,0,0
Guatemala,0,0.324,1.19,96.3
Guinea,9,0,1.1,71.3
Guinea-Bissau,2,0,0.75,0
Guyana,7,0,0.98,77.31
Haiti,9,0,0.94,72.22
Honduras,0,0,1.15,96.3
Hungary,6,0.003,1.1,54.63
Iceland,8,0.004,0.81,39.81
India,7,0.095,1.22,74.07
Indonesia,6,0.116,1.15,54.17
International,2,0,0,0
Iran,8,0.097,1.01,41.67
Iraq,0,0.188,1.11,92.59
Ireland,8,0.002,1.04,38.89
Israel,3,0.042,1.52,69.44
Italy,6,0.004,0.92,55.56
Jamaica,5,0.013,1.1,64.81
Japan,4,0.038,1.57,25.93
Jordan,8,0,0.75,48.15
Kazakhstan,1,0.204,0.9,83.33
Kenya,1,0.075,1.26,84.26
Kosovo,6,0,1.33,59.26
Kuwait,1,0.188,1,83.33
Kyrgyzstan,7,0,1.33,76.39
Laos,4,0,0,20.37
Latvia,8,0.001,1.27,50
Lebanon,3,0,1.27,68.52
Lesotho,6,0,0,54.63
Liberia,7,0,0.98,75.93
Libya,0,0.065,1.28,94.44
Liechtenstein,2,0,0,0
Lithuania,4,0.001,1.15,31.48
Luxembourg,4,0.005,1.59,27.78
Madagascar,3,0.237,1.5,68.98
Malawi,6,0.134,1.21,60.19
Malaysia,8,0.001,0.78,50.93
Maldives,2,0.019,1.14,0
Mali,6,0,1.02,52.78
Malta,2,0,0.45,0
Marshall Islands,2,0,0,0
Mauritania,7,0.137,0.85,74.07
Mauritius,4,0,0.06,22.22
Mexico,9,0.482,1.09,70.83
Moldova,1,0,0.94,80.56
Monaco,2,0,0.23,0
Mongolia,6,0,0.46,60.19
Montenegro,2,0,1.79,0
Morocco,5,0.018,1.17,64.81
Mozambique,1,0.029,1.12,80.56
Myanmar,1,0.001,0.94,80.56
Namibia,6,0.1,1.44,51.85
Nepal,0,0.086,0.81,92.59
Netherlands,8,0.006,0.83,39.81
New Zealand,4,0,1.11,22.22
Nicaragua,4,0,0.26,18.52
Niger,4,0,0.72,25.93
Nigeria,9,0.198,1.01,71.76
North Macedonia,2,0.114,1,0
Norway,8,0.003,0.84,40.74
Oman,0,0.331,1.09,87.96
Pakistan,5,0.159,0.87,66.67
Palestine,1,0,1.5,83.33
Panama,1,0.336,1.13,83.33
Papua New Guinea,8,0,0,49.07
Paraguay,7,0.027,1.18,75.93
Peru,1,0,1.04,78.7
Philippines,1,0.072,1.45,83.33
Poland,6,0.017,0.94,50.93
Portugal,9,0.024,1.01,72.69
Qatar,1,0.167,0.69,80.56
Romania,8,0.039,1.2,41.67
Russia,9,0.023,0.95,70.83
Rwanda,7,0.009,1.11,77.78
Saint Kitts and Nevis,2,0,0,0
Saint Lucia,2,0,0,0
Saint Vincent and the Grenadines,2,0,0,0
Samoa,2,0,0,0
San Marino,4,0,0.18,33.33
Sao Tome and Principe,2,0,0.53,0
Saudi Arabia,9,0.079,0.96,71.3
Senegal,8,0.115,0.99,46.3
Serbia,8,0.039,1.36,38.89
Seychelles,4,0,0,23.15
Sierra Leone,8,0,0.96,46.3
Singapore,8,0.013,0.86,50
Slovakia,8,0.011,1.39,37.96
Slovenia,8,0.016,1.52,39.81
Solomon Islands,4,0,0,33.33
Somalia,4,0,0.77,31.48
South Africa,7,0.223,1.33,76.85
South Korea,8,0.005,0.97,50.46
South Sudan,1,0,0.77,85.19
Spain,6,0.009,1.28,56.94
Sri Lanka,6,0.005,1,53.7
Sudan,1,0,1.03,84.26
Suriname,0,0,1.18,89.81
Sweden,6,0,0.98,59.26
Switzerland,8,0.009,1.34,39.35
Syria,3,0,1.25,69.44
Taiwan,4,0.002,0.34,23.15
Tajikistan,5,0,1.02,62.96
Tanzania,4,0,0,25
Thailand,6,0.001,1.03,52.78
Timor,4,0,0,29.63
Togo,6,0.015,1.04,53.7
Trinidad and Tobago,6,0.029,0.15,60.19
Tunisia,4,0.004,1.25,26.85
Turkey,5,0.024,0.9,63.89
Uganda,0,0,0.97,87.04
Ukraine,8,0.076,0.98,41.67
United Arab Emirates,8,0.01,1.09,43.52
United Kingdom,3,0.004,0.97,69.91
United States,3,0,1.21,68.98
Uruguay,8,0.004,1.08,43.52
Uzbekistan,5,0,1.29,66.2
Vanuatu,5,0,0,66.67
Vatican,2,0,0,0
Venezuela,0,0,1.29,87.04
Vietnam,6,0,0.36,55.56
Yemen,6,0,0.97,58.33
Zambia,6,0.013,0.89,50.93
Zimbabwe,9,0.047,1.34,70.37
