country,cluster,reproduction_rate,positive_rate,stringency_index
Afghanistan,4,0,1.06,28.7
Albania,2,0,1,54.63
Algeria,1,0,0.81,75.93
Andorra,2,0,1.46,53.7
Angola,8,0,1.12,75
Antigua and Barbuda,3,0,0.26,0
Argentina,7,0.512,1.06,87.96
Armenia,3,0,1.34,0
Australia,6,0,0.67,68.06
Austria,0,0.042,1.09,40.74
Azerbaijan,6,0,0.86,68.98
Bahamas,3,0,1.2,0
Bahrain,5,0.055,0.94,63.89
Bangladesh,1,0.115,0.93,80.09
Barbados,0,0,0.69,35.19
Belarus,4,0.022,1.24,16.67
Belgium,2,0.047,1.38,52.78
Belize,8,0,1.16,72.22
Benin,9,0,0.94,47.22
Bhutan,1,0,0.78,77.78
Bolivia,7,0.324,0.81,84.26
Bosnia and Herzegovina,0,0,1.16,40.74
Botswana,5,0,0.76,63.89
Brazil,6,0,0.97,67.13
Brunei,0,0,0,35.19
Bulgaria,0,0.06,1.32,35.19
Burkina Faso,0,0,0.99,36.11
Burundi,4,0,0.74,14.81
Cambodia,0,0,0.36,37.04
Cameroon,2,0,0.94,52.78
Canada,5,0.019,1.29,60.65
Cape Verde,6,0.183,1.07,67.13
Central African Republic,2,0,0.55,56.48
Chad,1,0,1.01,76.85
Chile,1,0.056,1,81.94
China,2,0,1,54.17
Colombia,8,0,0.97,71.3
Comoros,3,0,0.65,0
Congo,2,0,0.56,56.48
Costa Rica,5,0,1.02,62.96
Cote d'Ivoire,0,0.041,0.92,36.11
Croatia,4,0.037,1,28.7
Cuba,7,0.006,0.95,84.26
Cyprus,2,0.006,1.43,53.7
Czechia,0,0.117,1.27,38.89
Democratic Republic of Congo,9,0.08,1.07,43.52
Denmark,2,0.011,1.16,50.93
Djibouti,2,0,0.83,50.93
Dominica,4,0,0,28.7
Dominican Republic,1,0.119,0.92,78.7
Ecuador,2,0,0.98,51.39
Egypt,5,0,0.94,62.96
El Salvador,5,0.049,1.08,61.11
Equatorial Guinea,3,0,0.49,0
Eritrea,7,0,0.32,82.41
Estonia,4,0.013,1.21,25.93
Eswatini,6,0,0.83,64.81
Ethiopia,1,0.086,1.02,77.78
Fiji,2,0,0,51.85
Finland,0,0.008,1.33,32.41
France,2,0.062,1.28,49.54
Gabon,6,0,1.05,66.67
Gambia,1,0,0.64,75.93
Georgia,5,0,1.45,60.19
Germany,2,0,1.21,49.54
Ghana,9,0.043,1.04,44.44
Greece,2,0.029,1.14,50.46
Grenada,3,0,0,0
Guatemala,6,0.183,1,67.59
Guinea,5,0,1.08,58.8
Guinea-Bissau,3,0,0.45,0
Guyana,1,0,1.05,79.17
Haiti,9,0,0.9,47.22
Honduras,7,0,1.04,84.26
Hong Kong,2,0,0,51.85
Hungary,0,0.084,1.13,40.74
Iceland,0,0.023,1.42,37.96
India,8,0.074,0.95,75.46
Indonesia,8,0.136,1.03,72.69
International,3,0,0,0
Iran,2,0.131,1.12,54.63
Iraq,5,0.211,1,61.11
Ireland,2,0.026,1.29,52.31
Israel,7,0.129,1.06,85.19
Italy,9,0.019,1.18,47.22
Jamaica,1,0.25,1.03,78.7
Japan,0,0.015,1.04,33.33
Jordan,5,0,1.74,63.89
Kazakhstan,1,0.017,0.98,78.7
Kenya,8,0.047,1.15,71.3
Kosovo,5,0,0.96,58.33
Kuwait,6,0.144,0.9,65.74
Kyrgyzstan,6,0,1.25,67.13
Laos,0,0,0,36.11
Latvia,0,0.01,1.58,37.04
Lebanon,5,0,1.16,59.26
Lesotho,5,0,0.92,59.26
Liberia,5,0,0.98,60.19
Libya,7,0,1.1,86.11
Liechtenstein,3,0,1.17,0
Lithuania,0,0.021,1.33,34.26
Luxembourg,9,0.011,1.21,47.22
Madagascar,5,0.109,0.77,58.33
Malawi,2,0.018,0.85,54.63
Malaysia,2,0.011,1.65,54.63
Maldives,3,0.038,0.91,0
Mali,9,0,1.1,43.52
Malta,3,0.014,0.98,0
Marshall Islands,3,0,0,0
Mauritania,4,0.059,0.83,17.59
Mauritius,4,0,0.51,22.22
Mexico,8,0.4,1.07,73.61
Moldova,0,0,1.15,37.96
Monaco,3,0,0.93,0
Mongolia,9,0,0.29,46.3
Montenegro,3,0,0.98,0
Morocco,5,0.096,1.07,63.89
Mozambique,5,0.155,1.09,62.04
Myanmar,1,0.18,1.46,81.02
Namibia,5,0.088,0.86,60.19
Nepal,1,0.13,1.2,76.85
Netherlands,5,0,1.36,62.04
New Zealand,0,0,0.7,31.94
Nicaragua,3,0,0.48,11.11
Niger,4,0,0.93,14.81
Nigeria,2,0.038,0.95,54.63
North Macedonia,3,0.098,1.18,0
Norway,0,0.008,1.08,32.41
Oman,7,0,1.14,86.11
Pakistan,9,0.019,1.05,41.2
Palestine,7,0,0.82,82.41
Panama,7,0.131,1,87.04
Papua New Guinea,9,0,0.71,45.37
Paraguay,1,0.282,1.05,81.48
Peru,7,0,0.91,85.19
Philippines,6,0.073,0.9,67.13
Poland,4,0.064,1.46,23.15
Portugal,5,0.035,1.15,58.8
Qatar,6,0.045,0.94,64.81
Romania,9,0.077,1.19,43.52
Russia,0,0.021,1.22,40.74
Rwanda,1,0.007,0.64,75.93
Saint Kitts and Nevis,3,0,0,0
Saint Lucia,3,0,0,0
Saint Vincent and the Grenadines,3,0,0,0
Samoa,3,0,0,0
San Marino,0,0,0.37,29.63
Sao Tome and Principe,3,0,0.55,0
Saudi Arabia,5,0.011,0.87,57.41
Senegal,9,0.025,0.8,40.74
Serbia,2,0.011,1.08,54.63
Seychelles,0,0,0.24,39.81
Sierra Leone,0,0,0.96,29.63
Singapore,2,0.001,0.78,52.78
Slovakia,0,0.076,1.48,31.48
Slovenia,2,0.052,1.36,50
Solomon Islands,0,0,0,36.11
Somalia,2,0,0.7,52.78
South Africa,9,0.093,0.91,44.44
South Korea,2,0.008,0.96,54.63
South Sudan,0,0.021,1.04,38.89
Spain,5,0.085,1.15,60.65
Sri Lanka,4,0.004,0.97,26.85
Sudan,2,0,1.04,51.85
Suriname,6,0,0.82,67.59
Sweden,2,0.023,1.38,55.56
Switzerland,9,0.033,1.31,43.06
Syria,9,0,0.99,47.69
Taiwan,4,0.003,1.17,23.15
Tajikistan,0,0,0.99,36.11
Tanzania,3,0,0,8.33
Thailand,9,0.002,0.94,47.22
Timor,0,0,0,29.63
Togo,2,0.013,1.05,50.93
Trinidad and Tobago,1,0.302,0.8,80.56
Tunisia,4,0,1.41,23.15
Turkey,6,0.014,0.89,69.91
Uganda,8,0.067,1.03,73.15
Ukraine,5,0.143,1.14,58.8
United Arab Emirates,2,0.01,1.12,50.93
United Kingdom,6,0.026,1.32,67.59
United States,5,0,1.02,62.5
Uruguay,9,0.006,1.14,43.52
Uzbekistan,9,0,0.93,43.52
Vanuatu,4,0,0,22.22
Vatican,3,0,0,0
Venezuela,7,0,0.92,87.96
Vietnam,2,0.001,0.64,55.56
Yemen,9,0,0.76,45.37
Zambia,9,0.03,0.89,48.15
Zimbabwe,1,0.033,0.93,76.85
