country,cluster,reproduction_rate,positive_rate,stringency_index
Afghanistan,3,0,1.43,84.26
Albania,4,0,0.71,89.81
Algeria,7,0,1.28,76.85
Andorra,8,0,0.53,52.78
Angola,7,0,0,78.7
Antigua and Barbuda,5,0,0,0
Argentina,2,0.069,1.22,88.89
Armenia,5,0,1.37,0
Australia,6,0.001,0.59,69.44
Austria,7,0.009,0.6,75
Azerbaijan,2,0,1.09,87.96
Bahamas,5,0,0,0
Bahrain,7,0.028,1.29,75
Bangladesh,9,0.114,1.4,93.52
Barbados,2,0,0,88.89
Belarus,5,0.111,1.34,16.67
Belgium,3,0.042,0.73,81.48
Belize,7,0,0,76.85
Benin,6,0,0,70.83
Bhutan,3,0,0,83.33
Bolivia,3,0.299,1.46,84.26
Bosnia and Herzegovina,4,0,1.16,90.74
Botswana,0,0,0,86.11
Brazil,7,0,1.48,77.31
Brunei,8,0,0.05,58.33
Bulgaria,6,0.025,1.09,73.15
Burkina Faso,3,0,0.95,84.26
Burundi,5,0,0,13.89
Cambodia,8,0,0.04,57.41
Cameroon,6,0,1.25,71.3
Canada,6,0.065,1.03,72.69
Cape Verde,7,0,1.07,79.63
Central African Republic,6,0,0,68.52
Chad,2,0,0,88.89
Chile,6,0.111,1.47,73.15
China,8,0,0.33,56.94
Colombia,4,0,1.35,90.74
Comoros,5,0,0,0
Congo,1,0,0.8,97.22
Costa Rica,3,0,0.93,81.48
Cote d'Ivoire,3,0.096,1.19,80.56
Croatia,4,0.012,0.51,89.81
Cuba,3,0.02,0.86,83.33
Cyprus,9,0.003,0.66,94.44
Czechia,8,0.011,0.7,57.41
Democratic Republic of Congo,3,0,1.14,80.56
Denmark,6,0.011,0.91,68.52
Djibouti,9,0,0.76,94.44
Dominica,7,0,0,79.63
Dominican Republic,1,0.175,1.18,100
Ecuador,9,0,0.87,93.52
Egypt,3,0,1.32,84.26
El Salvador,9,0.016,1.2,94.44
Equatorial Guinea,5,0,0.53,0
Eritrea,9,0,0,93.52
Estonia,7,0.011,0.64,75
Eswatini,3,0,0,84.26
Ethiopia,7,0.002,0.58,80.56
Fiji,2,0,0,88.89
Finland,8,0.029,0.93,60.19
France,2,0,0.98,87.96
Gabon,7,0,1.15,79.63
Gambia,7,0,0,78.7
Georgia,1,0,1.06,96.3
Germany,7,0,0.67,76.85
Ghana,6,0.039,1.39,62.04
Greece,3,0.008,0.79,84.26
Grenada,5,0,0,0
Guatemala,1,0.135,1.32,96.3
Guinea,7,0,1.13,78.7
Guinea-Bissau,5,0,0.87,0
Guyana,0,0,0,87.04
Haiti,4,0,0,89.81
Honduras,1,0,1.38,100
Hong Kong,6,0,0,66.67
Hungary,7,0.028,0.86,76.85
Iceland,8,0.002,0.2,53.7
India,1,0.036,1.42,96.3
Indonesia,7,0.099,1.1,80.09
International,5,0,0,0
Iran,8,0.103,0.81,53.7
Iraq,0,0.015,1.35,85.19
Ireland,4,0.063,0.76,90.74
Israel,3,0.014,0.5,84.26
