country,cluster,reproduction_rate,positive_rate,stringency_index
Afghanistan,0,0,0.79,78.7
Albania,4,0,1.09,62.96
Algeria,7,0,1.09,74.07
Andorra,3,0,1.01,45.37
Angola,0,0,1.14,76.39
Antigua and Barbuda,8,0,0,0
Argentina,1,0.415,1.18,90.74
Armenia,8,0,0.83,0
Australia,6,0.006,1.29,68.06
Austria,3,0.008,1.11,35.19
Azerbaijan,1,0,0.84,96.3
Bahamas,8,0,2.12,0
Bahrain,6,0.04,0.99,69.44
Bangladesh,9,0.228,0.92,80.09
Barbados,3,0,0.44,45.37
Belarus,5,0.017,0.83,16.67
Belgium,2,0.021,1.49,50
Belize,6,0,0,69.44
Benin,3,0,0.95,41.67
Bhutan,4,0,0,62.96
Bolivia,9,0.576,1.05,84.26
Bosnia and Herzegovina,4,0,1.17,59.26
Botswana,4,0,0.85,57.41
Brazil,9,0,1.07,81.02
Brunei,2,0,0,49.07
Bulgaria,3,0.049,1.05,36.11
Burkina Faso,3,0,0.99,45.37
Burundi,5,0,0.67,13.89
Cambodia,3,0,0.36,38.89
Cameroon,4,0,1,60.19
Canada,6,0.013,1.08,67.13
Cape Verde,6,0.107,1.08,68.06
Central African Republic,2,0,0.63,54.63
Chad,6,0,0.82,67.59
Chile,9,0.127,0.89,84.72
China,0,0,1.65,78.24
Colombia,1,0,1.19,87.04
Comoros,8,0,0.68,0
Congo,4,0,0.69,62.04
Costa Rica,7,0,1.22,73.61
Cote d'Ivoire,4,0.143,0.92,60.65
Croatia,3,0.065,0.91,35.19
Cuba,6,0.002,1.92,66.67
Cyprus,2,0.001,1.6,47.22
Czechia,3,0.038,1.24,37.5
Democratic Republic of Congo,2,0.11,1.06,55.56
Denmark,2,0.003,1.29,54.63
Djibouti,2,0,0.78,50.93
Dominica,3,0,0,44.44
Dominican Republic,0,0.339,1.1,78.7
Ecuador,0,0,1.03,78.24
Egypt,4,0,0.69,60.19
El Salvador,1,0.157,1.1,89.81
Equatorial Guinea,8,0,0.27,0
Eritrea,1,0,0.28,89.81
Estonia,5,0.004,1.45,25.93
Eswatini,9,0,1.16,80.56
Ethiopia,9,0.084,1.42,80.56
Fiji,2,0.004,0,51.85
Finland,3,0.002,1.18,35.19
France,3,0.013,1.27,46.3
Gabon,6,0,1.07,66.67
Gambia,3,0,1.48,35.65
Georgia,2,0,1.31,51.85
Germany,2,0,1.2,55.09
Ghana,2,0.192,1.08,52.78
Greece,2,0.005,1.27,57.41
Grenada,8,0,0,0
Guatemala,1,0.299,1.08,96.3
Guinea,6,0,1.09,68.52
Guinea-Bissau,8,0,0.69,0
Guyana,0,0,1.23,77.31
Haiti,5,0,0.9,28.7
Honduras,1,0,1.07,96.3
Hungary,2,0.006,1.24,54.63
Iceland,3,0.014,1.5,39.81
India,0,0.127,1.21,77.78
Indonesia,4,0.135,1.06,62.5
International,8,0,0,0
Iran,4,0.096,0.97,58.8
Iraq,1,0.147,1.09,92.59
Ireland,3,0.002,1.3,38.89
Israel,2,0.066,1.04,54.63
Italy,4,0.005,1.13,58.33
Jamaica,4,0.012,1.29,64.81
