country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Afghanistan,0,2.44,0.077,1.2
Albania,4,132.393,1.737,1.23
Algeria,3,9.236,0,1.44
Andorra,4,284.734,0,1.12
Angola,3,10.619,0.061,1.07
Antigua and Barbuda,0,0,0,0.33
Argentina,4,268.72,9.492,0.92
Armenia,5,448.159,7.424,1.1
Australia,6,0.471,0,0.81
Austria,5,464.336,3.664,1.45
Azerbaijan,4,122.495,1.479,1.32
Bahamas,4,139.861,7.629,0.7
Bahrain,4,135.168,1.175,0.88
Bangladesh,3,10.074,0.103,1.06
Barbados,0,0,0,0.82
Belarus,4,98.314,0.317,1.16
Belgium,2,447.47,23.124,0.91
Belize,5,417.483,5.03,1.16
Benin,0,0,0,0.95
Bhutan,3,2.592,0,0.89
Bolivia,3,5.911,0.857,0.84
Bosnia and Herzegovina,5,473.358,11.278,1.16
Botswana,3,0,0,0.73
Brazil,3,55.716,1.143,1.01
Brunei,0,0,0,0
Bulgaria,2,581.569,9.067,1.41
Burkina Faso,0,0.622,0,1
Burundi,0,0.673,0,0.79
Cambodia,0,0,0,0.86
Cameroon,3,0,0,0.92
Canada,4,125.536,1.908,1.18
Cape Verde,4,111.513,0,1.06
Central African Republic,0,0,0,0.58
Chad,3,0.852,0,0.96
Chile,3,55.555,0.889,0.97
China,3,0.018,0,1.1
Colombia,4,120.591,3.813,1.02
Comoros,0,0,0,0.64
Congo,3,10.511,0,0.58
Costa Rica,4,169.411,2.945,1
Cote d'Ivoire,0,0.455,0,0.94
Croatia,2,347.602,8.282,1.16
Cuba,0,5.739,0,1.11
Cyprus,4,198.653,0,1.28
Czechia,2,1128.865,24.185,1
Democratic Republic of Congo,0,0.357,0.078,1.11
Denmark,4,233.59,0.691,1.17
Djibouti,3,2.024,0,1.06
Dominica,0,0,0,0
Dominican Republic,3,23.691,0.184,1.03
Ecuador,3,31.06,0.34,0.93
Egypt,3,1.925,0.137,1.14
El Salvador,3,0,0.617,1.13
Equatorial Guinea,0,0,0,0.48
Eritrea,3,0,0,0.41
Estonia,0,59.553,0,1.49
Eswatini,3,11.205,0,1.01
Ethiopia,3,4.871,0.043,0.88
Fiji,6,0,0,0
Finland,0,42.774,0,1.11
France,2,561.223,6.588,1.14
Gabon,3,0,0,1.1
Gambia,3,2.897,0.414,0.74
Georgia,5,487.068,5.014,1.26
Germany,4,89.91,0.573,1.32
Ghana,0,0,0,1.17
Greece,4,207.809,1.247,1.37
Grenada,0,0,0,0
Guatemala,3,21.155,0.558,1.01
Guinea,0,0,0,1.09
Guinea-Bissau,0,0,0,0.38
Guyana,3,8.9,0,1.03
Haiti,3,0,0,0.84
Honduras,3,28.573,1.817,0.99
Hungary,2,412.925,8.695,1.4
Iceland,3,76.19,14.652,0.7
India,3,33.517,0.372,0.92
Indonesia,3,10.869,0.373,0.96
International,0,0,0,0
Iran,4,106.342,5.024,1.25
Iraq,4,89.378,1.268,0.97
Ireland,3,60.351,1.013,0.8
Israel,4,97.741,3.004,0.76
Italy,2,467.088,5.838,1.32
Jamaica,3,13.171,1.351,0.93
Japan,0,6.942,0.055,1.21
Jordan,5,473.678,5.292,1.34
Kazakhstan,3,24.392,1.811,1.47
Kenya,3,9.15,0.223,1.2
Kosovo,5,424.261,8.796,1.65
Kuwait,4,184.285,0.702,1.02
Kyrgyzstan,4,137.182,1.226,1.1
Laos,0,0,0,0
Latvia,4,90.658,1.06,1.32
Lebanon,4,221.524,2.198,1.1
Lesotho,3,0,0,0.8
Liberia,3,0,0,1.02
Libya,4,113.661,1.892,1.03
Liechtenstein,1,865.301,0,1.27
Lithuania,5,329.502,1.837,1.46
Luxembourg,2,851.47,11.183,1.4
Madagascar,0,0,0,0.29
Malawi,0,0.052,0,0.87
Malaysia,3,32.565,0.371,1.16
Maldives,4,109.15,0,1
Mali,0,0.543,0,1.14
Malta,4,240.069,-4.53,1.1
Marshall Islands,0,0,0,0
Mauritania,0,4.301,0.215,1.42
Mauritius,0,0,0,0.78
Mexico,3,40.719,3.824,1.02
Moldova,4,176.006,4.958,1.1
Monaco,5,560.595,0,1.43
Mongolia,0,0.61,0,1.01
Montenegro,1,1221.217,3.184,1.7
Morocco,4,121.781,2.005,1.15
Mozambique,3,2.304,0.032,1.06
Myanmar,3,22,0.459,1.02
Namibia,0,7.084,0,0.95
Nepal,4,106.875,0.686,0.97
Netherlands,5,453.87,6.595,0.93
New Zealand,6,0.622,0,0.84
Nicaragua,0,0,0,0.53
Niger,0,0,0,1.31
Nigeria,0,0.665,0.019,1.07
North Macedonia,5,437.27,11.52,1.32
Norway,4,113.812,0,1.39
Oman,3,73.63,1.567,1.02
Pakistan,3,5.944,0.081,1.28
Palestine,4,124.083,1.568,1.18
Panama,4,156.903,2.549,1.08
Papua New Guinea,0,0.782,0,0.69
Paraguay,3,66.176,1.682,0.98
Peru,3,0,0,0.96
Philippines,3,16.07,0.447,0.94
Poland,2,511.644,5.998,1.34
Portugal,4,254.592,4.413,1.29
Qatar,3,78.443,0,0.99
Romania,5,401.972,6.238,1.29
Russia,4,126.296,2.378,1.11
Rwanda,0,0.54,0,1.17
Saint Kitts and Nevis,0,0,0,0
Saint Lucia,0,70.795,0,0
Saint Vincent and the Grenadines,0,0,0,0
Samoa,0,0,0,0
San Marino,1,1944.723,0,1.27
Sao Tome and Principe,0,22.814,0,0.85
Saudi Arabia,0,13.587,0.546,0.98
Senegal,0,0.179,0.06,0.82
Serbia,4,275.99,1.617,1.7
Seychelles,3,40.675,0,0.17
Sierra Leone,0,0.251,0,0.94
Singapore,6,1.538,0,0.94
Slovakia,5,316.321,2.931,1.12
Slovenia,2,565.675,11.544,1.14
Solomon Islands,3,0,0,0
Somalia,0,18.121,0.189,0.71
South Africa,0,20.924,1.248,0.93
South Korea,0,2.302,0.039,1.09
South Sudan,0,1.251,0,1.07
Spain,2,399.296,5.09,1.15
Sri Lanka,3,19.1,0.093,1.18
Sudan,0,0.889,0,1.36
Suriname,3,10.228,0,0.81
Sweden,1,1007.697,0.198,1.53
Switzerland,5,707.83,7.742,1.39
Syria,0,2.571,0.171,1.09
Taiwan,0,0.168,0,1.22
Tajikistan,0,4.508,0.105,1.01
Tanzania,0,0,0,0
Thailand,0,0.1,0,1.02
Timor,0,0,0,0
Togo,0,2.053,0,1.05
Trinidad and Tobago,3,35.727,0.715,0.92
Tunisia,4,103.227,8.63,1.12
Turkey,3,27.781,0.937,1.08
Uganda,3,2.798,0.022,1.18
Ukraine,4,208.443,3.773,1.18
United Arab Emirates,4,101.917,0.607,0.96
United Kingdom,5,295.761,5.848,0.98
United States,5,376.29,4.746,1.27
Uruguay,0,8.924,0.288,1.18
Uzbekistan,0,8.934,0.09,0.89
Vanuatu,0,0,0,0
Vatican,0,0,0,0
Venezuela,3,13.891,0.141,0.9
Vietnam,3,0.103,0,1.32
Yemen,0,0,0,0.73
Zambia,0,6.419,0,0.9
Zimbabwe,3,1.413,0.067,1.16
