country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Afghanistan,1,1.695,0,1.4
Albania,3,7.297,0,1.09
Algeria,3,3.421,0.365,1.28
Andorra,2,297.677,25.885,0.67
Angola,3,0,0,0
Antigua and Barbuda,0,0,0,0
Argentina,3,2.168,0.177,1.26
Armenia,0,14.174,0.337,1.2
Australia,5,2.353,0.118,0.43
Austria,3,13.213,2.332,0.48
Azerbaijan,3,5.622,0,0.83
Bahamas,0,2.543,2.543,0
Bahrain,3,23.508,0,1.33
Bangladesh,3,1.615,0.091,2.16
Barbados,3,0,0,0
Belarus,0,60.851,0.212,1.75
Belgium,4,114.672,26.403,1.02
Belize,1,0,0,0
Benin,1,0,0,0
Bhutan,1,0,0,0
Bolivia,3,2.056,0.171,1.4
Bosnia and Herzegovina,3,14.326,0.914,1.16
Botswana,1,0,0,0
Brazil,1,15.323,1.021,1.58
Brunei,1,0,0,0.2
Bulgaria,1,6.62,0.432,1.24
Burkina Faso,1,0.526,0.144,0.95
Burundi,0,0,0,0
Cambodia,1,0,0,0.08
Cameroon,1,0,0,1.27
Canada,3,53.124,2.57,1.26
Cape Verde,1,0,0,0
Central African Republic,1,0,0,0
Chad,3,0,0,0
Chile,3,23.279,0.575,1.36
China,1,0.248,0.896,1.07
Colombia,1,4.049,0.177,1.3
Comoros,0,0,0,0
Congo,3,4.712,0.181,0.79
Costa Rica,1,1.374,0,0.81
Cote d'Ivoire,1,1.289,0,1.25
Croatia,3,5.603,0.244,0.67
Cuba,3,5.386,0.353,1.18
Cyprus,5,17.125,0,0.74
Czechia,3,10.832,0.374,0.76
Democratic Republic of Congo,1,0.223,0.011,1.13
Denmark,3,33.493,2.59,1
Djibouti,2,142.712,0,1.51
Dominica,1,0,0,0
Dominican Republic,3,34.2,0.369,1.32
Ecuador,3,12.753,1.02,1.19
Egypt,1,1.671,0.088,1.33
El Salvador,5,2.004,0.154,1.17
Equatorial Guinea,0,19.957,0,0
Eritrea,3,0,0,0
Estonia,3,18.846,1.508,0.8
Eswatini,1,0,0,0
Ethiopia,5,0.035,0,0
Fiji,5,0,0,0
Finland,3,21.658,1.263,1.07
France,4,30.778,11.659,1.21
Gabon,3,12.58,0,0
Gambia,1,0,0,0
Georgia,3,5.515,0,1.2
Germany,3,44.149,3.581,0.77
Ghana,5,0,0,1.42
Greece,5,1.631,0.288,0.85
Grenada,0,0,0,0
Guatemala,3,1.005,0.112,1.27
Guinea,1,2.97,0.152,1.14
Guinea-Bissau,0,0,0,0
Guyana,3,10.171,0,0
Haiti,3,0.175,0,0
Honduras,3,1.615,0.606,1.28
Hungary,3,11.49,1.449,1.14
Iceland,5,43.956,2.93,0.39
India,3,0.668,0.028,1.57
Indonesia,1,1.488,0.088,1.27
International,0,0,0,0
Iran,1,17.847,1.06,0.8
Iraq,5,1.193,0.025,0.85
Ireland,4,143.586,8.911,1.19
Israel,3,34.429,1.04,0.77
Italy,4,57.772,9.51,0.86
Jamaica,1,0,0,0.96
Japan,1,4.428,0.103,1.12
Jordan,3,0.49,0,0.69
Kazakhstan,3,7.669,0,1.43
Kenya,5,0.223,0,1.03
Kosovo,3,13.452,1.035,1.17
Kuwait,3,31.378,0.468,1.39
Kyrgyzstan,3,3.525,0,1.11
Laos,3,0,0,0
Latvia,5,3.711,0,0.9
Lebanon,1,0.733,0,0.97
Lesotho,3,0,0,0
Liberia,3,3.361,0.198,0
Libya,3,0,0,0
Liechtenstein,0,0,0,0
Lithuania,5,7.714,0.367,0.94
Luxembourg,4,57.51,4.793,0.67
Madagascar,3,0.217,0,0.57
Malawi,1,0.052,0,0
Malaysia,3,2.132,0.062,0.79
Maldives,5,5.55,0,0
Mali,1,0,0,1.09
Malta,5,22.648,0,0.66
Marshall Islands,0,0,0,0
Mauritania,1,0,0,0
Mauritius,1,0,0,0.37
Mexico,3,4.483,0.465,1.56
Moldova,3,27.268,0.496,1.22
Monaco,3,25.482,0,0
Mongolia,1,0,0,0
Montenegro,0,0,1.592,0.51
Morocco,3,7.613,0.135,1.38
Mozambique,1,0.096,0,0
Myanmar,3,0.055,0,0
Namibia,1,0,0,0
Nepal,5,0.48,0,0
Netherlands,3,72.134,8.404,0.97
New Zealand,5,1.659,0.415,0.47
Nicaragua,0,0,0,0
Niger,1,1.776,0.165,0.89
Nigeria,3,0.247,0.019,1.62
North Macedonia,0,17.28,1.44,1.07
Norway,3,7.563,1.66,0.73
Oman,3,9.791,0.392,1.3
Pakistan,3,2.775,0.036,1.47
Palestine,3,2.548,0,0.94
Panama,3,61.417,1.391,1.19
Papua New Guinea,1,0,0,0
Paraguay,3,3.505,0,1.1
Peru,3,30.268,0.789,1.67
Philippines,3,1.989,0.228,1.04
Poland,3,12.181,0.476,1.11
Portugal,3,17.751,2.746,0.91
Qatar,2,194.373,0,1.92
Romania,3,18.713,0.988,1.11
Russia,3,27.889,0.281,1.9
Rwanda,5,0.386,0,0.65
Saint Kitts and Nevis,0,0,0,0
Saint Lucia,0,0,0,0
Saint Vincent and the Grenadines,0,0,0,0
Samoa,0,0,0,0
San Marino,2,265.189,29.465,1.09
Sao Tome and Principe,0,0,0,0
Saudi Arabia,3,21.888,0.115,1.67
Senegal,3,0.418,0,1.35
Serbia,3,54.669,1.029,1.23
Seychelles,3,0,0,0
Sierra Leone,1,1.379,0,0
Singapore,2,106.489,0.171,2.14
Slovakia,3,13.188,0.183,1.07
Slovenia,3,17.317,2.405,0.7
Solomon Islands,1,0,0,0
Somalia,1,2.265,0.063,0
South Africa,3,3.001,0.034,1.56
