country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Afghanistan,5,0.719,0,1.01
Albania,6,54.208,0.695,1.09
Algeria,6,6.203,0.228,0.84
Andorra,5,0,0,1.48
Angola,6,3.803,0.122,1.13
Antigua and Barbuda,5,0,0,0
Argentina,0,263.41,5.509,1.09
Armenia,5,58.72,0.337,1.1
Australia,2,1.569,0.353,0.58
Austria,6,73.725,0.111,1.44
Azerbaijan,6,14.005,0.099,0.99
Bahamas,5,0,0,1.11
Bahrain,0,444.88,2.351,1.04
Bangladesh,6,11.488,0.249,0.88
Barbados,5,0,0,0.7
Belarus,5,20.001,0.635,1.12
Belgium,1,75.671,0,1.29
Belize,6,0,0,1.15
Benin,5,0,0,0.94
Bhutan,6,5.184,0,0.77
Bolivia,1,73.674,4.026,0.86
Bosnia and Herzegovina,1,87.173,1.524,1.16
Botswana,6,53.58,0.425,0.78
Brazil,0,190.803,4.625,0.94
Brunei,5,0,0,0
Bulgaria,6,23.458,0.576,1.05
Burkina Faso,5,0.478,0,1
Burundi,5,0.252,0,0.73
Cambodia,5,0,0,0.22
Cameroon,6,6.065,0,0.99
Canada,3,21.753,0.238,1.25
Cape Verde,1,151.082,0,1.08
Central African Republic,6,2.278,0,0.62
Chad,6,0.183,0,1.04
Chile,1,85.896,4.133,0.99
China,5,0.019,0,0.82
Colombia,1,153.549,4.363,0.92
Comoros,5,0,0,0.65
Congo,6,0,-5.618,0.56
Costa Rica,0,260.104,4.711,1.11
Cote d'Ivoire,5,2.047,0,0.93
Croatia,6,70.885,0.487,0.96
Cuba,3,8.122,0.177,1.15
Cyprus,2,3.425,0,0.96
Czechia,1,128.584,0.374,1.66
Democratic Republic of Congo,5,0.212,0.022,1.06
Denmark,3,54.729,0.173,1.32
Djibouti,6,3.036,0,1.1
Dominica,5,27.781,0,0
Dominican Republic,1,71.811,1.106,1
Ecuador,6,58.947,2.721,1.23
Egypt,6,1.505,0.127,0.95
El Salvador,6,13.259,0.617,1.03
Equatorial Guinea,5,0,0,0.47
Eritrea,6,5.639,0,0.25
Estonia,3,11.308,0,1.26
Eswatini,6,49.993,0.862,0.85
Ethiopia,6,7.637,0.07,0.75
Fiji,3,0,0,0
Finland,3,7.039,0,1.3
France,1,137.131,0.214,1.29
Gabon,6,0,0,1.04
Gambia,6,15.31,0.414,0.76
Georgia,6,14.289,0,2.14
Germany,6,20.481,0.036,1.11
Ghana,5,0,0,0.99
Greece,6,35.69,0.384,1.14
Grenada,5,0,0,0
Guatemala,6,38.179,1.172,0.98
Guinea,6,4.645,0,1.08
Guinea-Bissau,5,15.244,0.508,0.53
