country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Afghanistan,1,0.976,0.051,1.42
Albania,1,9.73,0,1.09
Algeria,1,1.574,0.502,1.15
Andorra,5,452.986,12.942,0.85
Angola,1,0.122,0,0
Antigua and Barbuda,3,0,0,0
Argentina,1,0,0.022,1.4
Armenia,3,17.548,0,1.16
Australia,4,5.373,0.196,0.77
Austria,4,29.979,1.999,0.73
Azerbaijan,1,6.214,0.197,1.59
Bahamas,3,0,0,0
Bahrain,4,7.052,0,1.34
Bangladesh,4,0.109,0.006,0
Barbados,1,13.919,3.48,0
Belarus,3,12.911,0.317,2.33
Belgium,2,108.718,14.151,1.4
Belize,1,2.515,0,0
Benin,6,0.495,0,0
Bhutan,1,0,0,0
Bolivia,1,1.542,0,1.31
Bosnia and Herzegovina,1,9.144,0.61,1.17
Botswana,1,0.85,0,0
Brazil,1,3.623,0.193,1.83
Brunei,6,0,0,0.17
Bulgaria,1,4.03,0.432,1.09
Burkina Faso,1,1.292,0.048,0.96
Burundi,3,0,0,0
Cambodia,6,0,0,0.13
Cameroon,6,3.579,0,1.3
Canada,1,73.605,1.086,1.64
Cape Verde,1,0,0,0
Central African Republic,6,0,0,0
Chad,6,0,0,0
Chile,1,16.217,0.366,1.59
China,6,0.041,0.002,0.85
Colombia,1,1.553,0.059,1.53
Comoros,3,0,0,0
Congo,1,4.168,0.544,0
Costa Rica,1,3.73,0,0.95
Cote d'Ivoire,1,0.607,0.076,1.3
Croatia,1,13.641,0.731,0.99
Cuba,4,2.825,0.177,1.41
Cyprus,1,22.834,-2.283,1.12
Czechia,4,10.739,0.747,1.08
Democratic Republic of Congo,1,0,0,1.12
Denmark,4,50.413,3.108,1.23
Djibouti,1,9.109,0,0
Dominica,1,0,0,0
Dominican Republic,1,23.691,1.291,1.57
Ecuador,1,10.259,0.453,1.64
Egypt,1,1.007,0.068,1.56
El Salvador,1,0.925,0,0
Equatorial Guinea,3,0,0,0
Eritrea,1,0,0,0
Estonia,4,43.723,1.508,1.09
Eswatini,1,0,0,0
Ethiopia,4,0.043,0.017,0
Fiji,1,0,0,0
Finland,4,8.122,0.541,1.3
France,2,29.292,7.951,1.53
Gabon,6,0,0,0
Gambia,1,0,0,0
Georgia,1,3.008,0.251,0.93
Germany,1,48.112,1.671,1.12
Ghana,4,0.29,0,1.4
Greece,1,5.948,0.48,1.02
Grenada,3,0,0,0
Guatemala,1,0,0,0
Guinea,1,0.761,0,1.14
Guinea-Bissau,3,0,0,0
Guyana,1,1.271,0,0
Haiti,1,0.088,0.088,0
Honduras,1,0.404,0.707,1.26
Hungary,4,5.693,0.207,1.4
Iceland,5,202.198,0,0.88
India,1,0.367,0.009,2.01
Indonesia,6,0.662,0.026,1.5
International,3,0,0,0
Iran,6,29.562,1.798,0.97
Iraq,1,2.064,0.124,1.29
Ireland,4,78.983,4.253,1.57
Israel,1,67.356,0.809,1.1
Italy,2,71.384,8.683,0.91
