country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Afghanistan,2,0.026,0,0
Albania,3,3.822,0,0
Algeria,2,0.091,0.023,0
Andorra,1,0,0,0
Angola,4,0,0,0
Antigua and Barbuda,1,0,0,0
Argentina,2,0,0,0
Armenia,1,1.012,0,0
Australia,4,0,0,2.16
Austria,2,6.218,0.111,2.94
Azerbaijan,2,0,0,0
Bahamas,1,0,0,0
Bahrain,2,0,0,1.3
Bangladesh,2,0,0,0
Barbados,4,0,0,0
Belarus,0,0.317,0,0
Belgium,2,0,0,2.5
Belize,4,0,0,0
Benin,4,0,0,0
Bhutan,2,0,0,0
Bolivia,3,0,0,0
Bosnia and Herzegovina,3,1.219,0,0
Botswana,4,0,0,0
Brazil,2,0.066,0,0
Brunei,2,0,0,0
Bulgaria,2,0,0,0
Burkina Faso,4,0,0,0
Burundi,4,0,0,0
Cambodia,4,0,0,0
Cameroon,1,0,0,0
Canada,2,0.238,0,2.56
Cape Verde,4,0,0,0
Central African Republic,1,0,0,0
Chad,4,0,0,0
Chile,1,0,0,0
China,3,0.008,0.008,0.23
Colombia,2,0,0,0
Comoros,1,0,0,0
Congo,4,0,0,0
Costa Rica,2,1.767,0,0
Cote d'Ivoire,4,0,0,0
Croatia,2,0,0,0
Cuba,4,0.265,0,0
Cyprus,2,0,0,0
Czechia,3,0.28,0,0
Democratic Republic of Congo,4,0,0,0
Denmark,3,29.868,0,1.57
Djibouti,1,0,0,0
Dominica,1,0,0,0
Dominican Republic,4,0,0,0
Ecuador,4,0,0,0
Egypt,1,0.068,0,0
El Salvador,3,0,0,0
Equatorial Guinea,1,0,0,0
Eritrea,4,0,0,0
Estonia,2,0,0,0
Eswatini,4,0,0,0
Ethiopia,1,0,0,0
Fiji,4,0,0,0
Finland,2,0,0,0
France,3,0,0,2.42
Gabon,4,0,0,0
Gambia,4,0,0,0
Georgia,3,0,0,0
Germany,2,2.029,0,2.93
Ghana,4,0,0,0
Greece,2,0,0,0
Grenada,1,0,0,0
Guatemala,2,0,0,0
Guinea,4,0,0,0
Guinea-Bissau,1,0,0,0
Guyana,2,1.271,1.271,0
Haiti,4,0,0,0
Honduras,4,0,0,0
Hungary,2,0,0,0
Iceland,3,52.747,0,0
India,2,0.008,0,0
Indonesia,2,0,0,0
International,1,0,0,0
Iran,3,12.799,0.893,1.59
Iraq,3,0,0.025,0
Ireland,2,0,0,0
Israel,2,2.426,0,0
Italy,3,43.846,3.126,2.23
Jamaica,2,0.338,0,0
Japan,2,0.443,0.032,1.36
