country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Afghanistan,0,0.051,0,0
Albania,0,0.695,0,0
Algeria,1,0.023,0,0
Andorra,1,0,0,0
Angola,2,0,0,0
Antigua and Barbuda,1,0,0,0
Argentina,2,0,0,0
Armenia,1,0,0,0
Australia,2,0.588,0,0
Austria,2,2.998,0,2.76
Azerbaijan,0,0,0,0
Bahamas,1,0,0,0
Bahrain,0,5.877,0,0
Bangladesh,2,0,0,0
Barbados,2,0,0,0
Belarus,1,0,0,0
Belgium,2,3.365,0,2.41
Belize,2,0,0,0
Benin,2,0,0,0
Bhutan,0,0,0,0
Bolivia,4,0,0,0
Bosnia and Herzegovina,2,0,0,0
Botswana,2,0,0,0
Brazil,2,0.024,0,0
Brunei,2,2.286,0,0
Bulgaria,0,0,0,0
Burkina Faso,1,0,0,0
Burundi,2,0,0,0
Cambodia,2,0,0,0
Cameroon,1,0,0,0
Canada,1,0.344,0.026,0
Cape Verde,2,0,0,0
Central African Republic,1,0,0,0
Chad,2,0,0,0
Chile,1,0,0,0
China,4,0.026,0.016,0.21
Colombia,2,0,0,0
Comoros,1,0,0,0
Congo,1,0,0,0
Costa Rica,2,0.785,0,0
Cote d'Ivoire,1,0,0,0
Croatia,2,0,0,0
Cuba,2,0,0,0
Cyprus,2,2.283,0,0
Czechia,2,0,0,0
Democratic Republic of Congo,1,0,0,0
Denmark,0,9.496,0,0
Djibouti,1,0,0,0
Dominica,1,0,0,0
Dominican Republic,2,0,0,0
Ecuador,2,0.057,0,0
Egypt,1,0.059,0,0
El Salvador,2,0,0,0
Equatorial Guinea,1,0,0,0
Eritrea,1,0,0,0
Estonia,1,0,0,0
Eswatini,2,0,0,0
Ethiopia,1,0,0,0
Fiji,2,0,0,0
Finland,2,1.263,0,0
France,0,1.272,0,2.5
Gabon,2,0,0,0
Gambia,2,0,0,0
Georgia,0,0.501,0,0
Germany,0,1.623,0.024,2.88
Ghana,1,0,0,0
Greece,0,0,0,0
Grenada,1,0,0,0
Guatemala,0,0,0,0
Guinea,2,0,0,0
Guinea-Bissau,1,0,0,0
Guyana,2,0,0,0
Haiti,2,0,0,0
Honduras,2,0,0,0
Hungary,2,0.207,0,0
Iceland,2,23.443,0,0
India,0,0.003,0,0
Indonesia,0,0.048,0,0
International,1,0,0,0
Iran,0,7.084,0.512,1.26
Iraq,4,0,0,0
Ireland,2,0.405,0,0
Israel,6,0.462,0,0
Italy,4,29.721,1.604,2.39
Jamaica,2,0,0,0
Japan,0,0.221,0.016,1.44
Jordan,2,0,0,0
Kazakhstan,2,0,0,0
Kenya,2,0,0,0
Kosovo,1,0,0,0
Kuwait,0,0,0,0
Kyrgyzstan,0,0,0,0
Laos,1,0,0,0
Latvia,6,2.121,0,0
Lebanon,0,0,0,0
Lesotho,2,0,0,0
Liberia,1,0,0,0
Libya,1,0,0,0
Liechtenstein,1,0,0,0
Lithuania,2,0,0,0
Luxembourg,0,0,0,0
Madagascar,1,0,0,0
Malawi,2,0,0,0
Malaysia,0,0.556,0,0
Maldives,1,0,0,0
Mali,1,0,0,0
Malta,6,0,0,0
Marshall Islands,1,0,0,0
Mauritania,1,0,0,0
Mauritius,1,0,0,0
Mexico,5,0,0,0
Moldova,2,0,0,0
Monaco,0,0,0,0
Mongolia,4,0,0,0
Montenegro,1,0,0,0
Morocco,1,0,0,0
Mozambique,2,0,0,0
Myanmar,2,0,0,0
Namibia,1,0,0,0
Nepal,0,0,0,0
Netherlands,2,3.268,0,2.54
New Zealand,6,0,0,0
Nicaragua,2,0,0,0
Niger,1,0,0,0
Nigeria,2,0.005,0,0
North Macedonia,1,0,0,0
Norway,2,5.349,0,2.64
Oman,2,0,0,0
Pakistan,0,0.045,0,0
Palestine,4,0.588,0,0
Panama,2,0,0,0
Papua New Guinea,2,0,0,0
Paraguay,1,0,0,0
Peru,2,0.03,0,0
Philippines,0,0.091,0,0
Poland,2,0.132,0,0
Portugal,2,0,0,0
Qatar,2,1.041,0,0
Romania,0,0,0,0
Russia,0,0,0,0
Rwanda,0,0,0,0
Saint Kitts and Nevis,1,0,0,0
Saint Lucia,1,0,0,0
Saint Vincent and the Grenadines,1,0,0,0
Samoa,1,0,0,0
San Marino,4,0,0,0
Sao Tome and Principe,1,0,0,0
Saudi Arabia,5,0.115,0,0
Senegal,1,0,0,0
Serbia,6,0,0,0
Seychelles,2,0,0,0
Sierra Leone,1,0,0,0
Singapore,0,0,0,1.01
Slovakia,0,0,0,0
Slovenia,2,0,0,0
Solomon Islands,2,0,0,0
Somalia,1,0,0,0
South Africa,6,0,0,0
South Korea,4,3.199,0.059,0.43
South Sudan,1,0,0,0
Spain,0,8.555,0.235,2.52
Sri Lanka,2,0,0,0
Sudan,1,0,0,0
Suriname,1,0,0,0
Sweden,2,10.001,0,1.55
Switzerland,0,4.275,0,2.74
Syria,2,0,0,0
Taiwan,5,0,0,0
Tajikistan,2,0,0,0
Tanzania,1,0,0,0
Thailand,5,0,0,0
Timor,2,0,0,0
Togo,1,0,0,0
Trinidad and Tobago,2,0,0,0
Tunisia,2,0,0,0
Turkey,0,0,0,0
Uganda,2,0,0,0
Ukraine,2,0,0,0
United Arab Emirates,5,0,0,0
United Kingdom,2,2.165,0.015,3.23
United States,2,0.227,0.003,3.3
Uruguay,1,0,0,0
Uzbekistan,2,0,0,0
Vanuatu,1,0,0,0
Vatican,1,0,0,0
Venezuela,2,0,0,0
Vietnam,6,0,0,0
Yemen,1,0,0,0
Zambia,2,0,0,0
Zimbabwe,2,0,0,0
