country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Afghanistan,6,20.114,0.334,0.96
Albania,6,28.494,0.347,1.6
Algeria,6,2.645,0.251,1.01
Andorra,6,12.942,12.942,0.35
Angola,6,0.183,0,1.09
Antigua and Barbuda,0,0,0,0
Argentina,6,30.401,0.531,1.3
Armenia,1,143.424,2.7,1.1
Australia,4,0.902,0,1.5
Austria,2,5.996,0.333,1.09
Azerbaijan,6,33.336,0.395,1.16
Bahamas,0,2.543,0,0.31
Bahrain,1,317.352,0.588,1.11
Bangladesh,6,23.45,0.322,1.17
Barbados,6,0,0,0
Belarus,0,72.915,0.635,0.85
Belgium,6,4.746,0.173,0.82
Belize,6,2.515,0,0
Benin,0,4.042,0,0.97
Bhutan,6,0,0,0
Bolivia,6,69.391,2.313,1.23
Bosnia and Herzegovina,6,13.716,0.914,1.18
Botswana,6,0,0,0
Brazil,1,164.274,6.031,1.15
Brunei,6,0,2.286,0
Bulgaria,6,16.119,0.72,1.36
Burkina Faso,6,0.048,0,0.95
Burundi,0,1.598,0,0
Cambodia,0,0,0,0.1
Cameroon,6,0,0,1.1
Canada,6,8.585,1.139,0.77
Cape Verde,6,37.771,0,1.1
Central African Republic,6,38.925,1.449,0.95
Chad,6,0.183,0.061,0.74
Chile,1,262.238,1.099,0.98
China,6,0.031,0,1.85
Colombia,6,36.712,1.474,1.28
Comoros,0,24.149,1.15,0.72
Congo,6,0,0,0.73
Costa Rica,6,10.208,0,1.44
Cote d'Ivoire,6,9.098,0,1.2
Croatia,2,0.244,0,2.33
Cuba,2,0.971,0,0.78
Cyprus,5,0,0,0.75
Czechia,6,4.389,0.093,1.16
Democratic Republic of Congo,6,1.53,0,1.09
Denmark,2,5.697,0,0.96
Djibouti,6,38.461,0,0.54
Dominica,6,0,0,0
Dominican Republic,6,38.256,0.922,1.15
Ecuador,6,35.198,2.324,1.11
Egypt,6,15.313,0.919,1.09
El Salvador,6,17.73,0.308,1.16
Equatorial Guinea,1,255.17,14.255,0.29
Eritrea,6,3.384,0,0.42
Estonia,2,0.754,0,0.57
Eswatini,6,12.067,0,1.33
Ethiopia,6,0.948,0.009,1.05
Fiji,6,0,0,0
Finland,2,0.722,0,0.69
France,6,5.27,1.701,1.05
Gabon,6,36.393,0.899,1.09
Gambia,6,1.655,0,0
Georgia,6,0,0,1
Germany,6,6.803,0.155,1.14
Ghana,6,7.37,0.129,1.2
Greece,2,1.343,0.096,1.21
Grenada,0,0,0,0
Guatemala,6,24.225,1.061,1.25
Guinea,6,5.102,0,1.1
Guinea-Bissau,0,0,0,0.79
Guyana,6,15.256,0,0.69
Haiti,6,9.296,0.351,1.09
Honduras,6,48.26,0.808,1.25
Hungary,2,0.104,0.207,0.51
Iceland,6,2.93,0,0.99
India,6,7.952,1.451,1.21
Indonesia,6,4.044,0.121,1.16
International,0,0,0,0
Iran,6,30.514,1.369,1.06
Iraq,6,34.433,1.492,1.37
Ireland,2,2.633,0.608,0.61
Israel,6,34.66,0.116,1.47
Italy,2,3.473,0.562,0.91
Jamaica,6,0,0,1.13
Japan,6,0.356,0.04,1.16
Jordan,6,0.196,0,0.99
Kazakhstan,6,18.64,0.373,1.17
Kenya,6,2.473,0.019,1.22
Kosovo,6,66.743,0,1.59
Kuwait,1,123.403,1.171,0.89
Kyrgyzstan,6,13.795,0.307,1.53
Laos,0,0,0,0
Latvia,5,0.53,0,0.91
Lebanon,6,1.319,0,1.15
Lesotho,6,0,0,0
Liberia,6,2.175,0,1.03
Libya,6,2.474,0,1.21
Liechtenstein,0,0,0,0
Lithuania,5,1.102,0,0.85
Luxembourg,5,4.793,0,1.33
Madagascar,6,0.975,0.072,1.23
Malawi,6,0.47,0,1.26
Malaysia,2,0.34,0,0.61
Maldives,0,53.65,0,0.99
Mali,6,1.235,0,1.04
Malta,2,13.589,0,1.02
Marshall Islands,0,0,0,0
Mauritania,6,36.562,0.43,1.33
