country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Afghanistan,2,1.772,0.257,0.8
Albania,2,31.969,1.39,1.08
Algeria,2,13.728,0.319,1
Andorra,4,51.77,0,1.11
Angola,2,0.943,0.091,1.14
Antigua and Barbuda,2,0,0,0
Argentina,4,141.097,3.385,1.17
Armenia,4,87.405,1.687,0.81
Australia,1,23.726,0.275,1.23
Austria,2,11.658,0.222,1.06
Azerbaijan,4,33.435,0.296,0.82
Bahamas,4,61.03,7.629,1.6
Bahrain,0,260.933,1.175,0.99
Bangladesh,2,16.364,0.291,0.92
Barbados,2,0,0,0.52
Belarus,2,15.557,0.529,0.86
Belgium,4,57.897,0.345,1.44
Belize,2,0,0,0
Benin,2,0,0,0.95
Bhutan,2,2.592,0,0
Bolivia,4,145.635,7.367,1.03
Bosnia and Herzegovina,4,96.622,3.658,1.17
Botswana,2,0,0,0.83
Brazil,0,272.098,5.311,1.05
Brunei,2,0,0,0
Bulgaria,2,38.138,0.864,1.01
Burkina Faso,2,0.048,0,0.99
Burundi,2,0,0,0.68
Cambodia,2,0.478,0,0.39
Cameroon,2,0,0,1
Canada,2,8.479,0.318,1.01
Cape Verde,4,80.937,0,1.08
Central African Republic,2,0,0,0.6
Chad,2,0.548,0,0.84
Chile,4,102.583,5.179,0.9
China,2,0.192,0.001,1.33
Colombia,0,195.842,6.996,1.18
Comoros,2,0,0,0.67
Congo,2,0,0,0.66
Costa Rica,4,96.189,1.374,1.16
Cote d'Ivoire,2,6.255,0.038,0.89
Croatia,2,19,0.731,0.91
Cuba,1,0.795,0,1.75
Cyprus,1,11.417,0,1.79
Czechia,2,25.96,0.467,1.19
Democratic Republic of Congo,2,0.882,0.056,1.05
Denmark,1,16.574,0.173,1.35
Djibouti,2,0,0,0.87
Dominica,2,0,0,0
Dominican Republic,0,159.754,2.12,1.03
Ecuador,4,66.712,1.927,1.03
Egypt,2,3.919,0.45,0.61
El Salvador,4,59.973,1.388,1.09
Equatorial Guinea,2,0,0,0.28
Eritrea,2,3.948,0,0.28
Estonia,1,6.785,0,1.73
Eswatini,2,22.411,0,1.1
Ethiopia,2,7.002,0.087,1.27
Fiji,2,0,0,0
Finland,1,1.624,0,1.22
France,2,21.326,0.23,1.31
Gabon,2,0,0,1.07
Gambia,2,31.862,0,1.49
Georgia,2,1.253,0,0.83
Germany,2,11.804,0.107,1.24
Ghana,2,0,0,1.05
Greece,1,6.236,0,1.41
Grenada,2,8.887,0,0
Guatemala,4,68.153,1.786,1.06
Guinea,2,4.493,0,1.09
Guinea-Bissau,2,13.72,0,0.69
Guyana,2,3.814,0,1.29
Haiti,2,2.982,0.175,0.9
Honduras,4,48.664,5.351,1.06
Hungary,1,1.967,0,1.16
Iceland,2,32.234,0,1.86
India,4,38.248,0.553,1.18
Indonesia,2,6.961,0.303,1.06
International,2,0,0,0
Iran,2,31.205,2.691,1.06
Iraq,4,73.665,1.691,1.1
Ireland,1,17.214,-0.203,1.53
Israel,0,206.457,1.733,0.98
Italy,1,6.318,0.05,1.21
Jamaica,2,2.702,0,1.34
Japan,2,13.931,0.047,1.52
Jordan,2,0.392,0,1.1
Kazakhstan,4,75.306,0,0.82
Kenya,2,14.655,0.26,1.13
Kosovo,4,133.487,8.278,1.09
Kuwait,0,146.585,0.234,0.93
Kyrgyzstan,4,96.717,2.606,0.71
Laos,2,0,0,0
Latvia,1,2.121,0,1.17
Lebanon,2,18.9,0.293,1.29
Lesotho,2,13.07,0,1.03
Liberia,2,0.395,0.198,0.91
Libya,2,31.435,-0.437,1.29
Liechtenstein,2,0,0,0
Lithuania,1,6.979,0,1.31
Luxembourg,4,132.593,0,1
Madagascar,2,15.565,0.217,0.99
Malawi,2,6.273,0.209,1.02
Malaysia,1,0.247,0,1.06
Maldives,0,281.199,1.85,1.28
Mali,2,0.049,0,1.04
Malta,0,212.892,0,1.32
Marshall Islands,2,0,0,0
Mauritania,2,4.732,0.215,0.73
Mauritius,2,0,0,0.06
Mexico,4,59.954,4.956,1.02
Moldova,4,98.166,2.975,1.11
Monaco,2,0,0,1.15
Mongolia,2,0,0,0.28
Montenegro,2,0,0,0.7
Morocco,2,28.339,0.325,1.47
Mozambique,2,1.92,0,1.12
Myanmar,3,0.037,0,0.95
Namibia,2,25.975,0.394,1.23
Nepal,2,9.404,0.103,1.25
Netherlands,2,20.66,0,1.56
New Zealand,3,0,0,1.16
Nicaragua,2,0,0,0.33
Niger,2,0.083,0,0.71
Nigeria,2,2.333,0.024,0.91
North Macedonia,2,54.719,1.92,0.96
Norway,1,6.641,0,1.56
Oman,4,115.536,1.762,0.97
Pakistan,2,5.043,0.145,0.71
Palestine,4,51.75,0.196,0.99
Panama,0,213.685,5.331,1
Papua New Guinea,2,0,0.112,0
Paraguay,4,47.809,0.14,1.32
Peru,2,0,0,1.16
Philippines,2,35.481,0.192,1.39
Poland,2,16.25,0.396,1.26
Portugal,2,25.008,0.196,0.86
Qatar,4,106.558,0.694,0.75
Romania,4,70.487,1.819,1.2
Russia,2,37.579,0.877,0.94
Rwanda,2,2.393,0,1
Saint Kitts and Nevis,2,0,0,0
Saint Lucia,2,5.446,0,0
Saint Vincent and the Grenadines,2,0,0,0
Samoa,2,0,0,0
San Marino,2,0,0,0.11
Sao Tome and Principe,2,9.126,0,0.51
Saudi Arabia,4,46.792,0.747,0.82
Senegal,2,8.66,0.239,1
Serbia,4,47.174,1.029,0.96
Seychelles,2,0,0,0.18
Sierra Leone,2,1.88,0,0.96
Singapore,4,47.519,0,1.06
Slovakia,2,3.663,0,1.26
Slovenia,2,11.544,0,0.99
Solomon Islands,2,0,0,0
Somalia,2,0,0,0.73
South Africa,0,186.246,5.311,0.91
South Korea,1,0.702,0.02,0.73
South Sudan,2,0,0,0.88
Spain,4,59.652,0.043,1.52
Sri Lanka,1,0.187,0,0.72
Sudan,2,0,0,1.02
Suriname,2,0,0,1.16
Sweden,2,29.903,0.297,1.03
Switzerland,2,25.42,0.116,1.21
Syria,2,1.2,0.057,1.34
Taiwan,2,0,0,0.57
Tajikistan,2,4.823,0,0.98
Tanzania,2,0,0,0
Thailand,3,0.086,0,1.02
Timor,2,0,0,0
Togo,2,1.449,0,1.06
Trinidad and Tobago,2,5.716,0,1.93
Tunisia,2,2.2,0,1.34
Turkey,2,11.466,0.178,1.02
Uganda,1,0.153,0,1.22
Ukraine,2,27.942,0.549,1.16
