country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Afghanistan,0,0.925,0,0.82
Albania,0,45.173,1.39,1.15
Algeria,0,12.132,0.205,0.94
Andorra,0,25.885,0,1.18
Angola,0,1.947,0.03,1.14
Antigua and Barbuda,0,0,0,0
Argentina,2,150.28,3.673,1.15
Armenia,0,66.144,2.025,0.79
Australia,3,28.039,0.588,1.07
Austria,0,10.659,0.111,0.98
Azerbaijan,0,22.29,0.493,0.64
Bahamas,3,91.545,0,1.25
Bahrain,2,174.543,0.588,1
Bangladesh,0,11.646,0.304,0.92
Barbados,0,0,0,0.62
Belarus,0,8.89,0.317,0.87
Belgium,0,28.819,0.173,1.28
Belize,0,0,0,0
Benin,0,8.991,0.165,0.95
Bhutan,0,2.592,0,0.65
Bolivia,3,129.786,7.881,1
Bosnia and Herzegovina,3,120.092,3.353,1.17
Botswana,0,0,0,0.81
Brazil,2,242.77,5.429,1.03
Brunei,0,0,0,0
Bulgaria,0,36.699,1.583,0.97
Burkina Faso,0,0.144,0.048,0.99
Burundi,0,0,0,0.68
Cambodia,0,0.179,0,0.37
Cameroon,0,17.442,0,1.01
Canada,0,18.176,0.265,1
Cape Verde,3,86.333,1.799,1.08
Central African Republic,0,0.828,0,0.6
Chad,0,0.122,0,0.86
Chile,3,76.846,1.988,0.92
China,0,0.074,0.003,0.95
Colombia,3,140.106,5.857,1.13
Comoros,0,2.3,0,0.67
Congo,0,0,0,0.64
Costa Rica,3,85.393,1.963,1.14
Cote d'Ivoire,0,2.767,0.038,0.88
Croatia,0,5.846,0.244,0.83
Cuba,4,2.737,0.088,1.7
Cyprus,4,28.542,0,1.55
Czechia,0,25.96,-0.28,1.12
Democratic Republic of Congo,0,0.502,0,1.05
Denmark,4,13.639,0,1.38
Djibouti,0,8.097,0,0.98
Dominica,0,0,0,0
Dominican Republic,3,108.592,2.766,0.94
Ecuador,3,52.259,2.324,1.06
Egypt,0,1.094,0.235,0.55
El Salvador,3,64.599,1.388,1.07
Equatorial Guinea,0,0,0,0.3
Eritrea,0,0,0,0.28
Estonia,0,8.292,0,1.6
Eswatini,0,15.515,3.448,1.04
Ethiopia,0,5.115,0.061,1.01
Fiji,0,0,0,0
Finland,4,3.068,0.361,1.3
France,3,51.751,0.444,1.35
Gabon,0,0,0,1.06
Gambia,3,71.586,2.069,1.51
Georgia,0,0.752,0,0.93
Germany,0,8.558,0.107,1.24
Ghana,0,0,0,1.03
Greece,4,11.321,0,1.45
Grenada,0,0,0,0
Guatemala,3,45.938,1.34,1.04
Guinea,0,9.518,0.152,1.09
Guinea-Bissau,0,0,0,0.67
Guyana,0,29.241,1.271,1.31
Haiti,0,0,0,0.92
Honduras,3,50.986,1.615,1.05
Hungary,4,0.932,0.104,1.21
Iceland,0,8.791,0,1.47
India,3,38.05,0.621,1.15
Indonesia,0,7.027,0.314,1.05
International,0,0,0,0
Iran,0,32.753,2.524,1.05
Iraq,3,70.508,2.064,1.09
Ireland,0,9.113,0,1.5
Israel,2,199.756,1.271,0.98
Italy,4,3.142,0.083,1.14
Jamaica,0,5.066,0,1.42
Japan,0,9.867,0.04,1.24
Jordan,0,0.588,0,1.13
Kazakhstan,3,76.371,0,0.76
Kenya,0,11.251,0.112,1.04
Kosovo,3,116.413,6.726,1.03
Kuwait,3,111.227,0.937,0.92
Kyrgyzstan,3,63.15,1.073,0.68
Laos,0,0,0,0
Latvia,4,1.59,0,1.17
Lebanon,0,0,0,1.28
Lesotho,0,3.734,0.934,1.01
Liberia,0,0.395,0,0.9
Libya,0,23.431,0.437,1.28
Liechtenstein,0,0,0,0
Lithuania,4,6.245,0,1.29
Luxembourg,3,84.668,0,0.88
Madagascar,0,8.487,0.181,0.89
Malawi,0,4.652,0.261,0.98
Malaysia,4,0.031,0,1.01
Maldives,2,283.049,1.85,1.23
Mali,0,0,0,1.05
Malta,0,36.237,0,1.35
Marshall Islands,0,0,0,0
Mauritania,0,7.743,0,0.81
Mauritius,0,0,0,0.08
Mexico,3,47.684,6.647,0.99
Moldova,3,82.301,2.479,1.09
Monaco,0,50.963,0,1.44
Mongolia,0,0,0,0.24
Montenegro,3,95.532,1.592,0.81
Morocco,0,27.661,0.433,1.39
Mozambique,0,1.792,0.032,1.12
Myanmar,1,0.018,0,1.05
Namibia,0,25.188,0,1.23
Nepal,0,8.889,0.034,1.32
Netherlands,0,28.772,0.058,1.56
New Zealand,1,0.415,0,1.01
Nicaragua,0,34.719,1.057,0.33
Niger,0,0,0,0.71
Nigeria,0,1.475,0.068,0.89
North Macedonia,0,35.519,2.4,0.93
Norway,4,5.165,0,1.58
Oman,0,0,0,0.96
Pakistan,0,0,0,0.73
Palestine,3,44.889,0.392,0.97
Panama,2,224.346,5.794,0.99
Papua New Guinea,0,0.335,0,0.83
Paraguay,0,17.946,0.561,1.26
Peru,2,205.933,5.944,1.16
Philippines,3,57.154,0.1,1.34
Poland,0,17.967,0.159,1.22
Portugal,0,10.984,0.098,0.88
Qatar,3,74.972,0,0.8
Romania,3,64.041,2.495,1.11
Russia,0,35.091,0.987,0.94
Rwanda,4,0.54,0,0.93
Saint Kitts and Nevis,0,0,0,0
Saint Lucia,0,0,0,0
Saint Vincent and the Grenadines,0,0,0,0
Samoa,0,0,0,0
San Marino,0,0,0,0.12
Sao Tome and Principe,0,4.563,0,0.5
Saudi Arabia,3,39.151,1.005,0.83
Senegal,0,2.747,0.179,1.01
Serbia,0,42.177,1.029,0.87
Seychelles,0,0,0,0.18
Sierra Leone,0,0.878,0,0.96
Singapore,3,50.424,0,1.03
Slovakia,0,2.564,0,1.27
Slovenia,0,4.329,0.481,0.99
Solomon Islands,0,0,0,0
Somalia,0,0,0,0.72
South Africa,3,75.132,5.817,0.73
South Korea,4,0.644,0.02,0.91
South Sudan,0,0.715,0.089,0.88
Spain,3,123.196,0.556,1.5
Sri Lanka,4,0.28,0,0.8
Sudan,0,0.958,0.251,1.02
Suriname,2,150.008,0,1.14
Sweden,0,33.072,0.099,1.05
Switzerland,0,15.021,0,1.16
Syria,0,2.571,0,1.45
Taiwan,4,0.084,0,0.63
Tajikistan,0,4.718,0,0.96
Tanzania,0,0,0,0
Thailand,1,0.014,0,1.03
Timor,0,0.758,0,0
Togo,0,1.449,0,1.05
Trinidad and Tobago,0,8.575,0,2.06
Tunisia,0,1.608,0,1.38
Turkey,0,12.841,0.213,1.11
Uganda,4,0.175,0,1.34
Ukraine,0,25.129,0.595,1.16
United Arab Emirates,4,19.109,0,0.87
United Kingdom,4,9.943,0.265,1.01
United States,2,173.059,4.151,0.92
Uruguay,4,2.591,0.288,1.08
Uzbekistan,0,29.311,0.239,1.1
Vanuatu,0,0,0,0
Vatican,0,0,0,0
Venezuela,0,24.054,0.246,1.23
Vietnam,0,0.205,0.01,1.5
Yemen,0,0.872,0.235,0.93
Zambia,0,11.586,0.109,0.89
Zimbabwe,0,9.823,0.067,1.15
