country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Afghanistan,1,16.903,1.079,0.94
Albania,1,22.934,0.347,1.4
Algeria,1,2.668,0.274,1.05
Andorra,4,12.942,0,0.35
Angola,1,0.335,0.03,1.1
Antigua and Barbuda,4,0,0,0
Argentina,1,43.323,0.774,1.31
Armenia,3,224.417,2.362,1.09
Australia,0,0.706,0,1.53
Austria,1,2.221,0.111,1.1
Azerbaijan,1,33.336,0.592,1.18
Bahamas,4,0,0,0.18
Bahrain,3,275.626,3.526,1.1
Bangladesh,1,23.092,0.231,1.14
Barbados,1,0,0,0
Belarus,1,66.142,0.741,0.83
Belgium,1,8.974,0.69,0.85
Belize,1,0,0,0
Benin,4,2.062,0.165,0.97
Bhutan,1,0,0,0
Bolivia,1,69.733,1.542,1.22
Bosnia and Herzegovina,1,10.058,0,1.18
Botswana,1,0,0,0
Brazil,3,107.099,5.824,1.15
Brunei,4,0,0,0
Bulgaria,1,18.997,0.864,1.34
Burkina Faso,4,0,0,0.96
Burundi,4,0,0,0.64
Cambodia,4,0.06,0,0.11
Cameroon,1,0,0,1.09
Canada,1,10.227,1.298,0.79
Cape Verde,1,55.757,0,1.1
Central African Republic,1,8.489,0.207,0.94
Chad,1,0,0,0.74
Chile,3,234.095,11.822,0.96
China,1,0.025,0,1.56
Colombia,1,62.32,1.69,1.29
Comoros,4,14.949,2.3,0.72
Congo,1,0,0,0.72
Costa Rica,1,13.349,0,1.46
Cote d'Ivoire,1,14.444,0.038,1.18
Croatia,1,2.679,0,2.89
Cuba,1,1.324,0.088,0.75
Cyprus,0,0,1.142,0.73
Czechia,1,11.019,0.093,1.3
Democratic Republic of Congo,1,2.043,0.022,1.09
Denmark,1,8.632,0.345,0.97
Djibouti,1,12.146,0,0.52
Dominica,1,0,0,0
Dominican Republic,1,49.779,0.184,1.18
Ecuador,1,34.404,4.534,1.1
Egypt,1,11.902,0.86,1.06
El Salvador,1,20.659,0.463,1.16
Equatorial Guinea,4,0,0,0.28
Eritrea,1,3.102,0,0.42
Estonia,0,0,0,0.54
Eswatini,1,19.825,0,1.3
Ethiopia,1,1.696,0.017,1.11
Fiji,1,0,0,0
Finland,1,0.361,0,0.71
France,1,7.155,0.429,1.06
Gabon,1,49.871,0.899,1.09
Gambia,1,0.828,0,0
Georgia,1,1.253,0,0.84
Germany,1,14.478,0.286,1.22
