country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Afghanistan,4,1.079,0.103,0.9
Albania,2,58.378,1.39,1
Algeria,2,8.917,0.205,0.91
Andorra,3,491.814,0,1.45
Angola,4,1.491,0.03,1.12
Antigua and Barbuda,4,0,0,0
Argentina,3,233.429,6.107,1.14
Armenia,4,44.208,1.012,0.91
Australia,1,4.627,0.902,0.62
Austria,4,36.308,0,1.18
Azerbaijan,2,14.597,0.099,1.01
Bahamas,3,279.722,5.086,1.09
Bahrain,3,186.297,0,1.02
Bangladesh,2,15.295,0.328,0.94
Barbados,4,3.48,0,0.81
Belarus,4,26.139,0.529,1.15
Belgium,2,50.304,-10.095,1
Belize,2,75.449,2.515,1.17
Benin,4,2.475,0.082,0.94
Bhutan,2,0,0,0.76
Bolivia,2,93.806,5.311,0.89
Bosnia and Herzegovina,2,86.259,3.353,1.16
Botswana,4,0,0,0.77
Brazil,3,221.872,5.104,0.97
Brunei,4,0,0,0
Bulgaria,4,23.315,2.015,0.96
Burkina Faso,4,0.67,0,1
Burundi,4,0,0,0.72
Cambodia,4,0,0,0.24
Cameroon,4,0,0,1.01
Canada,4,12.638,0.132,1.12
Cape Verde,2,111.513,1.799,1.08
Central African Republic,4,1.449,0,0.61
Chad,4,0.183,0,0.99
Chile,2,72.19,1.674,0.97
China,4,0.022,0.001,0.6
Colombia,3,199.085,5.798,0.95
Comoros,4,0,0,0.66
Congo,4,0,0,0.57
Costa Rica,3,196.698,1.963,1.14
Cote d'Ivoire,4,1.554,0,0.95
Croatia,2,87.205,0,1.36
Cuba,4,1.324,0.088,0.96
Cyprus,1,11.417,0,0.92
Czechia,4,37.632,0.187,1.26
Democratic Republic of Congo,4,0.234,0.033,1.06
Denmark,1,9.841,0,1.16
Djibouti,4,0,0,0.38
Dominica,4,0,0,0
Dominican Republic,2,31.342,2.581,0.84
Ecuador,2,86.096,2.381,0.98
Egypt,4,2.013,0.186,1.02
El Salvador,2,23.743,1.388,1.02
Equatorial Guinea,4,1.426,0,0.43
Eritrea,2,0,0,0.25
Estonia,4,12.815,0,1.33
Eswatini,2,51.717,1.724,0.86
Ethiopia,2,13.335,0.139,1.09
Fiji,4,0,0,0
Finland,1,3.79,0,1.19
France,2,83.832,0,1.25
Gabon,2,26.508,0,1.03
Gambia,2,9.103,1.241,0.99
Georgia,4,1.755,0,0.98
Germany,4,17.032,0.048,1.09
Ghana,4,1.673,0,0.97
Greece,4,28.111,0.48,1.16
Grenada,4,0,0,0
Guatemala,2,59.334,1.786,1
Guinea,4,2.97,0,1.08
Guinea-Bissau,4,28.455,0.508,0.58
Guyana,2,41.955,0,1.25
Haiti,4,0.877,0.088,0.93
Honduras,2,77.944,4.442,1.05
Hungary,4,7.557,0,1.84
Iceland,4,14.652,0,0.93
India,2,62.092,0.808,1.09
Indonesia,4,8.431,0.314,1.14
International,4,0,0,0
Iran,2,26.705,1.417,0.98
Iraq,2,95.394,1.79,1.03
Ireland,2,32.808,0,1.21
Israel,3,225.636,1.271,1.16
Italy,4,22.593,0.215,1.49
Jamaica,2,24.315,0,1.55
Japan,4,7.045,0.087,0.84
Jordan,4,3.92,0.098,1.53
Kazakhstan,4,0,0,0.54
Kenya,4,3.961,0.093,0.74
Kosovo,2,81.23,2.07,0.89
Kuwait,3,163.444,0.468,1.03
Kyrgyzstan,2,17.32,0,0.67
Laos,4,0,0,0
Latvia,1,9.543,0,1.1
Lebanon,2,82.192,0.147,1.2
Lesotho,4,0.934,0.467,0.98
Liberia,4,0.593,0,0.9
Libya,2,80.48,1.019,1.21
Liechtenstein,4,0,0,0.14
Lithuania,4,11.755,0,1.17
Luxembourg,3,143.775,0,1
Madagascar,4,2.853,0.108,0.77
Malawi,4,2.666,0.157,0.83
Malaysia,0,0.185,0,1.04
Maldives,3,329.299,0,1.03
Mali,4,0.198,0.049,1.09
Malta,2,104.181,0,0.97
Marshall Islands,4,0,0,0
Mauritania,4,3.656,0,0.86
Mauritius,4,0,0,0.29
Mexico,2,40.851,4.855,0.97
Moldova,3,154.687,1.735,1.09
Monaco,4,0,0,0.44
Mongolia,4,0.305,0,0.34
Montenegro,2,87.571,1.592,1.16
Morocco,2,36.196,0.786,1.08
Mozambique,4,2.624,0,1.11
Myanmar,4,1.397,0,2
Namibia,2,106.654,0.787,1.1
Nepal,2,30.374,0.378,1.26
Netherlands,2,40.794,0.467,1.04
New Zealand,0,1.452,0,1.08
Nicaragua,4,0,0,0.37
Niger,4,0,0,0.75
Nigeria,4,1.072,0.015,0.82
North Macedonia,4,55.199,2.4,0.95
Norway,1,9.223,0,1.17
Oman,2,32.507,0.783,1.04
Pakistan,4,2.182,0.054,0.86
Palestine,2,93.503,0.784,1.3
Panama,3,162.465,3.013,0.94
Papua New Guinea,4,0,0,0.78
Paraguay,2,90.291,2.243,1.22
Peru,3,210.604,5.702,1.03
Philippines,2,47.426,0.903,0.97
Poland,4,19.262,0.449,1.01
Portugal,2,35.502,0.196,1.24
Qatar,2,84.691,0,0.89
Romania,2,65.289,2.807,1.01
Russia,4,31.809,0.781,0.98
Rwanda,4,6.794,0,1.26
Saint Kitts and Nevis,4,0,0,0
Saint Lucia,4,0,0,0
Saint Vincent and the Grenadines,4,0,0,0
Samoa,4,0,0,0
San Marino,4,0,0,0.25
Sao Tome and Principe,4,0,0,0.57
Saudi Arabia,2,30.677,0.948,0.85
Senegal,4,7.764,0.06,0.86
Serbia,4,22.632,0.294,0.71
Seychelles,4,0,0,0.18
Sierra Leone,4,0.251,0,0.96
Singapore,1,10.256,0,0.64
Slovakia,4,15.386,0,1.31
Slovenia,4,17.317,0,1.23
Solomon Islands,4,0,0,0
Somalia,4,0,0,0.71
South Africa,2,45.255,3.271,0.68
South Korea,4,8.602,0.02,1.48
South Sudan,4,0.268,0,0.95
Spain,3,156.048,1.005,1.35
Sri Lanka,1,0.607,0,1.17
Sudan,4,0,0,1.02
Suriname,2,44.321,1.705,0.93
Sweden,4,24.358,0,1.12
Switzerland,2,44.254,0.116,1.19
Syria,4,4.286,0.171,1.05
Taiwan,0,0,0,0.84
Tajikistan,4,3.565,0,0.94
Tanzania,4,0,0,0
Thailand,0,0.029,0,1.04
Timor,4,0,0,0
Togo,4,2.053,0,1.05
Trinidad and Tobago,2,113.613,0,1.49
Tunisia,4,11.592,0,1.46
Turkey,4,15.568,0.237,1.08
Uganda,4,2.142,0.022,1.46
Ukraine,2,38.963,0.846,1.13
United Arab Emirates,1,40.342,0.101,1.19
United Kingdom,4,16.881,0.25,1.13
United States,3,137.522,3.71,0.94
Uruguay,1,2.015,0,1.07
Uzbekistan,4,9.651,0.209,0.84
Vanuatu,4,0,0,0
Vatican,4,0,0,0
Venezuela,2,28.38,0.281,1.02
Vietnam,0,0.051,0.031,0.48
Yemen,4,0.201,0.101,0.85
Zambia,4,4.95,0,0.9
Zimbabwe,4,3.7,0.875,1.01
