Nation,Similarity Score
Afghanistan,84
Albania,167
Algeria,99
Andorra,36
Angola,92
Antigua and Barbuda,29
Armenia,52
Australia,24
Austria,69
Azerbaijan,146
Bahamas,59
Belarus,67
Belgium,69
Belize,123
Benin,35
Bosnia and Herzegovina,146
Brazil,89
Bulgaria,52
Burkina Faso,60
Burundi,11
Cambodia,32
Cameroon,38
Canada,96
Cape Verde,154
Central African Republic,62
Chad,79
Chile,139
Comoros,28
Congo,101
Costa Rica,105
Cote d'Ivoire,53
Croatia,82
Cuba,62
Cyprus,100
Czechia,42
Democratic Republic of Congo,82
Denmark,87
Djibouti,71
Dominica,76
Dominican Republic,163
Ecuador,163
Egypt,97
Equatorial Guinea,28
Eritrea,102
Estonia,51
Eswatini,146
Ethiopia,83
Finland,30
France,80
Gambia,77
Georgia,94
Germany,32
Ghana,50
Greece,85
Grenada,28
Guatemala,140
Guinea,58
Guinea-Bissau,28
Guyana,136
Haiti,103
Honduras,202
Hungary,75
India,133
International,28
Iran,80
Ireland,92
Israel,125
Italy,34
Jamaica,83
Japan,24
Jordan,113
Kazakhstan,133
Kenya,106
Kosovo,174
Kyrgyzstan,155
Laos,68
Latvia,61
Lebanon,150
Lesotho,74
Liberia,75
Libya,181
Liechtenstein,36
Lithuania,89
Luxembourg,75
Madagascar,78
Malawi,26
Maldives,78
Mali,40
Malta,58
Marshall Islands,28
Mauritania,76
Mauritius,70
Mexico,152
Moldova,122
Monaco,64
Montenegro,49
Morocco,169
Mozambique,31
Myanmar,90
Namibia,74
Netherlands,64
Nicaragua,28
Niger,28
North Macedonia,53
Norway,51
Pakistan,100
Palestine,229
Papua New Guinea,24
Peru,129
Philippines,99
Portugal,74
Qatar,126
Romania,117
Russia,112
Saint Kitts and Nevis,28
Saint Lucia,31
Saint Vincent and the Grenadines,28
Samoa,28
San Marino,54
Sao Tome and Principe,28
Saudi Arabia,87
Senegal,66
Serbia,85
Seychelles,37
Sierra Leone,59
Slovakia,88
Slovenia,80
Solomon Islands,21
Somalia,31
South Africa,124
South Korea,43
South Sudan,88
Spain,63
Sri Lanka,83
Sudan,65
Suriname,120
Sweden,65
Switzerland,45
Syria,88
Tanzania,26
Thailand,62
Timor,20
Togo,64
Trinidad and Tobago,92
Tunisia,125
Turkey,51
Uganda,79
Ukraine,160
United Arab Emirates,129
United States,69
Uruguay,38
Vanuatu,57
Vatican,28
Venezuela,112
Vietnam,70
Yemen,28
Zambia,36
Zimbabwe,75
Argentina,133
Colombia,143
Kuwait,111
Nigeria,69
Panama,70
Paraguay,180
Poland,53
Tajikistan,4
United Kingdom,34
Uzbekistan,79
Bahrain,51
Bangladesh,79
Barbados,65
Bhutan,69
Botswana,65
Brunei,5
El Salvador,130
Fiji,81
Gabon,60
Iceland,44
Indonesia,43
Malaysia,51
Nepal,134
New Zealand,43
Oman,91
Rwanda,78
Singapore,33
Taiwan,3
Bolivia,148
China,72
Mongolia,51
Hong Kong,1
