Nation,Similarity Score
Afghanistan,31
Albania,28
Algeria,42
Andorra,82
Angola,23
Antigua and Barbuda,178
Armenia,160
Australia,3
Austria,60
Azerbaijan,36
Bahamas,209
Belarus,118
Belgium,30
Belize,37
Benin,33
Bosnia and Herzegovina,41
Brazil,32
Bulgaria,36
Burkina Faso,51
Burundi,131
Cambodia,44
Cameroon,55
Canada,38
Cape Verde,43
Central African Republic,62
Chad,53
Chile,75
Comoros,177
Congo,54
Costa Rica,64
Cote d'Ivoire,52
Croatia,34
Cuba,10
Cyprus,47
Czechia,36
Democratic Republic of Congo,44
Denmark,37
Djibouti,57
Dominica,63
Dominican Republic,58
Ecuador,9
Egypt,55
Equatorial Guinea,170
Eritrea,52
Estonia,50
Eswatini,33
Ethiopia,47
Finland,6
France,30
Gambia,20
Georgia,36
Germany,2
Ghana,45
Greece,33
Grenada,177
Guatemala,12
Guinea,13
Guinea-Bissau,177
Guyana,17
Haiti,43
Honduras,53
Hungary,52
India,5
International,177
Iran,34
Iraq,49
Ireland,22
Israel,55
Italy,25
Jamaica,8
Japan,20
Jordan,58
Kazakhstan,15
Kenya,29
Kosovo,67
Kyrgyzstan,19
Laos,59
Latvia,33
Lebanon,53
Lesotho,44
Liberia,9
Libya,28
Liechtenstein,188
Lithuania,50
Luxembourg,92
Madagascar,56
Malawi,25
Maldives,171
Mali,60
Malta,184
Marshall Islands,177
Mauritania,20
Mauritius,68
Mexico,67
Moldova,33
Monaco,65
Morocco,41
Mozambique,26
Myanmar,41
Namibia,60
Netherlands,65
Nicaragua,130
Niger,68
North Macedonia,198
Norway,9
Pakistan,17
Palestine,48
Papua New Guinea,10
Peru,71
Philippines,2
Portugal,24
Qatar,30
Romania,32
Russia,12
Saint Kitts and Nevis,176
Saint Lucia,177
Saint Vincent and the Grenadines,176
Samoa,177
San Marino,50
Sao Tome and Principe,170
Saudi Arabia,16
Senegal,51
Serbia,56
Seychelles,19
Sierra Leone,60
Slovakia,50
Slovenia,65
Solomon Islands,27
Somalia,61
South Africa,50
South Korea,9
South Sudan,35
Spain,45
Sri Lanka,6
Sudan,6
Suriname,65
Sweden,53
Switzerland,46
Syria,40
Tanzania,56
Thailand,32
Timor,26
Togo,53
Trinidad and Tobago,12
Tunisia,54
Turkey,13
Uganda,9
Ukraine,46
United Arab Emirates,36
United States,46
Uruguay,54
Vanuatu,63
Vatican,168
Venezuela,36
Vietnam,6
Yemen,56
Zambia,36
Zimbabwe,6
Paraguay,12
Bangladesh,2
Barbados,2
Botswana,7
Fiji,2
New Zealand,10
Nigeria,3
Oman,17
Tajikistan,30
United Kingdom,19
Uzbekistan,2
Taiwan,36
Gabon,7
Singapore,8
Argentina,56
Bolivia,21
Colombia,28
El Salvador,7
Bahrain,49
Panama,25
Kuwait,31
Iceland,16
Poland,22
Nepal,1
