Nation,Similarity Score
Afghanistan,233
Albania,219
Algeria,247
Andorra,180
Angola,221
Antigua and Barbuda,201
Armenia,159
Australia,54
Austria,194
Azerbaijan,231
Bahamas,155
Belarus,195
Belgium,155
Belize,220
Benin,227
Bosnia and Herzegovina,173
Brazil,160
Bulgaria,209
Burkina Faso,240
Burundi,178
Cambodia,241
Cameroon,243
Canada,237
Cape Verde,179
Central African Republic,239
Chad,229
Chile,188
Comoros,200
Congo,237
Costa Rica,156
Cote d'Ivoire,244
Croatia,166
Cuba,166
Cyprus,127
Czechia,156
Democratic Republic of Congo,244
Denmark,140
Djibouti,235
Dominica,234
Dominican Republic,205
Ecuador,209
Egypt,246
Equatorial Guinea,198
Eritrea,244
Estonia,178
Eswatini,225
Ethiopia,235
Finland,131
France,139
Gambia,223
Georgia,192
Germany,200
Ghana,239
Greece,184
Grenada,200
Guatemala,206
Guinea,208
Guinea-Bissau,201
Guyana,214
Haiti,237
Honduras,217
Hungary,190
India,209
International,200
Iran,217
Iraq,191
Ireland,158
Israel,113
Italy,122
Jamaica,203
Japan,189
Jordan,238
Kazakhstan,184
Kenya,235
Kosovo,214
Kyrgyzstan,183
Laos,234
Latvia,144
Lebanon,205
Lesotho,242
Liberia,220
Libya,210
Liechtenstein,185
Lithuania,153
Luxembourg,144
Madagascar,238
Malawi,233
Maldives,145
Mali,239
Malta,136
Marshall Islands,200
Mauritania,219
Mauritius,240
Mexico,229
Moldova,181
Monaco,187
Montenegro,135
Morocco,239
Mozambique,215
Myanmar,166
Namibia,230
Netherlands,217
Nicaragua,198
Niger,237
North Macedonia,190
Norway,140
Pakistan,219
Palestine,206
Papua New Guinea,206
Peru,176
Philippines,199
Portugal,183
Qatar,147
Romania,207
Russia,205
Saint Kitts and Nevis,200
Saint Lucia,200
Saint Vincent and the Grenadines,200
Samoa,200
San Marino,192
Sao Tome and Principe,200
Saudi Arabia,204
Senegal,246
Serbia,238
Seychelles,203
Sierra Leone,233
Slovakia,190
Slovenia,180
Solomon Islands,197
Somalia,239
South Africa,203
South Korea,131
South Sudan,248
Spain,165
Sri Lanka,167
Sudan,220
Suriname,209
Switzerland,213
Syria,243
Tanzania,222
Thailand,76
Timor,206
Togo,240
Trinidad and Tobago,208
Tunisia,202
Turkey,223
Uganda,178
Ukraine,242
United Arab Emirates,166
United States,129
Uruguay,205
Vanuatu,240
Vatican,196
Venezuela,241
Vietnam,123
Yemen,219
Zambia,210
Zimbabwe,206
Gabon,206
Kuwait,125
Nigeria,208
Paraguay,197
Poland,196
Tajikistan,173
United Kingdom,148
Panama,139
Argentina,133
Bangladesh,204
Barbados,209
Bhutan,203
Botswana,206
Colombia,138
Iceland,130
Nepal,180
Rwanda,165
Uzbekistan,208
Brunei,198
El Salvador,192
Fiji,163
Malaysia,119
New Zealand,44
Oman,156
Singapore,122
Bahrain,95
Indonesia,201
Bolivia,144
China,189
Mongolia,201
Taiwan,83
Hong Kong,47
