country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,0,0.719,0,8.195
Albania,2,1.042,0,15.637
Algeria,0,0.182,0,8.324
Andorra,3,0,0,0
Angola,3,0.061,0,0.213
Antigua and Barbuda,3,0,0,0
Argentina,5,0.974,0,59.01
Armenia,1,3.375,0,176.496
Australia,0,0,0,3.176
Austria,2,0,0.999,11.88
Azerbaijan,5,0.69,0,57.993
Bahamas,3,0,0,0
Bahrain,7,2.938,0,385.523
Bangladesh,4,0.249,0,22.922
Barbados,3,0,0,0
Belarus,4,0.635,0,32.383
Belgium,0,0.604,3.106,7.075
Belize,2,0,0,10.06
Benin,3,0,0,0
Bhutan,3,0,0,0
Bolivia,6,6.682,0,86.353
Bosnia and Herzegovina,5,0.61,0,46.635
Botswana,3,0,0,0
Brazil,1,4.883,0,219.76
Brunei,3,0,0,0
Bulgaria,4,0.288,4.605,23.746
Burkina Faso,3,0,0,0
Burundi,3,0,0,0
Cambodia,3,0,0,0
Cameroon,3,0,0,0
Canada,0,0.742,0,5.061
Cape Verde,6,0,0,71.944
Central African Republic,3,0,0,0
Chad,3,0,0,0
Chile,1,3.4,0,138.626
China,3,0,0,0.022
Colombia,6,2.673,0,81.815
Comoros,3,0,0,0
Congo,5,0.725,0,53.461
Costa Rica,5,0.196,0,57.714
Cote d'Ivoire,0,0,0,7.696
Croatia,2,0.244,0,13.154
Cuba,3,0,0,0.618
Cyprus,3,0,0,1.142
Czechia,0,0,0.934,8.591
Democratic Republic of Congo,3,0.056,0,0.927
Denmark,0,0.173,1.899,4.489
Djibouti,4,1.012,0,22.267
Dominica,3,0,0,0
Dominican Republic,6,0.645,0,75.498
Ecuador,6,2.777,0,103.44
Egypt,2,0.792,0,14.687
El Salvador,5,1.233,0,45.944
Equatorial Guinea,3,0,0,0
Eritrea,3,0,0,0
Estonia,3,0,0.754,0
Eswatini,4,0,0,24.135
Ethiopia,3,0,0,0
Fiji,3,0,0,0
Finland,0,0,0,3.971
France,2,0.276,8.487,14.064
Gabon,5,0,0,53.466
Gambia,3,0,0,0
Georgia,3,0,0,0.752
Germany,0,0.06,0,5.669
Ghana,2,0.161,0,12.648
Greece,3,0,0,2.207
Grenada,3,0,0,0
Guatemala,5,2.456,0,51.073
Guinea,3,0,0,0.99
Guinea-Bissau,3,0,0,0
Guyana,0,1.271,0,3.814
Haiti,0,0.175,0,5.7
Honduras,6,4.543,0,71.078
Hungary,3,0.104,0,0.207
Iceland,3,0,0,2.93
India,2,0.314,0,13.884
Indonesia,0,0.212,0,5.064
International,3,0,0,0
Iran,4,1.679,0,30.348
Iraq,5,2.66,0,60.041
Ireland,3,0.405,2.43,0.81
Israel,6,0.347,0,112.298
Italy,3,0.347,1.439,3.01
Jamaica,3,0,0,1.689
Japan,3,0.032,0,1.763
Jordan,3,0,0,0.098
Kazakhstan,7,0,0,998.95
Kenya,0,0.019,0,5.709
Kosovo,5,1.035,0,40.874
Kuwait,1,0.937,0,174.45
Kyrgyzstan,6,0.766,0,115.723
Laos,3,0,0,0
