country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,4,0.026,0,0.848
Albania,2,0,0,7.992
Algeria,4,0.046,0,0.867
Andorra,7,0,0,310.619
Angola,4,0,0,0
Antigua and Barbuda,4,0,0,0
Argentina,4,0.044,0,0
Armenia,2,0,0,5.4
Australia,3,0,0,12.549
Austria,6,0.222,0,33.865
Azerbaijan,4,0.099,0,0.592
Bahamas,4,0,0,0
Bahrain,3,0.588,0,15.868
Bangladesh,4,0.006,0,0
Barbados,4,0,0,0
Belarus,4,0,0,0.529
Belgium,1,4.832,52.806,57.638
Belize,0,0,0,2.515
Benin,4,0,0,0
Bhutan,4,0,0,0
Bolivia,4,0,0,0.257
Bosnia and Herzegovina,0,0,0,3.048
Botswana,4,0,0,0
Brazil,0,0.061,0,1.444
Brunei,3,0,0,11.429
Bulgaria,0,0,0,3.454
Burkina Faso,0,0,0,1.531
Burundi,4,0,0,0
Cambodia,4,0,0,0.299
Cameroon,4,0.038,0,0.339
Canada,3,0.106,0,12.214
Cape Verde,0,0,0,1.799
Central African Republic,4,0,0,0
Chad,4,0,0,0
Chile,3,0.052,0,11.509
China,4,0.003,0,0.049
Colombia,0,0.02,0,1.808
Comoros,4,0,0,0
Congo,4,0,0,0
Costa Rica,2,0,0,4.711
Cote d'Ivoire,4,0,0,0.265
Croatia,3,0,0,14.615
Cuba,4,0,0,0.795
Cyprus,2,0,0,9.133
Czechia,5,0.28,3.362,24.279
Democratic Republic of Congo,4,0,0,0.033
Denmark,5,0.345,15.02,24.861
Djibouti,2,0,0,8.097
Dominica,1,0,0,69.453
Dominican Republic,2,0.369,0,7.375
Ecuador,2,0.057,0,5.158
Egypt,4,0.01,0,0.528
El Salvador,4,0,0,0.617
Equatorial Guinea,4,0,0,0
Eritrea,4,0,0,0.846
Estonia,5,0.754,5.277,26.384
Eswatini,4,0,0,0
Ethiopia,4,0,0,0
Fiji,4,0,0,1.116
Finland,3,0.361,3.971,15.882
France,1,3.539,44.965,45.623
Gabon,4,0,0,0
Gambia,4,0,0,0
Georgia,0,0,0,1.253
Germany,1,0.585,0,51.764
Ghana,0,0.064,0,1.287
Greece,2,0.192,0,7.483
Grenada,4,0,0,0
Guatemala,4,0,0,0.167
Guinea,4,0,0,0
Guinea-Bissau,4,0,0,1.016
Guyana,4,0,0,0
Haiti,4,0,0,0.088
Honduras,4,0,0,0.606
Hungary,0,0.104,0,4.037
Iceland,7,0,8.791,260.806
India,4,0.001,0,0.088
Indonesia,4,0.011,0,0.38
International,4,0,0,0
Iran,5,1.703,0,26.264
Iraq,4,0.05,0,0.746
Ireland,6,0.405,0,47.592
Israel,1,0.116,0,129.05
Italy,1,11.296,57.706,86.17
Jamaica,0,0,0,1.689
Japan,4,0.024,0,0.767
Jordan,0,0,0,1.764
Kazakhstan,4,0,0,0.479
Kenya,4,0,0,0.056
Kosovo,4,0,0,1.035
Kuwait,4,0,0,0.937
Kyrgyzstan,4,0,0,0.307
Laos,4,0,0,0.137
Latvia,3,0,0,12.724
Lebanon,0,0.293,0,2.198
Lesotho,4,0,0,0
Liberia,4,0,0,0
Libya,4,0,0,0
Liechtenstein,4,0,0,0
Lithuania,5,0.735,0,23.877
Luxembourg,7,0,22.365,373.816
Madagascar,4,0,0,0.072
Malawi,4,0,0,0
Malaysia,2,0.124,0,5.314
Maldives,4,0,0,0
Mali,4,0,0,0.099
Malta,6,0,0,43.031
Marshall Islands,4,0,0,0
Mauritania,4,0,0,0
Mauritius,2,0,0,4.718
Mexico,4,0.008,0,0.543
Moldova,2,0,0,5.949
Monaco,7,0,0,203.853
Mongolia,4,0,0,0
Montenegro,2,0,0,7.961
Morocco,0,0.027,0,1.49
Mozambique,4,0,0,0.064
Myanmar,4,0,0,0
Namibia,4,0,0,0
Nepal,4,0,0,0.034
Netherlands,1,4.669,44.237,50.073
New Zealand,3,0,0,10.369
Nicaragua,4,0,0,0
Niger,4,0.041,0,0.165
Nigeria,4,0,0,0.034
North Macedonia,3,0.48,0,13.92
Norway,6,0.369,0,40.766
Oman,0,0,0,2.937
Pakistan,4,0.005,0,0.625
Palestine,4,0,0,0
Panama,5,0.464,0,22.713
Papua New Guinea,4,0,0,0
Paraguay,0,0.14,0,1.402
Peru,0,0.061,0,1.941
Philippines,4,0.027,0,0.767
Poland,0,0.106,0,3.963
Portugal,1,0.981,5.982,62.079
Qatar,0,0,0,3.818
Romania,2,0.312,0.936,5.822
Russia,4,0.014,0,1.117
Rwanda,4,0,0,0.077
Saint Kitts and Nevis,6,0,0,37.6
Saint Lucia,4,0,0,0
Saint Vincent and the Grenadines,4,0,0,0
Samoa,4,0,0,0
San Marino,7,0,0,618.775
Sao Tome and Principe,4,0,0,0
Saudi Arabia,0,0.029,0,3.82
Senegal,4,0,0,0.776
Serbia,3,0.147,0,11.904
Seychelles,4,0,0,0
Sierra Leone,4,0,0,0
Singapore,3,0,0,12.478
Slovakia,0,0,0,2.198
Slovenia,5,0.481,6.734,23.089
Solomon Islands,4,0,0,0
Somalia,4,0,0,0
South Africa,0,0,0,2.613
South Korea,0,0.117,0,1.95
South Sudan,4,0,0,0
Spain,7,17.945,0,205.968
Sri Lanka,4,0,0,0
Sudan,4,0,0,0
Suriname,0,0,0,1.705
Sweden,6,3.07,0,31.091
Switzerland,1,3.582,0,117.856
Syria,4,0,0,0.229
Taiwan,4,0,0,0.84
Tajikistan,4,0,0,0
Tanzania,4,0,0,0
Thailand,0,0,0,1.533
Timor,4,0,0,0
Togo,4,0,0,0.362
Trinidad and Tobago,0,0.715,0,2.144
Tunisia,2,0.085,0,4.992
Turkey,2,0.178,0,6.652
Uganda,4,0,0,0.109
Ukraine,4,0.046,0,1.098
United Arab Emirates,2,0,0,8.594
United Kingdom,6,2.814,0,40.023
United States,6,0.985,0,36.48
Uruguay,2,0,0,8.061
Uzbekistan,4,0,0,0.299
Vanuatu,4,0,0,0
Vatican,4,0,0,0
Venezuela,4,0,0,0.246
Vietnam,4,0,0,0.072
Yemen,4,0,0,0
Zambia,4,0,0,0.49
Zimbabwe,4,0,0,0
