country,cluster,reproduction_rate,positive_rate,stringency_index
Afghanistan,5,0,1.22,84.26
Albania,5,0,1.5,86.11
Algeria,0,0,0.89,76.85
Andorra,3,0,0.48,50
Angola,0,0,0,77.78
Antigua and Barbuda,2,0,0,0
Argentina,5,0.156,1.36,90.74
Armenia,2,0,1.32,0
Australia,1,0,0.95,65.28
Austria,1,0.006,0.81,59.26
Azerbaijan,0,0,1.35,77.78
Bahamas,2,0,0.06,0
Bahrain,4,0.051,1.19,75
Bangladesh,6,0.185,1.25,93.52
Barbados,0,0,0,81.48
Belarus,2,0.066,0.99,16.67
Belgium,4,0.019,0.71,75
Belize,5,0,0,85.19
Benin,1,0,0.97,57.41
Bhutan,5,0,0,83.33
Bolivia,5,0.439,1.36,84.26
Bosnia and Herzegovina,4,0,1.17,71.3
Botswana,1,0,0,61.11
Brazil,0,0,1.29,81.02
Brunei,1,0,0,52.78
Bulgaria,1,0.021,0.91,56.48
Burkina Faso,1,0,0.94,60.19
Burundi,2,0,0,13.89
Cambodia,1,0,0.04,57.41
Cameroon,1,0,1.19,63.89
Canada,4,0.048,0.84,70.83
Cape Verde,0,0,1.09,79.17
Central African Republic,0,0,0.99,75.93
Chad,4,0,0.84,74.07
Chile,0,0.334,1.32,78.24
China,0,0,1.05,81.94
Colombia,5,0,1.31,87.04
Comoros,2,0,0,0
Congo,0,0,0.81,82.41
Costa Rica,4,0,1.37,72.22
Cote d'Ivoire,1,0.059,1.21,64.81
Croatia,1,0.001,0.17,53.7
Cuba,6,0.007,1.02,100
Cyprus,0,0.001,0.85,76.85
Czechia,3,0.008,0.92,45.37
Democratic Republic of Congo,0,0,1.12,80.56
Denmark,1,0.004,0.83,57.41
Djibouti,1,0,1.44,59.26
Dominica,4,0,0,72.22
Dominican Republic,5,0.169,1.08,87.04
Ecuador,5,0,0.95,86.11
Egypt,5,0,1.36,84.26
El Salvador,6,0.032,1.17,100
Equatorial Guinea,2,0,0.49,0
Eritrea,6,0,0,93.52
Estonia,3,0.005,0.99,50
Eswatini,5,0,1.08,84.26
Ethiopia,0,0.013,1.82,80.56
Fiji,0,0,0,78.7
Finland,1,0.014,0.76,53.7
France,4,0.015,1.16,75
Gabon,0,0,1.12,80.56
Gambia,0,0,0,77.78
Georgia,5,0,0.88,84.26
Germany,1,0,0.78,59.72
Ghana,1,0.064,1.24,56.48
Greece,4,0.002,0.94,68.52
Grenada,2,0,0,0
Guatemala,6,0.284,1.33,96.3
Guinea,0,0,1.11,78.7
Guinea-Bissau,2,0,0.81,0
Guyana,5,0,0.6,87.04
Haiti,5,0,1.39,89.81
Honduras,6,0,1.29,100
Hungary,4,0.007,0.73,66.67
Iceland,3,0.001,0.75,39.81
India,0,0.063,1.28,79.17
Indonesia,4,0.113,1.1,71.76
International,2,0,0,0
Iran,3,0.117,1.05,44.44
Iraq,6,0.035,1.69,92.59
Ireland,5,0.017,0.55,83.33
Israel,4,0.005,1.55,75
Italy,1,0.009,0.7,63.89
Jamaica,5,0.018,0.9,87.04
Japan,3,0.01,0.82,34.26
Jordan,0,0,0.84,77.78
Kazakhstan,5,0.017,1.2,83.8
Kenya,5,0.025,1.49,88.89
Kosovo,5,0,1.11,87.04
Kuwait,6,0.252,0.98,100
Kyrgyzstan,0,0,1.24,79.17
Laos,1,0,0,56.48
Latvia,1,0.004,0.82,61.11
Lebanon,0,0,1.15,77.78
Lesotho,1,0,0,62.04
Liberia,5,0,1.01,84.26
Libya,6,0.018,0,100
Liechtenstein,2,0,0,0
Lithuania,4,0.002,0.85,71.3
Luxembourg,3,0.004,0.73,47.22
Madagascar,4,0.13,1.44,70.37
Malawi,1,0.018,1.33,60.19
Malaysia,4,0.011,1.13,75
Maldives,2,0.06,1.07,0
Mali,1,0,1.07,56.48
Malta,2,0.003,0.53,0
Marshall Islands,2,0,0,0
Mauritania,0,0.051,1.45,77.78
Mauritius,0,0,0.06,78.7
Mexico,0,0.405,1.22,82.41
Moldova,0,0,1.13,80.56
Monaco,4,0,0,68.52
Mongolia,4,0,0.59,71.3
Montenegro,2,0,0,0
Morocco,6,0.007,0.78,93.52
Mozambique,1,0.028,1.12,56.48
Myanmar,0,0.001,0.71,80.56
Namibia,4,0.01,0,66.67
Nepal,6,0.02,1.88,92.59
Netherlands,4,0,0.85,68.52
New Zealand,3,0,0.15,39.81
Nicaragua,2,0,0.24,18.52
Niger,3,0,0.7,33.33
Nigeria,5,0.199,1.19,84.26
North Macedonia,2,0.049,1.36,0
Norway,1,0.007,0.79,58.33
Oman,5,0,1.27,86.11
Pakistan,0,0.154,1.27,82.41
Palestine,0,0,1.19,80.56
Panama,5,0.196,1.3,89.81
Papua New Guinea,1,0,0,56.02
Paraguay,0,0.01,1.13,81.48
Peru,5,0,1.19,89.81
Philippines,6,0.035,1.44,96.3
Poland,0,0.02,1.01,79.63
Portugal,4,0.018,1.05,71.3
Qatar,5,0.385,1.15,83.33
Romania,4,0.019,0.9,75
Russia,0,0.033,0.95,78.24
