country,cluster,reproduction_rate,positive_rate,stringency_index
Afghanistan,4,0,1.14,84.26
Albania,5,0,1.19,71.3
Algeria,5,0,0.75,76.85
Andorra,1,0,0.46,42.59
Angola,5,0,0,77.78
Antigua and Barbuda,2,0,0,0
Argentina,4,0.159,1.32,90.74
Armenia,0,0,1.27,0
Australia,6,0,0.92,62.04
Austria,6,0.004,0.84,53.7
Azerbaijan,5,0,1.42,77.78
Bahamas,2,0,0.05,0
Bahrain,5,0.066,1.18,75
Bangladesh,6,0.211,1.32,62.96
Barbados,5,0,0,78.7
Belarus,3,0.069,0.96,16.67
Belgium,5,0.015,0.71,75
Belize,5,0,0,75.93
Benin,1,0,0.97,41.67
Bhutan,4,0,0,83.33
Bolivia,4,0.511,1.3,84.26
Bosnia and Herzegovina,6,0,1.17,54.63
Botswana,6,0,0,57.41
Brazil,5,0,1.24,77.31
Brunei,1,0,0,49.07
Bulgaria,1,0.012,1.16,44.44
Burkina Faso,1,0,0.94,45.37
Burundi,3,0,0,13.89
Cambodia,1,0,0.05,40.74
Cameroon,6,0,1.17,60.19
Canada,5,0.027,0.79,70.83
Cape Verde,5,0,1.1,79.17
Central African Republic,5,0,1.01,75.93
Chad,5,0,0.8,74.07
Chile,5,0.356,1.21,78.24
China,4,0,1.26,81.94
Colombia,4,0,1.28,87.04
Comoros,0,0,0.71,0
Congo,5,0,0.79,73.15
Costa Rica,5,0,1.45,72.22
Cote d'Ivoire,6,0.181,1.23,64.81
Croatia,6,0.001,0.21,50.93
Cuba,4,0.011,1.12,100
Cyprus,5,0.001,0.99,76.85
Czechia,1,0.009,1.01,41.67
Democratic Republic of Congo,4,0,1.11,80.56
Denmark,6,0.004,0.86,57.41
Djibouti,6,0,1.12,59.26
Dominica,5,0,0,72.22
Dominican Republic,4,0.189,1.07,87.04
Ecuador,4,0,1.11,83.33
Egypt,4,0,1.29,84.26
El Salvador,4,0.036,1.16,96.3
Equatorial Guinea,2,0,0.41,0
Eritrea,4,0,0,93.52
Estonia,1,0.004,1,41.67
Eswatini,4,0,1.18,84.26
Ethiopia,4,0.022,1.55,80.56
Fiji,5,0,0,78.7
Finland,1,0.016,0.71,44.44
France,5,0.015,1.12,72.22
Gabon,4,0,1.11,80.56
Gambia,5,0,0,77.78
Georgia,5,0,1.05,69.44
Germany,6,0,0.79,59.72
Ghana,6,0.069,1.23,56.48
Greece,6,0.002,1.13,54.63
Grenada,2,0,0,0
Guatemala,4,0.323,1.3,96.3
Guinea,5,0,1.11,78.7
Guinea-Bissau,0,0,0.8,0
Guyana,4,0,0.59,87.04
Haiti,4,0,1.3,80.56
Honduras,4,0,1.27,100
Hungary,6,0.006,0.74,61.11
Iceland,1,0.001,0.46,39.81
India,5,0.067,1.25,75.46
Indonesia,5,0.088,1.1,71.76
International,2,0,0,0
Iran,1,0.13,1.32,44.44
Iraq,4,0.048,1.84,92.59
Ireland,4,0.015,0.54,83.33
Israel,5,0.014,1.79,75
Italy,6,0.007,0.64,52.78
Jamaica,5,0.01,0.9,76.85
Japan,3,0.014,0.91,28.7
Jordan,5,0,1.09,77.78
Kazakhstan,4,0.017,1.12,81.02
Kenya,4,0.04,1.34,88.89
Kosovo,5,0,1.35,73.15
Kuwait,4,0.252,0.93,84.26
Kyrgyzstan,5,0,1.2,79.17
Laos,1,0,0,39.81
Latvia,6,0.002,0.82,61.11
Lebanon,5,0,1.14,74.07
Lesotho,6,0,0,62.04
Liberia,4,0,1.03,84.26
Libya,4,0.035,1.21,96.3
Liechtenstein,2,0,0,0
Lithuania,6,0.001,0.84,56.48
Luxembourg,1,0.003,0.8,47.22
Madagascar,5,0.102,1.3,70.37
Malawi,6,0.124,1.28,60.19
Malaysia,5,0.006,1.01,75
Maldives,0,0.072,1,0
Mali,6,0,1.06,52.78
Malta,0,0.001,0.58,0
Marshall Islands,2,0,0,0
Mauritania,5,0.111,1.49,77.78
Mauritius,6,0,0.05,65.74
Mexico,5,0.399,1.19,72.69
Moldova,4,0,1.16,80.56
Monaco,2,0,0,0
Mongolia,5,0,0.57,71.3
Montenegro,2,0,0.01,0
Morocco,4,0.004,0.93,93.52
Mozambique,6,0.043,1.13,62.04
Myanmar,4,0.003,0.74,80.56
Namibia,5,0.005,0,66.67
Nepal,4,0.064,1.76,92.59
Netherlands,6,0,0.88,62.96
New Zealand,1,0,0.12,37.04
Nicaragua,3,0,0.23,18.52
Niger,3,0,0.7,25.93
Nigeria,4,0.13,1.17,84.26
North Macedonia,0,0.07,1.69,0
Norway,1,0.005,0.9,43.52
Oman,4,0,1.24,86.11
Pakistan,4,0.245,1.33,82.41
Palestine,4,0,0.91,80.56
Panama,4,0.307,1.29,89.81
Papua New Guinea,6,0,0,56.02
Paraguay,4,0.023,1.24,81.48
Peru,4,0,1.13,89.81
Philippines,5,0.07,1.3,77.78
Poland,6,0.018,0.99,53.7
Portugal,5,0.02,1.09,71.3
Qatar,4,0.376,1.02,83.33
Romania,6,0.017,0.96,53.7
Russia,5,0.03,0.98,74.54
Rwanda,5,0.005,1.38,75.93
Saint Kitts and Nevis,2,0,0,0
Saint Lucia,2,0,0,0
Saint Vincent and the Grenadines,2,0,0,0
Samoa,2,0,0,0
San Marino,6,0,0.61,57.41
Sao Tome and Principe,2,0,0.43,0
Saudi Arabia,5,0.105,1.1,75.46
Senegal,5,0.077,1.08,72.22
Serbia,1,0.008,0.92,43.52
Seychelles,3,0,0,23.15
Sierra Leone,5,0,0.98,70.37
Singapore,5,0.047,0.93,74.07
Slovakia,5,0,0.82,69.44
Slovenia,1,0.002,1.23,39.81
Solomon Islands,1,0,0,33.33
Somalia,1,0,0.84,48.15
South Africa,4,0.074,1.36,80.56
South Korea,6,0.003,1.25,55.09
South Sudan,4,0,0.81,85.19
Spain,5,0.012,0.82,66.67
Sri Lanka,5,0.033,0.99,76.85
Sudan,4,0,1.16,91.67
Suriname,5,0,0,77.78
Sweden,6,0,1.11,64.81
Switzerland,6,0.005,0.79,55.56
Syria,5,0,0.39,69.44
Taiwan,3,0.002,0.19,25.93
Tajikistan,1,0,0.7,44.44
Tanzania,3,0,0.02,32.41
Thailand,5,0.001,0.85,75
Timor,1,0,0,33.33
Togo,5,0.016,1.03,73.15
Trinidad and Tobago,4,0.006,0,87.04
Tunisia,5,0.009,0.69,79.63
Turkey,6,0.03,0.78,63.89
Uganda,4,0,1.16,80.56
Ukraine,5,0.047,1.14,76.39
United Arab Emirates,5,0.017,0.89,72.22
United Kingdom,5,0.018,0.83,67.59
United States,5,0,0.97,72.69
Uruguay,6,0.006,0.95,61.11
Uzbekistan,4,0,1.24,81.94
Vanuatu,5,0,0,66.67
Vatican,2,0,0,0
Venezuela,4,0,1.45,81.48
Vietnam,5,0,0.51,69.44
Yemen,6,0,1.24,58.33
Zambia,1,0.027,0.9,39.81
Zimbabwe,4,0.046,1.08,87.96
