country,cluster,reproduction_rate,positive_rate,stringency_index
Afghanistan,6,0,1.21,16.67
Albania,1,0,1.27,54.63
Algeria,5,0,1.24,75.93
Andorra,1,0,1.28,57.41
Angola,2,0,1.11,71.3
Antigua and Barbuda,4,0,0.3,0
Argentina,5,0.507,1.01,82.87
Armenia,4,0,1.44,0
Australia,2,0,0.99,65.28
Austria,1,0.079,1.4,58.8
Azerbaijan,2,0,1.62,69.91
Bahamas,4,0,1.08,0
Bahrain,2,0.032,0.89,63.89
Bangladesh,5,0.109,1.02,80.09
Barbados,0,0,0.85,29.63
Belarus,6,0.031,1.23,16.67
Belgium,1,0.149,1.45,54.63
Belize,2,0,1.15,66.67
Benin,1,0,0.94,47.22
Bhutan,5,0,0.83,77.78
Bolivia,5,0.177,0.79,84.26
Bosnia and Herzegovina,3,0,1.17,40.74
Botswana,2,0,0.75,63.89
Brazil,2,0,0.99,63.43
Brunei,3,0,0,35.19
Bulgaria,3,0.169,1.55,35.19
Burkina Faso,0,0,0.99,25.93
Burundi,6,0,0.78,14.81
Cambodia,3,0,0.72,34.26
Cameroon,3,0,0.91,45.37
Canada,2,0.035,1.15,60.65
Cape Verde,2,0.177,1.06,68.52
Central African Republic,0,0,0.6,31.48
Chad,5,0,0.99,74.07
Chile,5,0.051,0.96,81.94
China,2,0,1.06,61.57
Colombia,2,0,1.05,65.74
Comoros,4,0,0.64,0
Congo,1,0,0.58,50.93
Costa Rica,1,0,1,58.33
Cote d'Ivoire,3,0.021,0.93,36.11
Croatia,0,0.146,1.64,28.7
Cuba,2,0.006,1.24,64.81
Cyprus,1,0.029,1.61,51.85
Czechia,1,0.283,1.43,48.15
Democratic Republic of Congo,1,0,1.1,49.07
Denmark,3,0.013,1.19,41.67
Djibouti,3,0,1.7,43.52
Dominica,0,0,0,31.48
Dominican Republic,2,0.133,0.97,67.59
Ecuador,1,0,1.06,52.78
Egypt,5,0,1.11,75.93
El Salvador,1,0.071,1.11,52.78
Equatorial Guinea,4,0,0.51,0
Eritrea,5,0,0.41,77.78
Estonia,0,0.013,1.18,25.93
Eswatini,1,0,0.88,48.15
Ethiopia,1,0.1,0.89,58.33
Fiji,1,0,0,49.07
Finland,3,0.014,1.14,36.57
France,1,0.119,1.31,49.54
Gabon,2,0,1.08,72.22
Gambia,2,0,0.68,60.19
Georgia,1,0,1.56,59.26
Germany,1,0,1.47,58.8
Ghana,3,0.026,1.12,44.44
Greece,2,0.029,1.33,59.72
Grenada,4,0,0,0
Guatemala,1,0.165,1,49.54
Guinea,3,0,1.09,39.35
Guinea-Bissau,4,0,0.4,0
Guyana,2,0,0.99,72.22
Haiti,1,0,0.89,47.22
Honduras,5,0,1.02,87.04
Hong Kong,1,0,0,51.85
Hungary,3,0.129,1.27,40.74
Iceland,3,0.044,0.96,45.37
India,2,0.057,0.89,64.35
Indonesia,1,0.138,0.97,50.46
International,4,0,0,0
Iran,1,0.156,1.19,58.8
Iraq,1,0.184,1.01,57.41
Ireland,2,0.072,1.16,61.57
Israel,5,0.039,0.52,81.48
Italy,1,0.068,1.64,50
Jamaica,2,0.126,0.89,67.59
Japan,3,0.032,1.04,38.89
Jordan,5,0,1.31,78.7
Kazakhstan,5,0.012,1.32,74.07
Kenya,2,0.116,1.37,68.52
Kosovo,1,0,1.43,52.78
Kuwait,2,0.11,1.14,62.96
Kyrgyzstan,1,0,1.26,57.87
Laos,3,0,0,36.11
Latvia,0,0.027,1.39,33.33
Lebanon,1,0,1.11,59.26
Lesotho,1,0,0.82,47.22
Liberia,1,0,1.01,57.41
Libya,5,0,1.07,78.7
Liechtenstein,4,0,1.74,0
Lithuania,1,0.032,1.48,54.17
Luxembourg,1,0.029,1.63,52.78
Madagascar,3,0.005,0.4,40.74
Malawi,1,0.02,0.92,50.93
Malaysia,2,0.035,1.36,65.74
Maldives,4,0.029,0.93,0
Mali,3,0,1.12,37.96
Malta,4,0.05,1.25,0
Marshall Islands,4,0,0,0
Mauritania,6,0.036,1.1,17.59
Mauritius,6,0,0.82,16.67
Mexico,2,0.376,1.03,71.76
Moldova,1,0,1,48.15
Monaco,4,0,1.41,0
Mongolia,3,0,0.64,40.74
Montenegro,4,0,0.84,0
Morocco,2,0.136,1.12,60.19
Mozambique,2,0.097,1.07,62.04
Myanmar,5,0,1.11,81.02
Namibia,3,0.057,0.92,37.96
Nepal,2,0.221,1.09,63.89
Netherlands,2,0,1.23,62.04
New Zealand,0,0.001,0.87,22.22
Nicaragua,6,0,0.48,8.33
Niger,6,0,1.14,12.04
Nigeria,1,0.03,0.93,50.93
North Macedonia,4,0.18,1.32,0
Norway,0,0.011,1.27,32.41
Oman,5,0,1.07,73.15
Pakistan,1,0.021,1.12,53.24
Palestine,5,0.107,1.12,82.41
Panama,2,0.118,1.01,62.04
Papua New Guinea,3,0,0.7,45.37
Paraguay,2,0.246,1,64.81
Peru,5,0,0.94,82.41
Philippines,2,0.076,0.88,68.98
Poland,3,0.183,1.55,34.72
Portugal,1,0.075,1.39,56.94
Qatar,2,0.031,1.18,64.81
Romania,1,0.143,1.24,54.63
Russia,3,0.031,1.16,44.91
Rwanda,2,0.006,1.16,63.89
Saint Kitts and Nevis,4,0,0,0
Saint Lucia,4,0,0,0
Saint Vincent and the Grenadines,4,0,0,0
Samoa,4,0,0,0
San Marino,3,0,1.09,35.19
Sao Tome and Principe,4,0,0.74,0
Saudi Arabia,1,0.008,0.94,57.41
Senegal,3,0.021,0.87,45.37
Serbia,1,0.038,1.72,54.63
Seychelles,0,0,0.18,31.48
Sierra Leone,0,0,0.94,31.48
Singapore,1,0,0.93,50
Slovakia,1,0.142,1.33,53.7
Slovenia,2,0.16,1.63,64.81
Solomon Islands,3,0,0,43.52
Somalia,3,0,0.71,36.11
South Africa,3,0.08,1,38.89
South Korea,1,0.008,1.18,53.24
South Sudan,3,0.016,1.06,35.19
Spain,2,0.098,1.22,64.35
Sri Lanka,3,0.013,1.31,34.26
Sudan,3,0,1.22,34.26
Suriname,1,0,0.79,57.41
Sweden,1,0.037,1.48,55.56
Switzerland,3,0.143,1.85,35.65
Syria,1,0,1.03,47.69
Taiwan,0,0.006,1.22,23.15
Tajikistan,3,0,1,36.11
Tanzania,6,0,0,13.89
Thailand,1,0.002,1.03,47.22
Timor,0,0,0,29.63
Togo,1,0.02,1.05,56.48
Trinidad and Tobago,2,0.23,0.85,69.44
Tunisia,1,0,1.25,54.63
Turkey,2,0.016,1.13,69.91
Uganda,2,0.06,1.02,61.11
Ukraine,1,0.185,1.15,58.8
United Arab Emirates,1,0.012,1.07,50.93
United Kingdom,2,0.067,1.33,65.74
United States,2,0,1.16,66.2
Uruguay,3,0.016,1.19,43.52
Uzbekistan,3,0,0.89,39.81
Vanuatu,0,0,0,22.22
Vatican,4,0,0,0
Venezuela,5,0,0.86,84.26
Vietnam,1,0,1.27,55.56
Yemen,3,0,0.62,40.74
Zambia,3,0.018,0.9,45.37
Zimbabwe,2,0.034,1.08,71.3
