country,cluster,reproduction_rate,positive_rate,stringency_index
Afghanistan,4,0,1.2,16.67
Albania,3,0,1.13,54.63
Algeria,2,0,1.23,75
Andorra,1,0,1.21,62.96
Angola,2,0,1.09,65.74
Antigua and Barbuda,5,0,0.31,0
Argentina,0,0.514,0.96,80.09
Armenia,5,0,1.29,0
Australia,1,0.001,0.85,65.28
Austria,1,0.109,1.52,60.19
Azerbaijan,1,0,1.38,64.35
Bahamas,5,0,0.77,0
Bahrain,1,0.029,0.88,63.89
Bangladesh,0,0.112,1,80.09
Barbados,6,0,0.8,29.63
Belarus,4,0.035,1.22,16.67
Belgium,3,0.224,1.28,54.63
Belize,2,0,1.15,66.67
Benin,3,0,0.94,43.52
Bhutan,0,0,0.85,77.78
Bolivia,0,0.164,0.81,84.26
Bosnia and Herzegovina,6,0,1.17,40.74
Botswana,1,0,0.74,63.89
Brazil,1,0,1,57.87
Brunei,6,0,0,35.19
Bulgaria,6,0.182,1.53,39.35
Burkina Faso,4,0,0.99,22.22
Burundi,4,0,0.78,14.81
Cambodia,6,0,0.84,34.26
Cameroon,3,0,0.9,45.37
Canada,1,0.045,1.15,60.65
Cape Verde,2,0.169,1.06,71.3
Central African Republic,6,0,0.58,31.48
Chad,2,0,0.97,74.07
Chile,0,0.045,0.97,81.94
China,0,0,1.16,81.94
Colombia,2,0,1.06,65.74
Comoros,5,0,0.63,0
Congo,3,0,0.58,47.22
Costa Rica,1,0,0.99,58.33
Cote d'Ivoire,6,0.02,0.95,30.56
Croatia,6,0.23,1.51,31.48
Cuba,1,0.007,1.12,64.81
Cyprus,1,0.037,1.38,63.89
Czechia,2,0.315,1.21,73.15
Democratic Republic of Congo,3,0,1.1,49.07
Denmark,6,0.016,1.21,39.81
Djibouti,3,0,1.11,43.52
Dominica,6,0,0,31.48
Dominican Republic,2,0.128,1.01,67.59
Ecuador,3,0,1.06,52.78
Egypt,0,0,1.12,75.93
El Salvador,3,0.073,1.12,52.78
Equatorial Guinea,5,0,0.49,0
Eritrea,0,0,0.4,77.78
Estonia,4,0.022,1.34,25.93
Eswatini,3,0,0.92,48.15
Ethiopia,1,0.085,0.79,58.33
Fiji,3,0.002,0,49.07
Finland,6,0.014,1.1,36.57
France,3,0.15,1.29,49.54
Gabon,2,0,1.09,72.22
Gambia,1,0,0.71,60.19
Georgia,1,0,1.41,59.26
Germany,1,0,1.45,60.65
Ghana,3,0.03,1.14,44.44
Greece,1,0.044,1.38,59.72
Grenada,5,0,0,0
Guatemala,3,0.148,1,49.54
Guinea,6,0,1.09,35.65
Guinea-Bissau,5,0,0.39,0
Guyana,2,0,0.99,72.22
Haiti,3,0,0.86,47.22
Honduras,0,0,1.01,87.04
Hong Kong,3,0,0,51.85
Hungary,6,0.16,1.4,40.74
Iceland,3,0.041,0.93,45.37
India,1,0.042,0.89,64.35
Indonesia,3,0.157,0.94,50.46
International,5,0,0,0
Iran,2,0.225,1.21,70.83
Iraq,3,0.189,0.99,51.85
Ireland,0,0.062,0.96,81.48
Israel,0,0.027,0.56,81.48
Italy,2,0.105,1.56,66.67
Jamaica,2,0.105,0.9,71.3
Japan,6,0.033,1.09,38.89
Jordan,0,0,1.33,78.7
