country,cluster,reproduction_rate,positive_rate,stringency_index
Afghanistan,1,0,0.9,60.19
Albania,1,0,1.06,57.41
Algeria,6,0,0.88,68.52
Andorra,2,0,1.36,45.37
Angola,5,0,1.12,79.17
Antigua and Barbuda,3,0,0,0
Argentina,4,0.382,1.1,87.96
Armenia,3,0,0.86,0
Australia,5,0.005,0.72,79.17
Austria,0,0.024,1.38,35.19
Azerbaijan,4,0,0.85,85.19
Bahamas,3,0,1.3,0
Bahrain,6,0.04,1.01,69.44
Bangladesh,5,0.205,1.01,80.09
Barbados,2,0,0.76,48.15
Belarus,0,0.012,1.04,16.67
Belgium,1,0.031,1.03,58.33
Belize,6,0,1.18,72.69
Benin,2,0,0.94,41.67
Bhutan,4,0,0.72,97.22
Bolivia,4,0.464,0.93,84.26
Bosnia and Herzegovina,1,0,1.16,59.26
Botswana,2,0,0.78,47.22
Brazil,6,0,0.97,69.91
Brunei,2,0,0,40.74
Bulgaria,2,0.033,0.9,38.89
Burkina Faso,2,0,1,48.15
Burundi,3,0,0.71,11.11
Cambodia,2,0,0.27,47.22
Cameroon,1,0,1,60.19
Canada,6,0.006,1.04,64.35
Cape Verde,6,0.148,1.08,65.28
Central African Republic,1,0,0.6,54.63
Chad,6,0,0.95,64.81
Chile,5,0.07,0.95,81.94
China,5,0,0.66,78.24
Colombia,4,0,1.03,87.04
Comoros,3,0,0.66,0
Congo,6,0,0.6,67.59
Costa Rica,6,0,1.13,72.22
Cote d'Ivoire,0,0.065,0.91,31.94
Croatia,0,0.109,1.51,35.19
Cuba,5,0.01,1.14,82.41
Cyprus,2,0.004,1.07,47.22
Czechia,0,0.036,1.1,36.11
Democratic Republic of Congo,2,0.082,1.05,40.74
Denmark,2,0.004,1.21,50.93
Djibouti,2,0,0.41,50.93
Dominica,0,0,0,36.11
Dominican Republic,5,0.235,0.85,78.7
Ecuador,5,0,0.99,76.39
Egypt,1,0,0.77,62.96
El Salvador,4,0.134,1.03,89.81
Equatorial Guinea,3,0,0.38,0
Eritrea,4,0,0.25,89.81
Estonia,0,0.004,1.23,23.15
Eswatini,5,0,0.95,80.56
Ethiopia,5,0.064,1.45,80.56
Fiji,1,0.003,0,54.63
Finland,0,0.002,1.23,32.41
France,2,0.029,1.25,48.15
Gabon,6,0,1.04,66.67
Gambia,5,0,1.21,77.78
Georgia,1,0,1.02,57.41
Germany,1,0,1.21,56.94
Ghana,1,0.141,0.98,52.78
Greece,1,0.021,1.28,56.02
Grenada,3,0,0,0
Guatemala,4,0.27,1.01,87.04
Guinea,6,0,1.09,70.83
Guinea-Bissau,3,0,0.63,0
Guyana,6,0,1.3,73.15
Haiti,0,0,0.95,21.3
Honduras,4,0,1.04,87.96
Hungary,2,0.012,1.3,49.07
Iceland,2,0.014,1.14,46.3
India,5,0.08,1.09,79.63
Indonesia,1,0.17,1.05,59.72
International,3,0,0,0
Iran,1,0.094,0.95,60.19
Iraq,4,0.191,1.13,92.59
Ireland,1,0.01,1.32,59.72
Israel,0,0.066,1.02,37.96
Italy,1,0.011,1.26,54.63
Jamaica,6,0.031,1.54,73.15
Japan,0,0.039,0.88,32.41
Jordan,1,0,1.69,56.48
Kazakhstan,5,0.083,0.57,79.63
Kenya,6,0.095,0.79,70.37
Kosovo,6,0,0.91,69.44
Kuwait,6,0.162,1,65.74
Kyrgyzstan,5,0,0.64,79.17
Laos,0,0,0,36.11
Latvia,2,0.003,1.05,41.67
Lebanon,0,0,1.26,24.07
Lesotho,6,0,0.99,71.3
Liberia,6,0,0.89,64.81
Libya,4,0.137,1.24,87.96
Liechtenstein,3,0,0,0
Lithuania,0,0.007,1.24,34.26
Luxembourg,0,0.008,0.89,37.96
Madagascar,6,0.199,0.72,65.74
Malawi,6,0.092,0.89,64.81
Malaysia,1,0.002,1.03,57.41
Maldives,3,0.098,1.1,0
Mali,2,0,1.08,47.22
Malta,3,0.017,1.25,0
Marshall Islands,3,0,0,0
Mauritania,0,0.089,0.93,29.63
Mauritius,0,0,0.18,16.67
Mexico,6,0.478,0.96,70.83
Moldova,1,0,1.11,57.41
Monaco,3,0,0.87,0
Mongolia,1,0,0.23,60.19
Montenegro,3,0,0.91,0
Morocco,6,0.061,1.18,70.37
Mozambique,5,0.06,1.12,75
Myanmar,5,0.002,1.53,74.07
Namibia,6,0.186,1.22,63.89
Nepal,4,0.051,1.34,90.74
Netherlands,2,0,1.11,39.81
New Zealand,6,0.001,1.31,68.98
Nicaragua,0,0,0.34,20.37
Niger,0,0,0.74,17.59
Nigeria,6,0.08,0.92,65.74
North Macedonia,3,0.077,0.96,0
