country,cluster,reproduction_rate,positive_rate,stringency_index
Afghanistan,0,0,0,0
Albania,3,0,0,5.56
Algeria,0,0,0,0
Andorra,0,0,0,0
Angola,3,0,0,5.56
Antigua and Barbuda,0,0,0,0
Argentina,3,0,0,11.11
Armenia,0,0,0,0
Australia,3,0,0,19.44
Austria,0,0,0,0
Azerbaijan,0,0,0,2.78
Bahamas,0,0,0,0
Bahrain,3,0,0,16.67
Bangladesh,3,0,0,13.89
Barbados,3,0,0,11.11
Belarus,0,0,0,0
Belgium,3,0,0,11.11
Belize,0,0,0,0
Benin,0,0,0,2.78
Bhutan,3,0,0,13.89
Bolivia,4,0,0,62.04
Bosnia and Herzegovina,3,0,0,11.11
Botswana,3,0,0,13.89
Brazil,3,0,0,5.56
Brunei,3,0,0,19.44
Bulgaria,3,0,0,8.33
Burkina Faso,0,0,0,0
Burundi,3,0,0,5.56
Cambodia,0,0,0,0
Cameroon,0,0,0,0
Canada,0,0,0,2.78
Cape Verde,3,0,0,11.11
Central African Republic,0,0,0,0
Chad,0,0,0,0
Chile,0,0,0,0
China,4,0,1.37,75.46
Colombia,3,0,0,8.33
Comoros,0,0,0,0
Congo,0,0,0,0
Costa Rica,3,0,0,11.11
Cote d'Ivoire,0,0,0,0
Croatia,3,0,0,13.89
Cuba,3,0,0,11.11
Cyprus,0,0,0,0
Czechia,3,0,0,16.67
Democratic Republic of Congo,0,0,0,0
Denmark,0,0,0,0
Djibouti,0,0,0,0
Dominica,0,0,0,0
Dominican Republic,0,0,0,0
Ecuador,3,0,0,5.56
Egypt,0,0,0,0
El Salvador,3,0,0,19.44
Equatorial Guinea,0,0,0,0
Eritrea,0,0,0,0
Estonia,0,0,0,0
Eswatini,0,0,0,2.78
Ethiopia,0,0,0,2.78
Fiji,3,0,0,19.44
Finland,3,0,0,13.89
France,3,0,0,11.11
Gabon,3,0,0,13.89
Gambia,3,0,0,5.56
Georgia,3,0,0,19.44
Germany,3,0,0,11.11
Ghana,0,0,0,2.78
Greece,0,0,0,0
Grenada,0,0,0,0
Guatemala,3,0,0,11.11
Guinea,3,0,0,11.11
Guinea-Bissau,0,0,0,0
Guyana,3,0,0,13.89
Haiti,0,0,0,2.78
Honduras,0,0,0,0
Hungary,0,0,0,0
Iceland,3,0,0,16.67
India,3,0,0,10.19
Indonesia,4,0,0,28.7
International,0,0,0,0
Iran,0,0,0,0
Iraq,0,0,0,0
Ireland,3,0,0,5.56
Israel,3,0,0,19.44
Italy,3,0,0,19.44
Jamaica,3,0,0,19.44
Japan,3,0.204,0,19.44
Jordan,0,0,0,0
Kazakhstan,3,0,0,8.33
Kenya,0,0,0,2.78
Kosovo,0,0,0,0
Kuwait,3,0,0,5.56
Kyrgyzstan,3,0,0,13.89
Laos,0,0,0,0
Latvia,0,0,0,2.78
Lebanon,0,0,0,2.78
Lesotho,0,0,0,0
Liberia,3,0,0,5.56
Libya,3,0,0,5.56
Liechtenstein,0,0,0,0
Lithuania,0,0,0,0
Luxembourg,0,0,0,0
Madagascar,0,0,0,0
Malawi,3,0,0,5.56
Malaysia,3,0,0,19.44
Maldives,0,0,0,0
Mali,0,0,0,0
Malta,0,0,0,0
Marshall Islands,0,0,0,0
Mauritania,3,0,0,5.56
Mauritius,0,0,0,0
Mexico,0,0,0,0
Moldova,3,0,0,5.56
Monaco,3,0,0,9.26
Mongolia,4,0,0,49.07
Montenegro,0,0,0,0
Morocco,0,0,0,0
Mozambique,3,0,0,8.33
Myanmar,0,0,0,2.78
Namibia,0,0,0,0
Nepal,3,0,0,16.67
Netherlands,0,0,0,0
New Zealand,3,0,0,19.44
Nicaragua,0,0,0,0
Niger,0,0,0,0
Nigeria,3,0,0,11.11
North Macedonia,0,0,0,0
Norway,3,0,0,11.11
Oman,3,0,0,19.44
Pakistan,3,0,0,11.11
Palestine,0,0,0,0
Panama,3,0,0,8.33
Papua New Guinea,3,0,0,13.89
Paraguay,3,0,0,5.56
Peru,0,0,0,0
Philippines,3,0,0,25
Poland,3,0,0,5.56
Portugal,3,0,0,11.11
Qatar,3,0,0,13.89
Romania,3,0,0,5.56
Russia,3,0,0,8.33
Rwanda,3,0,0,13.89
Saint Kitts and Nevis,0,0,0,0
Saint Lucia,0,0,0,0
Saint Vincent and the Grenadines,0,0,0,0
Samoa,0,0,0,0
San Marino,0,0,0,0
Sao Tome and Principe,0,0,0,0
Saudi Arabia,3,0,0,11.11
Senegal,0,0,0,0
Serbia,0,0,0,2.78
Seychelles,3,0,0,16.67
Sierra Leone,0,0,0,0
Singapore,3,0,0,25
Slovakia,0,0,0,2.78
Slovenia,0,0,0,0
Solomon Islands,3,0,0,8.33
Somalia,0,0,0,0
South Africa,0,0,0,2.78
South Korea,4,0.001,0,31.48
South Sudan,0,0,0,0
Spain,3,0,0,11.11
Sri Lanka,3,0,0,8.33
Sudan,3,0,0,5.56
Suriname,0,0,0,0
Sweden,0,0,0,0
Switzerland,0,0,0,0
Syria,0,0,0,2.78
Taiwan,4,0.002,0,30.56
Tajikistan,3,0,0,11.11
Tanzania,0,0,0,2.78
Thailand,0,0.015,0,0
Timor,3,0,0,11.11
