country,cluster,reproduction_rate,positive_rate,stringency_index
Afghanistan,2,0,1.42,84.26
Albania,0,0,1.17,89.81
Algeria,4,0,1.06,92.13
Andorra,5,0,0.6,52.78
Angola,0,0,0,90.74
Antigua and Barbuda,1,0,0,0
Argentina,6,0.057,1.26,100
Armenia,1,0,1.29,0
Australia,3,0.003,0.39,69.44
Austria,3,0.013,0.48,77.78
Azerbaijan,4,0,0.83,91.67
Bahamas,1,0,0,0
Bahrain,3,0.015,1.31,75
Bangladesh,4,0.133,1.69,93.52
Barbados,0,0,0,88.89
Belarus,1,0.092,1.56,16.67
Belgium,2,0.107,0.89,81.48
Belize,3,0,0,75
Benin,3,0,0,70.83
Bhutan,2,0,0,83.33
Bolivia,2,0.131,1.44,84.26
Bosnia and Herzegovina,4,0,1.16,92.59
Botswana,0,0,0,86.11
Brazil,3,0,1.53,74.54
Brunei,5,0,0.14,58.33
Bulgaria,3,0.061,1.28,73.15
Burkina Faso,2,0,0.95,84.26
Burundi,1,0,0,13.89
Cambodia,5,0,0.06,57.41
Cameroon,3,0,1.27,71.3
Canada,3,0.093,1.15,72.69
Cape Verde,2,0,0,79.63
Central African Republic,3,0,0,68.52
Chad,0,0,0,88.89
Chile,3,0.094,1.35,73.15
China,5,0,0.51,56.94
Colombia,2,0,1.31,84.26
Comoros,1,0,0,0
Congo,6,0,0.8,97.22
Costa Rica,3,0,0.81,75.93
Cote d'Ivoire,2,0.136,1.22,80.56
Croatia,4,0.025,0.68,96.3
Cuba,2,0.03,1.02,83.33
Cyprus,4,0.005,0.64,94.44
Czechia,5,0.018,0.71,60.19
Democratic Republic of Congo,2,0.088,1.13,80.56
Denmark,3,0.029,0.96,68.52
Djibouti,4,0,1.01,94.44
Dominica,2,0,0,79.63
Dominican Republic,4,0.239,1.2,96.3
Ecuador,4,0,1.02,93.52
Egypt,2,0,1.3,84.26
El Salvador,4,0.011,1.18,94.44
Equatorial Guinea,1,0,0,0
Eritrea,4,0,0,93.52
Estonia,3,0.016,0.71,77.78
Eswatini,2,0,0,84.26
Ethiopia,2,0.006,0.23,80.56
Fiji,0,0.009,0,88.89
Finland,5,0.041,1.01,60.19
France,0,0,1.09,87.96
Gabon,2,0,1.15,81.48
Gambia,2,0,0,78.7
Georgia,6,0,0.86,100
Germany,3,0,0.72,76.85
Ghana,5,0.017,1.41,62.04
Greece,2,0.022,0.9,84.26
Grenada,1,0,0,0
Guatemala,4,0.098,1.3,96.3
Guinea,2,0,1.14,78.7
Guinea-Bissau,1,0,0,0
Guyana,0,0,0,87.04
Haiti,0,0,0,89.81
Honduras,6,0,1.32,100
