country,cluster,reproduction_rate,positive_rate,stringency_index
Afghanistan,3,0,1.05,28.7
Albania,1,0,0.98,54.63
Algeria,4,0,0.79,75.93
Andorra,1,0,1.47,53.7
Angola,4,0,1.12,75
Antigua and Barbuda,0,0,0.26,0
Argentina,4,0.513,1.06,87.96
Armenia,0,0,1.33,0
Australia,5,0,0.63,68.06
Austria,6,0.043,1.08,37.04
Azerbaijan,5,0,0.84,70.37
Bahamas,0,0,1.08,0
Bahrain,5,0.055,0.95,63.89
Bangladesh,4,0.114,0.91,80.09
Barbados,6,0,0.68,35.19
Belarus,3,0.021,1.24,16.67
Belgium,1,0.048,1.36,52.78
Belize,5,0,1.16,72.22
Benin,2,0,0.94,47.22
Bhutan,4,0,0.78,79.17
Bolivia,4,0.315,0.81,84.26
Bosnia and Herzegovina,6,0,1.16,40.74
Botswana,5,0,0.76,63.89
Brazil,5,0,0.96,67.13
Brunei,6,0,0,35.19
Bulgaria,6,0.054,1.3,35.19
Burkina Faso,6,0,0.99,36.11
Burundi,3,0,0.74,14.81
Cambodia,6,0,0.34,37.04
Cameroon,1,0,0.94,52.78
Canada,5,0.018,1.3,60.65
Cape Verde,5,0.177,1.07,67.13
Central African Republic,1,0,0.55,56.48
Chad,4,0,1.01,76.85
Chile,4,0.058,1,81.94
China,1,0,1,54.17
Colombia,5,0,0.97,71.3
Comoros,0,0,0.65,0
Congo,1,0,0.56,56.48
Costa Rica,5,0,1.02,62.96
Cote d'Ivoire,6,0.041,0.92,36.11
Croatia,3,0.037,0.93,28.7
Cuba,4,0.007,0.92,84.26
Cyprus,1,0.005,1.42,53.7
Czechia,6,0.117,1.22,38.89
Democratic Republic of Congo,2,0.077,1.07,43.52
Denmark,1,0.011,1.17,50.93
Djibouti,1,0,0.84,50.93
Dominica,3,0,0,28.7
Dominican Republic,4,0.127,0.91,78.7
Ecuador,1,0,0.97,51.39
Egypt,5,0,0.93,62.96
El Salvador,5,0.046,1.07,61.11
Equatorial Guinea,0,0,0.49,0
Eritrea,4,0,0.31,86.11
Estonia,3,0.013,1.22,25.93
Eswatini,5,0,0.83,64.81
Ethiopia,4,0.085,0.97,77.78
Fiji,1,0,0,51.85
Finland,6,0.007,1.33,32.41
France,2,0.062,1.28,49.54
Gabon,5,0,1.05,66.67
Gambia,4,0,0.64,75.93
Georgia,5,0,1.44,60.19
Germany,2,0,1.19,49.54
Ghana,2,0.044,1.03,44.44
Greece,1,0.028,1.14,54.63
Grenada,0,0,0,0
Guatemala,5,0.2,1,67.59
Guinea,1,0,1.08,58.8
Guinea-Bissau,0,0,0.45,0
Guyana,4,0,1.06,79.17
Haiti,2,0,0.91,47.22
Honduras,4,0,1.04,84.26
Hong Kong,1,0,0,55.56
Hungary,6,0.082,1.13,40.74
Iceland,6,0.02,1.46,37.96
India,4,0.077,0.96,75.46
Indonesia,4,0.138,1.03,72.69
International,0,0,0,0
Iran,1,0.131,1.1,54.63
Iraq,5,0.213,1,61.11
Ireland,1,0.026,1.29,52.31
Israel,4,0.124,1.05,85.19
Italy,2,0.018,1.15,47.22
Jamaica,4,0.217,1.04,78.7
Japan,6,0.027,1,33.33
Jordan,5,0,1.74,63.89
Kazakhstan,4,0.017,0.96,78.7
Kenya,5,0.047,1.13,71.3
Kosovo,1,0,0.95,58.33
Kuwait,5,0.146,0.87,65.74
Kyrgyzstan,5,0,1.24,67.13
Laos,6,0,0,36.11
Latvia,6,0.011,1.57,37.04
Lebanon,1,0,1.16,59.26
Lesotho,1,0,0.93,59.26
Liberia,5,0,0.98,60.19
Libya,4,0,1.1,86.11
Liechtenstein,0,0,1.05,0
Lithuania,6,0.02,1.33,34.26
Luxembourg,2,0.013,1.21,47.22
Madagascar,1,0.113,0.78,58.33
Malawi,1,0.017,0.84,54.63
Malaysia,1,0.011,1.63,52.78
Maldives,0,0.041,0.91,0
Mali,2,0,1.1,43.52
Malta,0,0.014,0.93,0
Marshall Islands,0,0,0,0
Mauritania,3,0.062,0.83,17.59
Mauritius,3,0,0.49,22.22
Mexico,4,0.403,1.06,73.61
Moldova,6,0,1.14,37.96
Monaco,0,0,0.93,0
Mongolia,2,0,0.29,46.3
Montenegro,0,0,0.93,0
Morocco,5,0.097,1.06,63.89
Mozambique,5,0.141,1.09,62.04
Myanmar,4,0.173,1.47,81.02
Namibia,5,0.096,0.86,60.19
Nepal,4,0.127,1.18,76.85
Netherlands,2,0,1.37,48.15
New Zealand,6,0.001,0.71,31.94
Nicaragua,0,0,0.48,11.11
Niger,3,0,0.92,14.81
Nigeria,1,0.039,0.95,54.63
North Macedonia,0,0.095,1.14,0
Norway,6,0.008,1.07,32.41
Oman,4,0,1.14,86.11
Pakistan,6,0.018,1.05,41.2
Palestine,4,0.099,0.81,82.41
Panama,4,0.127,1,87.04
Papua New Guinea,2,0,0.7,45.37
Paraguay,4,0.265,1.05,81.48
Peru,4,0,0.92,85.19
Philippines,5,0.071,0.9,67.13
Poland,3,0.061,1.45,23.15
Portugal,1,0.034,1.14,58.8
Qatar,5,0.048,0.95,64.81
Romania,2,0.073,1.17,43.52
Russia,6,0.021,1.21,40.74
Rwanda,4,0.009,0.64,75.93
Saint Kitts and Nevis,0,0,0,0
Saint Lucia,0,0,0,0
Saint Vincent and the Grenadines,0,0,0,0
Samoa,0,0,0,0
San Marino,6,0,0.36,29.63
Sao Tome and Principe,0,0,0.54,0
Saudi Arabia,1,0.011,0.87,57.41
Senegal,6,0.024,0.78,40.74
Serbia,1,0.011,1.04,54.63
Seychelles,6,0,0.24,39.81
Sierra Leone,6,0,0.96,29.63
Singapore,1,0.001,0.74,52.78
Slovakia,6,0.077,1.48,31.48
Slovenia,2,0.054,1.34,50
Solomon Islands,6,0,0,36.11
Somalia,1,0,0.7,52.78
South Africa,2,0.093,0.85,44.44
South Korea,1,0.008,0.61,54.63
South Sudan,6,0.023,1.04,38.89
Spain,5,0.1,1.16,60.65
Sri Lanka,3,0.004,0.96,26.85
Sudan,1,0,1.03,51.85
Suriname,5,0,0.81,67.59
Sweden,1,0.021,1.37,55.56
Switzerland,2,0.033,1.29,43.06
Syria,2,0,0.97,47.69
Taiwan,3,0.003,1.17,23.15
Tajikistan,6,0,0.99,33.33
Tanzania,0,0,0,8.33
Thailand,2,0.001,0.93,47.22
Timor,6,0,0,29.63
Togo,2,0.014,1.05,49.07
Trinidad and Tobago,4,0.294,0.79,80.56
Tunisia,3,0,1.42,23.15
Turkey,5,0.015,0.89,69.91
Uganda,4,0.061,1.04,73.15
Ukraine,5,0.141,1.12,64.35
United Arab Emirates,1,0.01,1.11,50.93
United Kingdom,5,0.025,1.01,67.59
United States,5,0,1,62.5
Uruguay,2,0.005,1.14,43.52
Uzbekistan,2,0,0.94,43.52
Vanuatu,3,0,0,22.22
Vatican,0,0,0,0
Venezuela,4,0,0.92,87.96
Vietnam,1,0,0.65,55.56
Yemen,6,0,0.73,31.48
Zambia,2,0.044,0.89,48.15
Zimbabwe,4,0.034,0.92,76.85
