country,cluster,reproduction_rate,positive_rate,stringency_index
Afghanistan,2,0,0.81,78.7
Albania,5,0,1.13,62.96
Algeria,5,0,1.3,65.74
Andorra,0,0,0.52,45.37
Angola,1,0,1.16,75.93
Antigua and Barbuda,4,0,0,0
Argentina,2,0.332,1.22,92.59
Armenia,4,0,0.93,0
Australia,1,0.003,1.72,75.46
Austria,0,0.014,1.23,47.22
Azerbaijan,2,0,1.02,96.3
Bahamas,4,0,1.26,0
Bahrain,1,0.046,1.03,69.44
Bangladesh,1,0.218,0.94,74.54
Barbados,5,0,0,57.41
Belarus,6,0.024,0.71,16.67
Belgium,0,0.008,1.13,50
Belize,1,0,0,69.44
Benin,3,0,0.96,41.67
Bhutan,1,0,0,71.3
Bolivia,2,0.568,1.14,84.26
Bosnia and Herzegovina,5,0,1.18,56.48
Botswana,5,0,0.87,57.41
Brazil,2,0,1.07,81.02
Brunei,0,0,0,49.07
Bulgaria,3,0.065,1.27,36.11
Burkina Faso,0,0,0.98,45.37
Burundi,6,0,0.64,13.89
Cambodia,3,0,0.27,38.89
Cameroon,5,0,0.99,60.19
Canada,1,0.008,0.98,68.98
Cape Verde,2,0,1.09,79.17
Central African Republic,5,0,0.76,64.81
Chad,1,0,0.78,67.59
Chile,2,0.209,0.84,87.5
China,2,0,1.35,78.24
Colombia,2,0,1.24,87.04
Comoros,4,0,0.7,0
Congo,1,0,0.74,73.15
Costa Rica,1,0,1.43,73.61
Cote d'Ivoire,5,0.16,1.03,63.43
Croatia,0,0.064,1.26,54.63
Cuba,1,0.003,1.08,66.67
Cyprus,0,0.001,1.36,50
Czechia,3,0.032,0.94,34.72
Democratic Republic of Congo,2,0.061,1.07,80.56
Denmark,0,0.001,1.06,54.63
Djibouti,5,0,1.02,59.26
Dominica,3,0,0,44.44
Dominican Republic,1,0.285,1.19,75
Ecuador,2,0,1.1,79.63
Egypt,5,0,0.84,60.19
El Salvador,2,0.106,1.13,89.81
Equatorial Guinea,4,0,0.24,0
Eritrea,2,0,0.33,89.81
Estonia,6,0.004,0.94,25.93
Eswatini,2,0,1.34,80.56
Ethiopia,2,0.054,0.58,80.56
Fiji,0,0.008,0,54.63
Finland,3,0.001,0.95,35.19
France,0,0.011,1.13,51.85
Gabon,1,0,1.07,66.67
Gambia,1,0,0,68.98
Georgia,5,0,1.19,58.33
Germany,0,0,0.95,55.09
Ghana,0,0.236,1.14,52.78
Greece,0,0.005,1.26,46.3
Grenada,4,0,0,0
Guatemala,2,0.315,1.18,96.3
Guinea,1,0,1.1,71.3
Guinea-Bissau,4,0,0.74,0
Guyana,1,0,1,77.31
Haiti,1,0,0.93,72.22
Honduras,2,0,1.13,96.3
Hungary,0,0.005,1.15,54.63
Iceland,3,0.006,0.75,39.81
India,1,0.099,1.22,74.07
Indonesia,0,0.124,1.17,54.17
International,4,0,0,0
Iran,3,0.101,1,41.67
Iraq,2,0.196,1.12,92.59
Ireland,3,0.001,1.12,38.89
Israel,1,0.045,1.5,75.93
Italy,5,0.005,0.95,55.56
Jamaica,5,0.018,1.09,64.81
Japan,6,0.035,1.57,25.93
Jordan,0,0,0.7,48.15
Kazakhstan,2,0.081,0.89,83.33
Kenya,2,0.08,1.27,81.48
Kosovo,0,0,1.31,54.63
Kuwait,2,0.189,1.01,83.33
Kyrgyzstan,1,0,1.26,76.39
Laos,6,0,0,20.37
Latvia,0,0.002,1.34,50
Lebanon,1,0,1.32,68.52
Lesotho,0,0,0,54.63
Liberia,1,0,0.97,75.93
Libya,2,0.081,1.28,90.74
Liechtenstein,4,0,0,0
Lithuania,3,0.002,1.22,31.48
Luxembourg,6,0.005,1.54,27.78
Madagascar,1,0.313,1.45,68.98
Malawi,5,0.165,1.19,60.19
Malaysia,0,0.001,0.89,50.93
Maldives,4,0.019,1.18,0
Mali,0,0,1.02,52.78
Malta,4,0,0.51,0
Marshall Islands,4,0,0,0
Mauritania,0,0.112,0.82,53.7
Mauritius,6,0,0.05,16.67
Mexico,1,0.51,1.08,70.83
Moldova,2,0,0.98,80.56
Monaco,4,0,0.22,0
Mongolia,5,0,0.47,60.19
Montenegro,4,0,1.47,0
Morocco,5,0.018,1.08,64.81
Mozambique,2,0.031,1.12,80.56
Myanmar,2,0.002,0.95,80.56
Namibia,0,0.118,1.41,51.85
Nepal,2,0.071,0.73,92.59
Netherlands,3,0,0.9,39.81
New Zealand,6,0.001,1.1,22.22
Nicaragua,6,0,0.26,22.22
Niger,6,0,0.71,25.93
Nigeria,1,0.121,1,71.76
North Macedonia,4,0.1,1.04,0
Norway,3,0.002,0.86,40.74
Oman,2,0.344,1.08,87.96
Pakistan,1,0.143,0.84,66.67
Palestine,2,0,1.23,83.33
Panama,2,0.347,1.11,83.33
Papua New Guinea,0,0,0,49.07
Paraguay,1,0.024,1.23,75.93
Peru,2,0,1.05,78.7
Philippines,2,0.088,1.32,80.56
Poland,0,0.014,0.97,50.93
Portugal,1,0.025,1.04,71.3
Qatar,2,0.127,0.74,80.56
Romania,3,0.039,1.26,42.59
Russia,1,0.024,0.96,70.83
Rwanda,1,0.007,1.16,74.07
Saint Kitts and Nevis,4,0,0,0
Saint Lucia,4,0,0,0
Saint Vincent and the Grenadines,4,0,0,0
Samoa,4,0,0,0
San Marino,3,0,0.16,33.33
Sao Tome and Principe,4,0,0.55,0
Saudi Arabia,1,0.072,0.93,71.3
Senegal,0,0.117,0.98,46.3
Serbia,3,0.041,1.27,38.89
Seychelles,6,0,0,23.15
Sierra Leone,0,0,0.96,46.3
Singapore,0,0.01,0.92,50
Slovakia,3,0.011,1.37,37.96
Slovenia,3,0.018,1.37,39.81
Solomon Islands,3,0,0,33.33
Somalia,3,0,0.77,31.48
South Africa,1,0.235,1.31,76.85
South Korea,0,0.006,0.96,50.46
South Sudan,2,0,0.78,80.56
Spain,5,0.014,1.36,56.94
Sri Lanka,0,0.005,1.15,50
Sudan,1,0,1.03,74.07
Suriname,2,0,1.19,86.11
Sweden,5,0,0.97,59.26
Switzerland,3,0.011,1.28,39.35
Syria,1,0,1.16,69.44
Taiwan,6,0.002,0.34,23.15
Tajikistan,5,0,0.93,62.96
Tanzania,6,0,0,25
Thailand,0,0.001,1.01,52.78
Timor,6,0,0,29.63
Togo,0,0.015,1.05,53.7
Trinidad and Tobago,5,0.012,0.21,60.19
Tunisia,6,0.008,1.32,26.85
Turkey,5,0.022,0.87,63.89
Uganda,2,0.004,0.95,87.04
