Nation,Similarity Score
Afghanistan,60
Albania,88
Algeria,47
Andorra,70
Angola,49
Antigua and Barbuda,52
Argentina,91
Armenia,111
Australia,47
Austria,86
Azerbaijan,93
Bahamas,69
Bahrain,54
Bangladesh,61
Barbados,55
Belarus,80
Belgium,77
Belize,70
Benin,50
Bhutan,49
Bolivia,100
Bosnia and Herzegovina,128
Botswana,56
Brazil,67
Brunei,49
Bulgaria,79
Burkina Faso,48
Burundi,49
Cambodia,46
Cameroon,55
Canada,52
Cape Verde,110
Central African Republic,55
Chad,49
Chile,81
China,13
Colombia,99
Comoros,53
Congo,54
Costa Rica,68
Cote d'Ivoire,52
Croatia,107
Cuba,52
Cyprus,71
Czechia,78
Democratic Republic of Congo,49
Denmark,72
Djibouti,62
Dominica,53
Dominican Republic,99
Ecuador,105
Egypt,53
El Salvador,94
Equatorial Guinea,52
Eritrea,49
Estonia,62
Eswatini,89
Ethiopia,49
Fiji,49
Finland,65
France,62
Gabon,67
Gambia,54
Georgia,79
Germany,58
Ghana,56
Greece,51
Grenada,54
Guatemala,96
Guinea,60
Guinea-Bissau,56
Guyana,68
Haiti,52
Honduras,94
Hungary,82
Iceland,58
India,85
Indonesia,47
International,49
Iran,75
Iraq,87
Ireland,76
Israel,60
Italy,74
Jamaica,65
Japan,34
Jordan,78
Kazakhstan,86
Kenya,49
Kosovo,103
Kuwait,65
Kyrgyzstan,78
Laos,49
Latvia,60
Lebanon,73
Lesotho,52
Liberia,49
Libya,76
Liechtenstein,73
Lithuania,83
Luxembourg,73
Madagascar,49
Malawi,49
Malaysia,39
Maldives,71
Mali,49
Malta,95
Marshall Islands,49
Mauritania,53
Mauritius,53
Mexico,112
Moldova,109
Monaco,74
Mongolia,50
Montenegro,76
Morocco,77
Mozambique,50
Myanmar,50
Namibia,73
Nepal,62
Netherlands,73
New Zealand,47
Nicaragua,54
Niger,49
Nigeria,49
Norway,53
Oman,69
Pakistan,56
Palestine,79
Panama,76
Papua New Guinea,49
Paraguay,73
Peru,68
Philippines,59
Poland,101
Portugal,109
Qatar,72
Romania,156
Russia,94
Rwanda,49
Saint Kitts and Nevis,53
Saint Lucia,49
Saint Vincent and the Grenadines,54
Samoa,49
San Marino,51
Sao Tome and Principe,56
Saudi Arabia,91
Senegal,53
Serbia,95
Seychelles,56
Sierra Leone,52
Singapore,61
Slovakia,72
Slovenia,98
Solomon Islands,49
Somalia,54
South Africa,93
South Korea,23
South Sudan,53
Spain,58
Sri Lanka,48
Sudan,52
Suriname,69
Sweden,63
Switzerland,70
Syria,50
Taiwan,28
Tajikistan,59
Tanzania,49
Thailand,36
Timor,49
Togo,49
Trinidad and Tobago,67
Tunisia,56
Turkey,75
Uganda,49
Ukraine,109
United Arab Emirates,88
United Kingdom,70
United States,94
Uruguay,50
Uzbekistan,53
Vanuatu,49
Vatican,49
Venezuela,60
Vietnam,46
Yemen,49
Zambia,53
Zimbabwe,50
Hong Kong,2
