Nation,Similarity Score
Afghanistan,61
Albania,65
Algeria,56
Andorra,86
Angola,53
Antigua and Barbuda,61
Argentina,62
Armenia,75
Australia,47
Austria,83
Azerbaijan,51
Bahamas,67
Bahrain,60
Bangladesh,48
Barbados,53
Belarus,57
Belgium,112
Belize,79
Benin,61
Bhutan,52
Bolivia,50
Bosnia and Herzegovina,78
Botswana,64
Brazil,53
Brunei,62
Bulgaria,64
Burkina Faso,61
Burundi,60
Cambodia,59
Cameroon,59
Canada,66
Cape Verde,75
Central African Republic,66
Chad,58
Chile,48
China,34
Colombia,65
Comoros,56
Congo,64
Costa Rica,73
Cote d'Ivoire,64
Croatia,70
Cuba,48
Cyprus,62
Czechia,83
Democratic Republic of Congo,57
Denmark,90
Djibouti,64
Dominica,59
Dominican Republic,49
Ecuador,53
Egypt,60
El Salvador,56
Equatorial Guinea,61
Eritrea,62
Estonia,73
Eswatini,51
Ethiopia,43
Fiji,59
Finland,62
Gabon,61
Gambia,58
Georgia,55
Germany,92
Ghana,68
Greece,49
Grenada,63
Guatemala,49
Guinea,52
Guinea-Bissau,61
Guyana,46
Haiti,63
Honduras,57
Hungary,52
Iceland,64
India,64
Indonesia,49
International,60
Iran,55
Iraq,56
Ireland,71
Israel,64
Italy,75
Jamaica,41
Japan,37
Jordan,60
Kazakhstan,58
Kenya,49
Kosovo,57
Kuwait,49
Kyrgyzstan,53
Laos,60
Latvia,54
Lebanon,79
Lesotho,53
Liberia,58
Libya,65
Liechtenstein,75
Lithuania,54
Luxembourg,87
Madagascar,49
Malawi,51
Malaysia,54
Maldives,48
Mali,59
Malta,74
Marshall Islands,60
Mauritania,49
Mauritius,60
Mexico,54
Moldova,74
Monaco,66
Mongolia,59
Montenegro,76
Morocco,56
Mozambique,49
Myanmar,53
Namibia,55
Nepal,54
Netherlands,123
New Zealand,68
Nicaragua,59
Niger,62
Nigeria,49
North Macedonia,62
Norway,67
Oman,53
Pakistan,57
Palestine,68
Panama,61
Papua New Guinea,57
Paraguay,66
Peru,53
Philippines,64
Poland,78
Portugal,75
Qatar,58
Romania,76
Russia,57
Rwanda,53
Saint Kitts and Nevis,61
Saint Lucia,60
Saint Vincent and the Grenadines,62
Samoa,60
San Marino,64
Sao Tome and Principe,55
Saudi Arabia,48
Senegal,69
Serbia,70
Seychelles,58
Sierra Leone,56
Singapore,30
Slovakia,55
Slovenia,67
Solomon Islands,60
Somalia,59
South Africa,50
South Korea,42
South Sudan,61
Spain,117
Sri Lanka,57
Sudan,63
Suriname,50
Sweden,79
Switzerland,84
Syria,51
Taiwan,50
Tajikistan,57
Tanzania,60
Thailand,57
Timor,60
Togo,55
Trinidad and Tobago,56
Tunisia,49
Turkey,69
Uganda,56
Ukraine,70
United Arab Emirates,49
United Kingdom,90
United States,71
Uruguay,49
Uzbekistan,54
Vanuatu,60
Vatican,60
Venezuela,60
Vietnam,59
Yemen,58
Zambia,53
Zimbabwe,56
Hong Kong,9
