Nation,Similarity Score
Afghanistan,106
Albania,124
Algeria,201
Andorra,52
Antigua and Barbuda,20
Armenia,20
Australia,7
Austria,28
Azerbaijan,154
Bahamas,20
Belarus,14
Belgium,53
Belize,186
Benin,40
Bosnia and Herzegovina,63
Brazil,178
Bulgaria,37
Burkina Faso,38
Burundi,50
Cambodia,17
Cameroon,29
Cape Verde,131
Central African Republic,74
Chad,128
Chile,136
Comoros,20
Congo,119
Costa Rica,137
Cote d'Ivoire,52
Croatia,20
Cuba,20
Cyprus,30
Czechia,18
Democratic Republic of Congo,101
Denmark,15
Djibouti,45
Dominica,65
Dominican Republic,182
Ecuador,176
Egypt,124
Equatorial Guinea,20
Eritrea,126
Estonia,15
Eswatini,131
Ethiopia,108
Finland,11
Gambia,191
Georgia,86
Germany,62
Ghana,23
Greece,24
Grenada,20
Guinea,129
Guinea-Bissau,20
Haiti,107
Honduras,129
Hungary,33
India,134
International,20
Iran,50
Iraq,102
Ireland,61
Israel,42
Jamaica,76
Jordan,83
Kazakhstan,86
Kosovo,89
Laos,53
Latvia,36
Lebanon,127
Lesotho,87
Liberia,155
Libya,134
Liechtenstein,20
Lithuania,55
Luxembourg,30
Madagascar,93
Malawi,57
Maldives,19
Mali,27
Malta,19
Marshall Islands,20
Mauritania,100
Mauritius,57
Mexico,169
Moldova,119
Monaco,38
Montenegro,20
Morocco,92
Mozambique,99
Myanmar,60
Namibia,34
Netherlands,74
Nicaragua,41
Niger,17
North Macedonia,20
Norway,23
Pakistan,80
Palestine,165
Papua New Guinea,34
Peru,155
Philippines,94
Portugal,49
Qatar,122
Romania,57
Russia,49
Saint Kitts and Nevis,20
Saint Lucia,20
Saint Vincent and the Grenadines,20
Samoa,20
San Marino,33
Sao Tome and Principe,20
Saudi Arabia,74
Senegal,41
Seychelles,30
Sierra Leone,47
Slovakia,32
Slovenia,39
Solomon Islands,58
Somalia,19
South Korea,8
South Sudan,114
Spain,55
Sri Lanka,34
Sudan,108
Suriname,147
Sweden,43
Switzerland,45
Syria,93
Tanzania,20
Thailand,11
Timor,43
Togo,18
Trinidad and Tobago,128
Tunisia,38
Turkey,37
Ukraine,103
United States,124
Uruguay,15
Vanuatu,73
Vatican,20
Venezuela,157
Vietnam,44
Yemen,22
Zambia,24
Zimbabwe,128
Canada,45
Guatemala,98
Guyana,168
Italy,32
Japan,11
Kenya,97
Kyrgyzstan,190
Serbia,48
South Africa,107
Uganda,110
United Arab Emirates,10
Colombia,152
Gabon,127
Kuwait,107
Panama,172
Paraguay,147
Poland,58
Argentina,111
Bahrain,61
Barbados,70
France,40
Nigeria,106
Tajikistan,30
United Kingdom,56
Uzbekistan,102
Bangladesh,134
Bhutan,147
Botswana,67
Brunei,5
El Salvador,83
Fiji,49
Iceland,6
Malaysia,7
Nepal,103
New Zealand,4
Oman,118
Rwanda,24
Indonesia,83
Singapore,37
Bolivia,119
Mongolia,41
China,128
Hong Kong,6
