Nation,Similarity Score
Argentina,23
Bahrain,38
Bangladesh,35
Barbados,166
Botswana,106
Canada,3
Colombia,22
El Salvador,58
Fiji,77
France,47
Gabon,38
Guatemala,32
Guyana,33
Iceland,59
Indonesia,84
Italy,25
Japan,114
Kenya,11
Kuwait,21
Kyrgyzstan,43
Malaysia,41
Mongolia,104
Nepal,47
New Zealand,57
Nigeria,27
Oman,78
Panama,17
Paraguay,14
Poland,60
Rwanda,34
Serbia,21
South Africa,51
Tajikistan,191
Uganda,45
United Arab Emirates,2
United Kingdom,21
Uzbekistan,117
Bhutan,44
Bolivia,6
China,45
Czechia,95
Germany,91
Moldova,73
Monaco,25
Philippines,44
Singapore,54
Taiwan,18
Australia,47
India,28
Portugal,21
Croatia,133
Ecuador,21
Finland,34
Guinea,64
Papua New Guinea,174
Zimbabwe,13
Belgium,27
Cuba,25
Georgia,83
Sri Lanka,21
Sudan,54
Seychelles,193
Vietnam,70
Bosnia and Herzegovina,126
Norway,17
Saudi Arabia,18
South Korea,6
Spain,22
Israel,58
Trinidad and Tobago,39
Costa Rica,25
Qatar,27
Brazil,14
Burundi,8
Ireland,16
Jamaica,43
Kazakhstan,7
Liberia,11
Romania,75
Russia,11
Timor,146
United States,33
Turkey,44
Angola,5
Bulgaria,96
Cape Verde,31
Gambia,46
Libya,4
Malawi,67
Mauritania,59
Mozambique,27
Solomon Islands,178
Pakistan,45
Albania,31
Eswatini,36
Zambia,74
Afghanistan,56
Belize,20
Benin,156
Iran,124
Iraq,6
Lebanon,28
Palestine,19
San Marino,145
Austria,16
Switzerland,40
Azerbaijan,16
Greece,13
Dominican Republic,2
Haiti,76
Honduras,2
Hungary,43
Latvia,4
Lithuania,2
Nicaragua,28
Slovakia,22
Slovenia,17
Tunisia,41
Ukraine,24
Venezuela,6
Denmark,5
Cambodia,197
Peru,6
Chad,26
Syria,51
Luxembourg,8
Algeria,9
Cyprus,8
Myanmar,9
Netherlands,66
Sweden,71
Morocco,5
Uruguay,12
Chile,10
Suriname,14
Estonia,17
Ghana,97
Namibia,70
Cameroon,100
Senegal,66
Niger,119
Somalia,191
South Sudan,13
Cote d'Ivoire,69
Democratic Republic of Congo,61
Mauritius,72
Togo,2
Egypt,26
Eritrea,5
Yemen,171
Andorra,130
Tanzania,119
Sierra Leone,149
Mexico,7
Dominica,130
Laos,155
Central African Republic,70
Mali,157
Vanuatu,80
Madagascar,49
Hong Kong,6
Burkina Faso,133
Lesotho,66
Congo,23
Djibouti,101
Jordan,60
Kosovo,40
Belarus,17
Ethiopia,2
