Nation,Similarity Score
Afghanistan,71
Albania,46
Algeria,46
Andorra,39
Angola,90
Antigua and Barbuda,5
Armenia,5
Australia,56
Austria,71
Azerbaijan,30
Bahamas,5
Belarus,48
Belgium,118
Belize,48
Benin,60
Bosnia and Herzegovina,127
Brazil,102
Bulgaria,107
Burkina Faso,69
Burundi,60
Cambodia,62
Cameroon,42
Cape Verde,71
Central African Republic,61
Chad,16
Chile,33
Comoros,5
Congo,52
Costa Rica,75
Cote d'Ivoire,85
Croatia,155
Cuba,55
Cyprus,90
Czechia,47
Democratic Republic of Congo,72
Denmark,89
Djibouti,74
Dominica,118
Dominican Republic,35
Ecuador,87
Egypt,42
Equatorial Guinea,5
Eritrea,16
Estonia,66
Eswatini,61
Ethiopia,68
Finland,83
Gambia,84
Georgia,92
Germany,62
Ghana,69
Greece,58
Grenada,5
Guinea,102
Guinea-Bissau,5
Haiti,68
Honduras,45
Hungary,97
India,94
International,5
Iran,23
Iraq,74
Ireland,63
Israel,93
Jamaica,35
Jordan,109
Kazakhstan,70
Kosovo,69
Laos,94
Latvia,132
Lebanon,64
Lesotho,70
Liberia,65
Libya,36
Liechtenstein,5
Lithuania,89
Luxembourg,44
Madagascar,42
Malawi,77
Maldives,5
Mali,86
Malta,5
Marshall Islands,5
Mauritania,123
Mauritius,85
Mexico,42
Moldova,97
Monaco,42
Montenegro,5
Morocco,33
Mozambique,65
Myanmar,33
Namibia,62
Netherlands,74
Nicaragua,36
Niger,41
North Macedonia,5
Norway,136
Pakistan,87
Palestine,45
Papua New Guinea,84
Peru,27
Philippines,48
Portugal,64
Qatar,50
Romania,100
Russia,90
Saint Kitts and Nevis,5
Saint Lucia,5
Saint Vincent and the Grenadines,5
Samoa,5
San Marino,84
Sao Tome and Principe,5
Saudi Arabia,81
Senegal,88
Seychelles,70
Sierra Leone,112
Slovakia,63
Slovenia,34
Solomon Islands,83
Somalia,55
South Korea,74
South Sudan,73
Spain,82
Sudan,67
Suriname,51
Sweden,62
Switzerland,72
Syria,39
Tanzania,27
Thailand,93
Timor,103
Togo,97
Trinidad and Tobago,61
Tunisia,75
Turkey,68
Ukraine,60
United States,42
Uruguay,58
Vanuatu,70
Vatican,5
Venezuela,53
Vietnam,84
Yemen,67
Zambia,61
Zimbabwe,50
Canada,19
Guatemala,81
Guyana,23
Italy,77
Japan,65
Kenya,17
Kyrgyzstan,70
Serbia,82
South Africa,52
Uganda,49
United Arab Emirates,81
Argentina,65
Bahrain,50
Barbados,125
Brunei,110
Colombia,54
El Salvador,40
Fiji,93
France,103
Gabon,61
Iceland,68
Indonesia,53
Kuwait,36
Malaysia,67
New Zealand,65
Nigeria,83
Oman,23
Panama,58
Paraguay,59
Poland,164
Tajikistan,109
United Kingdom,69
Uzbekistan,62
Bangladesh,26
Bhutan,46
Botswana,101
Nepal,35
Rwanda,55
Singapore,99
Taiwan,48
Mongolia,39
Bolivia,24
China,27
