Nation,Similarity Score
Canada,65
France,62
Guatemala,39
Guyana,148
Italy,23
Japan,67
Kenya,147
Kyrgyzstan,137
Serbia,46
Uganda,100
United Arab Emirates,94
Afghanistan,127
Albania,71
Algeria,111
Andorra,38
Angola,122
Antigua and Barbuda,32
Armenia,32
Australia,69
Austria,45
Azerbaijan,110
Bahamas,32
Belarus,34
Belgium,35
Belize,103
Benin,77
Bosnia and Herzegovina,77
Brazil,114
Bulgaria,54
Burkina Faso,79
Burundi,15
Cambodia,95
Cameroon,75
Cape Verde,93
Central African Republic,48
Chad,95
Chile,104
Comoros,32
Congo,91
Costa Rica,57
Cote d'Ivoire,73
Croatia,52
Cuba,51
Cyprus,55
Democratic Republic of Congo,119
Denmark,69
Djibouti,76
Dominica,73
Dominican Republic,107
Ecuador,119
Egypt,106
Equatorial Guinea,32
Eritrea,62
Estonia,53
Eswatini,167
Ethiopia,144
Finland,59
Gambia,108
Georgia,28
Ghana,119
Greece,57
Grenada,32
Guinea,96
Guinea-Bissau,32
Haiti,123
Honduras,58
Hungary,70
India,93
International,32
Iran,36
Iraq,83
Ireland,88
Israel,68
Jamaica,60
Jordan,63
Kazakhstan,111
Kosovo,57
Laos,85
Latvia,72
Lebanon,89
Lesotho,83
Liberia,99
Libya,58
Liechtenstein,32
Lithuania,48
Luxembourg,52
Madagascar,99
Malawi,38
Maldives,32
Mali,94
Malta,32
Marshall Islands,32
Mauritania,66
Mauritius,56
Mexico,100
Montenegro,32
Morocco,77
Mozambique,66
Myanmar,150
Namibia,93
Netherlands,47
Nicaragua,28
Niger,43
North Macedonia,32
Norway,41
Pakistan,62
Palestine,118
Papua New Guinea,71
Peru,91
Portugal,39
Qatar,137
Romania,74
Russia,102
Saint Kitts and Nevis,32
Saint Lucia,32
Saint Vincent and the Grenadines,32
Samoa,32
San Marino,79
Sao Tome and Principe,32
Saudi Arabia,56
Senegal,100
Seychelles,58
Sierra Leone,69
Slovakia,56
Slovenia,68
Solomon Islands,63
Somalia,81
South Korea,40
South Sudan,173
Spain,49
Sri Lanka,52
Sudan,91
Suriname,95
Sweden,43
Switzerland,56
Syria,136
Tanzania,43
Thailand,69
Timor,24
Togo,44
Trinidad and Tobago,62
Tunisia,75
Turkey,38
Ukraine,103
United States,42
Uruguay,94
Vanuatu,54
Vatican,32
Venezuela,102
Vietnam,70
Yemen,58
Zambia,73
Zimbabwe,124
Gabon,64
Germany,18
Kuwait,64
Moldova,120
Paraguay,83
Poland,55
Tajikistan,57
Colombia,100
Panama,77
Bahrain,37
Bangladesh,102
Barbados,110
Bhutan,65
Botswana,60
Brunei,54
Czechia,18
El Salvador,57
Fiji,86
Iceland,46
Malaysia,8
Monaco,30
Nepal,57
New Zealand,42
Oman,98
Philippines,88
Rwanda,90
Singapore,52
Taiwan,7
Uzbekistan,124
Argentina,43
Nigeria,95
United Kingdom,32
Indonesia,21
Mongolia,58
Bolivia,98
China,90
Hong Kong,11
