country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,4,14.283,1,0
Albania,0,16.679,1.65,0
Algeria,4,2.554,0.95,0
Andorra,6,0,0.36,0
Angola,4,0.243,1.09,0
Antigua and Barbuda,7,0,0,0
Argentina,3,33.875,1.31,0
Armenia,8,243.99,1.14,0
Australia,6,1.02,1.4,0
Austria,6,1.554,0.97,1.11
Azerbaijan,3,34.717,1.19,0
Bahamas,7,0,0.14,0
Bahrain,8,260.933,1.13,0
Bangladesh,0,17.342,1.17,0
Barbados,4,0,0,0
Belarus,9,76.302,0.88,0
Belgium,5,8.542,0.8,7.075
Belize,4,0,0,0
Benin,6,1.98,0.97,0
Bhutan,4,5.184,0,0
Bolivia,1,78.214,1.24,0
Bosnia and Herzegovina,5,0,1.18,0
Botswana,4,5.103,0,0
Brazil,1,102.108,1.15,0
Brunei,6,0,0,0
Bulgaria,6,10.794,1.39,2.159
Burkina Faso,6,0,0.95,0
Burundi,7,0,0,0
Cambodia,6,0.12,0.08,0
Cameroon,5,0,1.12,0
Canada,0,11.87,0.76,0
Cape Verde,3,52.159,1.1,0
Central African Republic,5,2.692,0.96,0
Chad,4,0,0.74,0
Chile,8,428.014,1.04,0
China,4,0.04,2.21,0
Colombia,3,37.105,1.27,0
Comoros,7,14.949,0.72,0
Congo,4,0,0.74,0
Costa Rica,4,9.815,1.45,0
Cote d'Ivoire,5,6.217,1.22,0
Croatia,5,0.487,1.88,0
Cuba,4,0.441,0.76,0
Cyprus,5,0,0.84,0
Czechia,6,4.949,1.08,1.121
Democratic Republic of Congo,4,0.971,1.1,0
Denmark,5,6.906,0.94,1.554
Djibouti,5,8.097,0.57,0
Dominica,4,0,0,0
Dominican Republic,3,51.992,1.16,0
Ecuador,3,32.761,1.13,0
Egypt,0,16.387,1.14,0
El Salvador,3,18.809,1.16,0
Equatorial Guinea,7,0,0.3,0
Eritrea,4,6.767,0,0
Estonia,6,2.262,0.67,0.754
Eswatini,4,12.067,1.4,0
Ethiopia,4,2.183,1.37,0
Fiji,4,0,0,0
Finland,6,2.527,0.69,0.361
France,4,8.058,1.06,12.915
Gabon,4,0,1.09,0
Gambia,4,0,0,0
Georgia,4,2.005,1.31,0
Germany,5,0.489,0.98,0
Ghana,5,8.432,1.21,0
Greece,5,0.384,1.2,0
Grenada,7,0,0,0
Guatemala,3,28.411,1.26,0
Guinea,4,4.416,1.1,0
Guinea-Bissau,7,0,0.8,0
Guyana,4,0,0.66,0
Haiti,4,19.645,1.12,0
Honduras,3,32.611,1.26,0
Hungary,5,1.139,0.59,0
Iceland,6,2.93,0.72,0
India,4,8.644,1.21,0
Indonesia,5,3.707,1.19,0
International,7,0,0,0
Iran,0,28.931,1.01,0
Iraq,3,29.337,1.41,0
Ireland,4,9.113,0.6,0
Israel,0,17.214,1.43,0
Italy,6,5.723,0.88,3.639
Jamaica,4,0.338,1.07,0
Japan,2,0.34,1.18,0
Jordan,6,3.724,1.24,0
Kazakhstan,4,19.492,1.14,0
