country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,2,0.283,0,0
Albania,7,4.17,1.07,0
Algeria,2,0.958,1.59,0
Andorra,5,556.526,0.97,0
Angola,0,0,0,0
Antigua and Barbuda,6,0,0,0
Argentina,0,1.925,1.69,0
Armenia,6,13.161,1.42,0
Australia,2,13.059,1.7,0
Austria,3,83.052,1.57,0
Azerbaijan,2,4.241,1.76,0
Bahamas,6,2.543,0,0
Bahrain,2,4.702,1.31,0
Bangladesh,7,0.024,0,0
Barbados,1,20.879,0,0
Belarus,6,0.847,0,0
Belgium,3,90.512,1.99,68.078
Belize,8,0,0,0
Benin,8,0,0,0
Bhutan,7,1.296,0,0
Bolivia,7,1.542,0,0
Bosnia and Herzegovina,4,14.021,1.17,0
Botswana,2,0,0,0
Brazil,2,2.032,2.1,0
Brunei,8,2.286,0.24,0
Bulgaria,2,4.174,1.16,0
Burkina Faso,7,1.34,0.96,0
Burundi,6,0,0,0
Cambodia,2,0.179,0,0
Cameroon,2,0.603,0,0
Canada,2,16.957,2.18,0
Cape Verde,8,1.799,0,0
Central African Republic,2,0,0,0
Chad,8,0,0,0
Chile,2,15.903,2.04,0
China,7,0.08,0.93,0
Colombia,7,0.943,1.74,0
Comoros,6,0,0,0
Congo,6,0,0,0
Costa Rica,2,6.282,1.07,0
Cote d'Ivoire,7,0.19,0,0
Croatia,4,22.167,1.67,0
Cuba,2,1.148,0,0
Cyprus,4,18.267,1.18,0
Czechia,9,33.056,1.74,4.482
Democratic Republic of Congo,7,0,0,0
Denmark,9,30.558,1.35,18.818
Djibouti,0,1.012,0,0
Dominica,8,0,0,0
Dominican Republic,4,8.573,2,0
Ecuador,4,10.882,2.07,0
Egypt,7,0.401,1.46,0
El Salvador,0,0,0,0
Equatorial Guinea,6,0,0,0
Eritrea,2,0,0,0
Estonia,9,27.892,1.43,7.538
Eswatini,7,2.586,0,0
Ethiopia,2,0.035,0,0
Fiji,7,0,0,0
Finland,2,14.98,1.4,5.775
France,3,58.998,1.84,57.573
Gabon,2,0,0,0
Gambia,7,0,0,0
Georgia,0,1.003,0,0
Germany,3,82.749,1.75,0
Ghana,8,0.161,1.37,0
Greece,7,7.1,1.23,0
Grenada,6,0,0,0
Guatemala,0,0.167,0,0
Guinea,2,0.305,0,0
Guinea-Bissau,6,0,0,0
Guyana,8,0,0,0
Haiti,7,0,0,0
Honduras,0,1.615,0,0
Hungary,2,4.037,1.61,0
Iceland,5,257.875,1.34,17.582
India,0,0.116,2.04,0
Indonesia,8,0.559,1.7,0
International,6,0,0,0
Iran,1,34.836,1.88,0
Iraq,0,1.889,1.71,0
Ireland,3,61.161,1.91,13.771
Israel,9,50.026,1.75,0
Italy,3,97.731,1.21,61.725
Jamaica,2,0,0,0
Japan,8,0.901,1.9,0
Jordan,0,2.254,1,0
Kazakhstan,7,2.077,1.75,0
Kenya,7,0,0,0
Kosovo,4,7.761,0,0
Kuwait,7,3.981,1.33,0
Kyrgyzstan,0,2.146,0,0
Laos,8,0,0,0
Latvia,2,19.086,1.1,0
Lebanon,7,3.37,1.08,0
Lesotho,7,0,0,0
Liberia,7,0,0,0
Libya,0,0,0,0
Liechtenstein,6,0,0,0
Lithuania,4,21.673,1.32,0
Luxembourg,5,242.821,1.6,31.95
Madagascar,0,0.108,0,0
Malawi,8,0,0,0
Malaysia,2,4.017,1.42,0
Maldives,6,5.55,0,0
Mali,2,0.346,0,0
Malta,6,11.324,0.76,2.265
Marshall Islands,6,0,0,0
Mauritania,2,0,0,0
Mauritius,4,10.222,0,0
Mexico,2,1.024,1.84,0
Moldova,7,5.454,1.62,0
Monaco,5,229.334,0,0
Mongolia,2,0,0,0
Montenegro,6,20.699,0,0
Morocco,0,1.896,1.79,0
Mozambique,8,0,0,0
Myanmar,8,0.147,0,0
Namibia,2,0,0,0
Nepal,0,0.034,0,0
Netherlands,3,68.807,1.76,54.275
New Zealand,4,17.627,1.99,0
Nicaragua,6,0,0,0
Niger,8,0,0,0
Nigeria,8,0.024,0,0
North Macedonia,6,8.64,1.27,0
Norway,3,71.201,1.35,0
Oman,7,4.308,1.28,0
Pakistan,0,0.552,1.73,0
Palestine,0,1.372,0,0
Panama,9,26.884,1.91,0
Papua New Guinea,2,0,0,0
Paraguay,0,1.542,0,0
Peru,0,1.668,1.9,0
Philippines,0,0.876,2.15,0
