country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,7,0.745,1.43,0
Albania,3,6.95,1.08,0
Algeria,9,3.01,2.17,0
Andorra,1,77.655,0.92,0
Angola,5,0,0,0
Antigua and Barbuda,4,0,0,0
Argentina,5,5.177,1.57,0
Armenia,4,16.873,1.36,0
Australia,7,7.765,1.2,0
Austria,1,62.4,1.09,0
Azerbaijan,5,2.466,1.67,0
Bahamas,4,0,0,0
Bahrain,8,30.56,1.33,0
Bangladesh,9,0.012,0,0
Barbados,7,3.48,0,0
Belarus,4,0,2.26,0
Belgium,6,75.585,1.68,93.877
Belize,2,0,0,0
Benin,7,0.247,0,0
Bhutan,9,0,0,0
Bolivia,9,0.857,0,0
Bosnia and Herzegovina,0,15.85,1.17,0
Botswana,7,0.425,0,0
Brazil,7,5.354,2,0
Brunei,2,4.572,0.22,0
Bulgaria,7,5.757,1.14,0
Burkina Faso,9,0.718,0.96,0
Burundi,4,0.168,0,0
Cambodia,2,0.12,0.13,0
Cameroon,2,2.034,1.31,0
Canada,1,29.913,1.92,0
Cape Verde,7,0,0,0
Central African Republic,7,0,0,0
Chad,2,0.122,0,0
Chile,8,15.118,1.81,0
China,7,0.056,0.88,0
Colombia,9,2.123,1.67,0
Comoros,4,0,0,0
Congo,5,0,0,0
Costa Rica,7,3.337,1.01,0
Cote d'Ivoire,9,0.417,1.29,0
Croatia,0,18.756,1.33,0
Cuba,7,1.413,1.32,0
Cyprus,0,36.534,1.27,0
Czechia,8,28.668,1.38,6.723
Democratic Republic of Congo,9,0.19,0,0
Denmark,1,49.031,1.32,25.034
Djibouti,0,12.146,0,0
Dominica,2,13.891,0,0
Dominican Republic,0,19.174,1.79,0
Ecuador,0,15.757,1.86,0
Egypt,9,0.528,1.52,0
El Salvador,9,0.308,0,0
Equatorial Guinea,4,0,0,0
Eritrea,9,0.846,0,0
Estonia,8,22.615,1.26,11.308
Eswatini,9,0,0,0
Ethiopia,7,0.026,0,0
Fiji,9,0,0,0
Finland,7,11.912,1.34,10.107
France,6,117.306,1.69,84.2
Gabon,7,4.044,0,0
Gambia,9,0,0,0
Georgia,5,1.755,0.83,0
Germany,1,58.758,1.42,0
Ghana,9,0.29,1.38,0
Greece,3,9.786,1.15,0
Grenada,4,0,0,0
Guatemala,5,0.112,0,0
Guinea,9,0,0,0
Guinea-Bissau,4,0,0,0
Guyana,2,5.085,0,0
Haiti,9,0,0,0
Honduras,5,0.202,1.26,0
Hong Kong,7,0,0,0
Hungary,7,4.658,1.45,0
Iceland,6,143.59,1.12,38.095
India,5,0.106,2.1,0
Indonesia,2,0.417,1.53,0
International,4,0,0,0
Iran,1,37.027,1.42,0
Iraq,5,1.591,1.46,0
Ireland,1,65.819,1.71,24.302
Israel,6,85.263,1.56,0
Italy,6,67.034,1,66.538
Jamaica,7,0,0,0
Japan,2,2.008,1.97,0
Jordan,5,0.588,0.81,0
Kazakhstan,5,2.184,1.62,0
Kenya,9,0.167,0,0
Kosovo,5,6.209,0,0
Kuwait,3,5.386,1.84,0
Kyrgyzstan,5,1.993,0,0
Laos,5,0.137,0,0
Latvia,7,11.664,1.05,0
Lebanon,9,3.516,1.04,0
Lesotho,5,0,0,0
Liberia,9,0,0,0
Libya,5,0.291,0,0
Liechtenstein,6,157.328,0,0
Lithuania,8,16.898,1.22,0
Luxembourg,6,303.526,1.29,41.535
Madagascar,5,0.506,0,0
Malawi,2,0,0,0
Malaysia,7,4.326,1.25,0
Maldives,4,1.85,0,0
Mali,7,0.148,0,0
Malta,4,29.442,0.98,6.794
Marshall Islands,4,0,0,0
Mauritania,9,0.215,0,0
Mauritius,3,11.795,0.71,0
Mexico,9,0.938,1.77,0
Moldova,8,13.634,1.71,0
Monaco,6,76.445,0,0
Mongolia,7,0,0,0
Montenegro,4,28.66,0,0
Morocco,5,1.653,1.61,0
Mozambique,2,0,0,0
Myanmar,2,0.018,0,0
Namibia,7,0,0,0
Nepal,5,0,0,0
Netherlands,1,49.606,1.43,69.682
New Zealand,0,12.028,1.55,0
Nicaragua,4,0.151,0,0
Niger,7,0,0,0
Nigeria,9,0.019,1.22,0
North Macedonia,4,21.12,1.36,0
Norway,1,36.154,1.11,0
Oman,9,2.546,1.28,0
Pakistan,5,0.815,1.67,0
Palestine,5,0.588,0.87,0
Panama,1,44.498,1.71,0
Papua New Guinea,7,0,0,0
Paraguay,5,0.14,0,0
Peru,5,3.488,1.9,0
Philippines,5,4.91,2.02,0
Poland,3,6.764,1.73,0
Portugal,6,101.503,1.71,18.437
Qatar,0,30.544,2.59,0
Romania,3,7.069,1.75,3.223
Russia,9,3.433,2.45,0
Rwanda,5,0.386,0,0
Saint Kitts and Nevis,4,18.8,0,0
Saint Lucia,4,21.783,0,0
Saint Vincent and the Grenadines,4,0,0,0
Samoa,4,0,0,0
San Marino,6,176.793,1,0
Sao Tome and Principe,4,0,0,0
Saudi Arabia,5,3.16,1.68,0
Senegal,9,0.776,0.9,0
Serbia,0,16.9,1.95,0
Seychelles,2,20.338,0,0
Sierra Leone,2,0.125,0,0
Singapore,2,8.034,1.35,0
Slovakia,7,4.945,1.21,0
Slovenia,0,22.127,1.08,13.468
Solomon Islands,2,0,0,0
Somalia,2,0.126,0,0
South Africa,9,0.455,0.82,0
South Korea,7,2.438,0.97,0
South Sudan,7,0,0,0
Spain,6,170.4,1.52,0
Sri Lanka,5,0.981,0.92,0
Sudan,7,0.023,0,0
Suriname,7,1.705,0,0
Sweden,1,47.033,1.4,0
Switzerland,6,78.917,1.29,0
Syria,9,0,0,0
Taiwan,2,0.672,0.65,0
Tajikistan,4,0,0,0
Tanzania,2,0,0,0
Thailand,7,1.819,1.22,0
Timor,7,0,0,0
Togo,7,0.483,0,0
Trinidad and Tobago,9,3.573,0,0
Tunisia,5,6.938,1.13,0
Turkey,1,32.061,2.28,0
Uganda,5,0.24,0,0
Ukraine,5,2.218,2.04,0
United Arab Emirates,3,5.359,2.05,0
United Kingdom,1,66.788,1.81,0
United States,6,79.504,1.89,10.535
Uruguay,7,5.182,0.99,0
Uzbekistan,5,0.687,1.57,0
Vanuatu,9,0,0,0
Vatican,4,0,0,0
Venezuela,9,0,0.59,0
Vietnam,9,0.092,0.65,0
Yemen,2,0,0,0
Zambia,2,0,0,0
Zimbabwe,9,0.067,0,0
