country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,2,0.154,1.04,0
Albania,0,37.529,0.93,0
Algeria,5,3.649,0.78,0
Andorra,8,0,1.46,0
Angola,5,2.495,1.12,0
Antigua and Barbuda,4,0,0,0
Argentina,3,248.895,1.06,0
Armenia,3,144.774,1.33,0
Australia,5,0.941,0.6,0
Austria,9,79.277,1.09,8.883
Azerbaijan,5,10.652,0.89,0
Bahamas,4,0,1.04,0
Bahrain,7,343.798,0.96,0
Bangladesh,5,6.716,0.88,0
Barbados,2,0,0.66,0
Belarus,6,35.135,1.23,0
Belgium,3,157.641,1.37,10.354
Belize,0,42.754,1.16,0
Benin,8,0,0.94,0
Bhutan,5,10.368,0.78,0
Bolivia,0,31.697,0.81,0
Bosnia and Herzegovina,9,71.019,1.16,0
Botswana,8,0,0.76,0
Brazil,3,133.506,0.97,0
Brunei,2,0,0,0
Bulgaria,6,24.322,1.26,5.181
Burkina Faso,2,0.526,0.99,0
Burundi,4,0.168,0.74,0
Cambodia,2,0.06,0.31,0
Cameroon,8,0.866,0.95,0
Canada,0,27.9,1.29,0
Cape Verde,3,131.298,1.07,0
Central African Republic,8,0,0.55,0
Chad,5,0.122,1,0
Chile,9,110.43,1.01,0
China,8,0.01,0.95,0
Colombia,3,151.741,0.97,0
Comoros,4,4.6,0.65,0
Congo,8,0,0.56,0
Costa Rica,3,242.044,1.03,0
Cote d'Ivoire,2,1.668,0.92,0
Croatia,6,51.641,0.98,0
Cuba,5,5.474,0.94,0
Cyprus,8,14.842,1.42,0
Czechia,3,184.518,1.25,16.902
Democratic Republic of Congo,8,0.167,1.07,0
Denmark,9,107.213,1.2,2.935
Djibouti,8,0,0.86,0
Dominica,2,0,0,0
Dominican Republic,0,33.186,0.9,0
Ecuador,9,85.359,1.02,0
Egypt,8,1.085,0.91,0
El Salvador,8,0,1.07,0
Equatorial Guinea,4,7.128,0.49,0
Eritrea,5,1.692,0.3,0
Estonia,6,35.431,1.23,0.754
Eswatini,0,17.239,0.83,0
Ethiopia,5,4.584,0.88,0
Fiji,8,0,0,0
Finland,2,16.785,1.34,0
