country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,2,1.028,1.41,0
Albania,2,3.127,0.85,0
Algeria,1,2.144,1.04,0
Andorra,0,245.907,0.79,0
Angola,1,0,0,0
Antigua and Barbuda,4,0,0,0
Argentina,6,1.77,1.33,0
Armenia,4,13.499,1.08,0
Australia,9,3.843,0.58,0
Austria,3,33.532,0.66,29.535
Azerbaijan,6,10.257,1.4,0
Bahamas,4,2.543,0,0
Bahrain,3,37.612,1.36,0
Bangladesh,1,0.68,2.75,0
Barbados,6,10.439,0,0
Belarus,4,44.448,2.24,0
Belgium,8,136.329,1.25,110.271
Belize,2,2.515,0,0
Benin,9,0,0,0
Bhutan,2,0,0,0
Bolivia,2,4.626,1.35,0
Bosnia and Herzegovina,6,16.459,1.17,0
Botswana,1,2.977,0,0
Brazil,2,9.042,1.72,0
Brunei,5,0,0.15,0
Bulgaria,9,3.598,1.09,4.605
Burkina Faso,2,1.387,0.96,0
Burundi,7,0,0,0
Cambodia,9,0.12,0.12,0
Cameroon,9,0,1.28,0
Canada,3,40.088,1.44,0
Cape Verde,2,0,0,0
Central African Republic,9,0,0,0
Chad,5,0.061,0,0
Chile,3,22.285,1.47,0
China,9,0.051,0.96,0
Colombia,1,3.321,1.46,0
Comoros,4,0,0,0
Congo,6,2.718,0,0
Costa Rica,2,7.263,0.92,0
Cote d'Ivoire,2,2.275,1.29,0
Croatia,6,15.59,1.02,0
Cuba,9,5.121,1.49,0
Cyprus,3,43.384,1.02,0
Czechia,3,23.999,0.91,8.964
Democratic Republic of Congo,2,0,1.12,0
Denmark,3,40.226,1.13,20.718
Djibouti,1,0,1.49,0
Dominica,2,0,0,0
Dominican Republic,3,21.94,1.49,0
Ecuador,3,29.19,1.72,0
Egypt,2,1.358,1.45,0
El Salvador,1,1.542,0,0
Equatorial Guinea,4,0,0,0
Eritrea,1,0,0,0
Estonia,2,16.585,0.93,6.785
Eswatini,1,0,0,0
Ethiopia,2,0.009,0,0
Fiji,1,0,0,0
Finland,9,21.297,1.21,14.8
France,8,66.015,1.44,106.276
Gabon,9,4.493,0,0
Gambia,2,0,0,0
Georgia,6,1.755,0.98,0
Germany,3,58.305,0.96,0
Ghana,1,2.092,1.42,0
Greece,2,6.812,0.94,0
Grenada,4,0,0,0
Guatemala,1,0.447,0,0
Guinea,2,2.284,1.14,0
Guinea-Bissau,4,1.524,0,0
Guyana,1,0,0,0
Haiti,1,0.263,0,0
Honduras,6,3.13,1.25,0
Hungary,2,8.799,1.58,0
Iceland,8,93.773,0.63,32.234
India,6,0.586,1.83,0
Indonesia,9,1.232,1.5,0
International,4,0,0,0
Iran,9,19.454,0.76,0
Iraq,6,0.746,0.99,0
Ireland,8,101.26,1.56,30.58
Israel,3,39.628,0.94,0
Italy,8,69.531,0.91,59.624
Jamaica,2,0,0,0
Japan,5,4.697,1.69,0
Jordan,6,1.372,0.7,0
Kazakhstan,1,2.876,1.45,0
Kenya,1,0.093,0.81,0
Kosovo,6,20.696,1.24,0
Kuwait,6,12.879,1.69,0
Kyrgyzstan,1,1.533,1.25,0
Laos,1,0.137,0,0
Latvia,9,6.362,0.93,0
Lebanon,2,0.879,1,0
Lesotho,1,0,0,0
Liberia,2,0,0,0
Libya,1,0.437,0,0
Liechtenstein,4,0,0,0
Lithuania,2,15.796,0.99,0
Luxembourg,8,129.398,0.83,46.328
Madagascar,1,0,0,0
Malawi,9,0,0,0
Malaysia,9,3.368,0.99,0
Maldives,4,0,0,0
Mali,9,0.741,0,0
Malta,4,86.063,1.24,9.059
Marshall Islands,4,0,0,0
Mauritania,2,0.215,0,0
Mauritius,3,32.239,0.59,0
Mexico,2,2.017,1.66,0
Moldova,3,28.508,1.48,0
Monaco,3,76.445,0,0
Mongolia,9,0,0,0
Montenegro,4,6.369,0.58,0
Morocco,1,2.682,1.4,0
Mozambique,9,0,0,0
Myanmar,2,0.018,0,0
Namibia,9,0,0,0
Nepal,1,0,0,0
Netherlands,8,71.258,1.15,74.818
New Zealand,6,6.014,0.82,0
Nicaragua,7,0.151,0,0
Niger,9,2.809,1.02,0
Nigeria,2,0.058,1.3,0
North Macedonia,4,22.08,1.24,0
Norway,3,23.057,0.78,0
Oman,2,7.441,1.31,0
Pakistan,6,0.933,1.45,0
Palestine,1,0,0.35,0
Panama,3,64.662,1.42,0
Papua New Guinea,2,0,0,0
Paraguay,1,0.701,0.89,0
Peru,3,27.721,1.86,0
Philippines,6,1.88,1.15,0
Poland,2,9.776,1.29,0
Portugal,8,79.928,1.17,23.635
Qatar,3,57.618,1.28,0
Romania,3,22.924,1.34,9.253
Russia,2,9.998,2.09,0
Rwanda,1,0,0.51,0
Saint Kitts and Nevis,4,0,0,0
Saint Lucia,4,0,0,0
Saint Vincent and the Grenadines,4,36.053,0,0
Samoa,4,0,0,0
San Marino,0,1591.137,1.17,0
Sao Tome and Principe,4,0,0,0
Saudi Arabia,6,10.197,1.67,0
Senegal,2,0.358,0.98,0
Serbia,3,29.539,1.54,0
Seychelles,1,0,0,0
Sierra Leone,2,0,0,0
Singapore,3,49.057,2.07,0
Slovakia,1,3.48,1.17,0
Slovenia,6,15.874,0.84,16.355
Solomon Islands,5,0,0,0
Somalia,5,0,0,0
South Africa,1,1.501,1.13,0
South Korea,2,0.761,0.48,0
South Sudan,2,0.089,0,0
Spain,8,106.984,1.16,0
Sri Lanka,6,0.047,1.02,0
Sudan,2,0.023,0,0
Suriname,2,0,0,0
Sweden,3,63.866,1.31,0
Switzerland,8,89.085,0.89,0
Syria,1,0,0,0
Taiwan,5,0.042,0.53,0
Tajikistan,7,0,0,0
Tanzania,5,0,0,0
Thailand,2,0.774,0.91,0
Timor,2,0,0,0
Togo,9,0.362,0,0
Trinidad and Tobago,2,1.429,0.13,0
Tunisia,1,1.269,0.94,0
Turkey,3,48.092,1.57,0
Uganda,1,0,0,0
Ukraine,1,5.122,1.77,0
United Arab Emirates,3,33.467,1.73,0
United Kingdom,8,72.268,1.14,43.647
United States,8,104.477,1.26,37.613
Uruguay,9,4.894,0.98,0
Uzbekistan,1,1.105,1.59,0
Vanuatu,9,0,0,0
Vatican,4,0,0,0
Venezuela,2,0.141,0.73,0
Vietnam,1,0.041,0.43,0
Yemen,5,0,0,0
Zambia,5,0,0,0
Zimbabwe,1,0,0,0
