country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,6,1.105,0.91,0
Albania,7,53.861,1.08,0
Algeria,8,9.555,0.87,0
Andorra,6,0,1.37,0
Angola,8,0.943,1.12,0
Antigua and Barbuda,1,0,0,0
Argentina,2,151.342,1.11,0
Armenia,5,48.933,0.87,0
Australia,8,8.471,0.71,0
Austria,9,32.754,1.39,2.11
Azerbaijan,8,12.92,0.91,0
Bahamas,4,241.578,1.33,0
Bahrain,4,232.724,1.01,0
Bangladesh,8,19.431,1.02,0
Barbados,6,3.48,0.76,0
Belarus,3,8.89,1.06,0
Belgium,7,31.321,1.02,7.679
Belize,0,0,1.18,0
Benin,6,0,0.94,0
Bhutan,8,7.776,0.72,0
Bolivia,2,153.859,0.93,0
Bosnia and Herzegovina,2,73.153,1.16,0
Botswana,6,0,0.78,0
Brazil,4,224.803,0.98,0
Brunei,6,0,0,0
Bulgaria,3,24.322,0.91,8.779
Burkina Faso,6,0,1,0
Burundi,1,0.252,0.71,0
Cambodia,6,0,0.26,0
Cameroon,0,0.64,1.01,0
Canada,7,22.945,1.07,0
Cape Verde,2,89.93,1.08,0
Central African Republic,6,2.485,0.6,0
Chad,0,0.67,0.96,0
Chile,2,70.778,0.95,0
China,8,0.037,0.63,0
Colombia,4,244.915,1.03,0
Comoros,1,1.15,0.66,0
Congo,0,0,0.6,0
Costa Rica,2,109.734,1.13,0
Cote d'Ivoire,3,1.63,0.91,0
Croatia,9,48.474,1.56,0
Cuba,8,3.885,1.14,0
Cyprus,6,9.133,1.06,0
Czechia,3,26.24,1.14,2.521
Democratic Republic of Congo,6,0.167,1.05,0
Denmark,6,20.545,1.2,0.173
Djibouti,6,2.024,0.4,0
Dominica,3,0,0,0
Dominican Republic,7,35.583,0.85,0
Ecuador,7,67.449,1,0
Egypt,0,1.593,0.8,0
El Salvador,7,41.473,1.03,0
Equatorial Guinea,1,0,0.39,0
Eritrea,8,5.358,0.25,0
Estonia,3,6.031,1.28,0.754
Eswatini,2,81.885,0.94,0
Ethiopia,8,12.056,1.42,0
Fiji,6,0,0,0
Finland,3,4.332,1.23,0
France,6,0.015,1.24,5.469
Gabon,0,0,1.04,0
Gambia,2,100.966,1.19,0
Georgia,0,2.507,1,0
Germany,0,16.948,1.2,0
Ghana,6,10.942,0.98,0
Greece,7,23.985,1.27,0
Grenada,1,0,0,0
Guatemala,7,50.403,1.01,0
Guinea,0,7.234,1.08,0
Guinea-Bissau,1,0,0.63,0
Guyana,7,35.598,1.31,0
Haiti,3,2.105,0.95,0
Honduras,7,68.15,1.05,0
Hungary,6,2.484,1.3,0
Iceland,9,38.095,1.13,0
India,7,46.791,1.09,0
Indonesia,0,6.116,1.04,0
International,1,0,0,0
Iran,7,28.395,0.99,0
Iraq,2,113.767,1.12,0
Ireland,7,37.669,1.32,1.418
Israel,4,190.514,1.03,0
Italy,6,6.632,1.32,0.959
Jamaica,8,5.741,1.57,0
Japan,3,7.266,0.89,0
Jordan,0,3.92,1.7,0
Kazakhstan,8,17.788,0.56,0
Kenya,0,5.04,0.78,0
Kosovo,2,72.952,0.91,0
Kuwait,2,150.566,1.01,0
Kyrgyzstan,7,23.758,0.64,0
Laos,3,0,0,0
Latvia,6,0,1.04,0
Lebanon,9,61.681,1.26,0
Lesotho,0,0,0.99,0
Liberia,0,0.989,0.89,0
Libya,2,71.166,1.23,0
Liechtenstein,5,78.664,0,0
Lithuania,3,13.959,1.24,0
Luxembourg,9,47.925,0.92,4.793
Madagascar,0,4.442,0.72,0
Malawi,0,3.555,0.89,0
Malaysia,0,0.216,1,0
Maldives,4,314.499,1.09,0
