country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,5,1.028,0.86,0
Albania,4,43.088,1.13,0
Algeria,5,12.269,0.94,0
Andorra,9,0,1.23,0
Angola,5,1.034,1.13,0
Antigua and Barbuda,6,0,0,0
Argentina,7,135.721,1.13,0
Armenia,1,67.494,0.81,0
Australia,5,15.137,0.91,0
Austria,9,9.105,1.09,2.665
Azerbaijan,5,10.356,0.51,0
Bahamas,0,122.06,1.24,0
Bahrain,3,189.236,1,0
Bangladesh,5,15.854,1.06,0
Barbados,8,0,0.68,0
Belarus,6,13.123,0.91,0
Belgium,4,53.237,1.21,5.781
Belize,2,80.479,1.19,0
Benin,9,0,0.94,0
Bhutan,8,0,0.66,0
Bolivia,2,99.717,0.98,0
Bosnia and Herzegovina,8,0,1.16,0
Botswana,8,0,0.8,0
Brazil,3,235.087,1.01,0
Brunei,9,0,0,0
Bulgaria,9,19.285,0.91,7.915
Burkina Faso,8,0.813,0.99,0
Burundi,6,0.42,0.69,0
Cambodia,9,0.12,0.37,0
Cameroon,8,12.205,1.01,0
Canada,8,6.491,1,0
Cape Verde,2,98.923,1.08,0
Central African Republic,8,0,0.61,0
Chad,8,0,0.89,0
Chile,7,114.981,0.94,0
China,5,0.064,0.81,0
Colombia,3,189.966,1.11,0
Comoros,6,3.45,0.66,0
Congo,8,4.893,0.63,0
Costa Rica,7,141.536,1.15,0
Cote d'Ivoire,9,3.639,0.88,0
Croatia,9,18.756,1.18,0
Cuba,8,5.209,1.76,0
Cyprus,9,12.559,1.31,0
Czechia,9,16.341,1.08,1.494
Democratic Republic of Congo,8,0.904,1.05,0
Denmark,8,0.691,1.35,0.345
Djibouti,8,0,0.66,0
Dominica,9,0,0,0
Dominican Republic,2,98.544,0.9,0
Ecuador,2,90.857,1.08,0
Egypt,8,1.632,0.61,0
El Salvador,2,66.911,1.06,0
Equatorial Guinea,6,0,0.31,0
Eritrea,5,0,0.27,0
Estonia,6,10.554,1.38,1.508
Eswatini,2,79.299,1.06,0
Ethiopia,5,6.967,1.13,0
Fiji,8,0,0,0
Finland,9,2.527,1.29,0
France,9,0.015,1.34,5.607
Gabon,8,0,1.05,0
Gambia,5,0,1.4,0
Georgia,8,0.752,1.17,0
Germany,8,8.438,1.23,0
Ghana,9,14.031,1.01,0
Greece,9,14.487,1.43,0
Grenada,6,0,0,0
Guatemala,4,51.296,1.03,0
Guinea,5,7.462,1.09,0
Guinea-Bissau,6,10.163,0.67,0
Guyana,5,20.342,1.3,0
Haiti,9,1.052,0.94,0
Honduras,2,61.386,1.04,0
Hungary,8,3.313,1.46,0
Iceland,9,8.791,1.24,0
India,4,46.666,1.13,0
Indonesia,8,8.325,1.07,0
International,6,0,0,0
Iran,4,25.3,0.85,0
Iraq,2,82.665,1.13,0
Ireland,4,35.238,1.5,1.215
Israel,2,87.112,0.95,0
Italy,8,5.739,1.29,0.711
Jamaica,5,5.403,1.44,0
Japan,9,12.477,1.13,0
Jordan,8,0.882,1.33,0
Kazakhstan,7,106.994,0.69,0
Kenya,5,12.999,0.98,0
Kosovo,2,98.304,0.98,0
Kuwait,7,110.524,1.01,0
Kyrgyzstan,2,62.69,0.67,0
